"List_Number","SOA","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_end_of_familiarization","correct_instructions","correct_keyboard_response","correct_new_keyboard_response","count_Familiarization","count_Inline_Fixation","count_Test_loop","count_about_this_template","count_blank_screen","count_blank_screen_1","count_blank_screen_2","count_blank_screen_3","count_blank_screen_4","count_blank_screen_5","count_blink_screen","count_blink_screen_1","count_blink_screen_2","count_block_loop","count_calibrate","count_calibrate_2","count_calibrate_3","count_delay","count_delay_1","count_end_of_experiment","count_end_of_familiarization","count_end_of_practice","count_end_of_study","count_end_of_trial","count_end_of_trial_1","count_equal_instruction","count_ex_instruction","count_experiment","count_experimental_loop","count_experimental_loop_1","count_experimenter","count_eyetracking_init","count_familiarization_sequence","count_feedback","count_fixation_NT","count_fixation_NT_1","count_fixation_NT_2","count_inlin_blink","count_inline_blink","count_inline_blink_1","count_inline_fixation_1","count_inline_stimulus","count_inline_stimulus_1","count_instruction_cue","count_instructions","count_keyboard_response","count_log_end_of_practice","count_log_end_of_test","count_log_end_of_trial","count_logger","count_loop","count_new_inline_script","count_new_keyboard_response","count_new_logger","count_new_logger_1","count_new_logger_1_1","count_new_loop","count_new_sketchpad","count_new_sketchpad_1","count_new_sketchpad_2","count_new_sketchpad_3","count_new_sketchpad_6","count_plus_instruction","count_post_cue","count_post_cue_1","count_practice_loop","count_press_key","count_record_study","count_reset_feedback","count_sketchpad","count_stimuli","count_stimuli_1","count_stimulus_test","count_stop_study","count_stop_test","count_test_instructions","count_test_log","count_test_sequence","count_trial_sequence","count_trial_sequence_1","count_trial_sequence_1_1","datetime","description","disable_garbage_collection","e_SO","empty_column","eq_sq","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","instruction","keyboard_backend","live_row","live_row_Familiarization","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_end_of_experiment","response_end_of_familiarization","response_end_of_practice","response_end_of_study","response_experimenter","response_feedback","response_instructions","response_keyboard_response","response_new_keyboard_response","response_new_sketchpad","response_new_sketchpad_1","response_new_sketchpad_3","response_new_sketchpad_6","response_press_key","response_test_instructions","response_time","response_time_end_of_experiment","response_time_end_of_familiarization","response_time_end_of_practice","response_time_end_of_study","response_time_experimenter","response_time_feedback","response_time_instructions","response_time_keyboard_response","response_time_new_keyboard_response","response_time_new_sketchpad","response_time_new_sketchpad_1","response_time_new_sketchpad_3","response_time_new_sketchpad_6","response_time_press_key","response_time_test_instructions","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_Familiarization","time_Inline_Fixation","time_Test_loop","time_about_this_template","time_blank_screen","time_blank_screen_1","time_blank_screen_2","time_blank_screen_3","time_blank_screen_4","time_blank_screen_5","time_blink_screen","time_blink_screen_1","time_blink_screen_2","time_block_loop","time_calibrate","time_calibrate_2","time_calibrate_3","time_delay","time_delay_1","time_end_of_experiment","time_end_of_familiarization","time_end_of_practice","time_end_of_study","time_end_of_trial","time_end_of_trial_1","time_equal_instruction","time_ex_instruction","time_experiment","time_experimental_loop","time_experimental_loop_1","time_experimenter","time_eyetracking_init","time_familiarization_sequence","time_feedback","time_fixation_NT","time_fixation_NT_1","time_fixation_NT_2","time_inlin_blink","time_inline_blink","time_inline_blink_1","time_inline_fixation_1","time_inline_stimulus","time_inline_stimulus_1","time_instruction_cue","time_instructions","time_keyboard_response","time_log_end_of_practice","time_log_end_of_test","time_log_end_of_trial","time_logger","time_loop","time_new_inline_script","time_new_keyboard_response","time_new_logger","time_new_logger_1","time_new_logger_1_1","time_new_loop","time_new_sketchpad","time_new_sketchpad_1","time_new_sketchpad_2","time_new_sketchpad_3","time_new_sketchpad_6","time_plus_instruction","time_post_cue","time_post_cue_1","time_practice_loop","time_press_key","time_record_study","time_reset_feedback","time_sketchpad","time_stimuli","time_stimuli_1","time_stimulus_test","time_stop_study","time_stop_test","time_test_instructions","time_test_log","time_test_sequence","time_trial_sequence","time_trial_sequence_1","time_trial_sequence_1_1","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word"
"1","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","38","0","NA","11","11","38","38","NA","NA","11","38","NA","NA","0","0","0","11","38","0","0","0","0","11","38","NA","NA","0","NA","0","NA","0","2","NA","11","NA","38","NA","38","NA","NA","38","NA","2","0","NA","11","NA","38","NA","NA","NA","NA","NA","11","38","NA","NA","NA","NA","NA","NA","NA","11","38","0","0","38","NA","NA","11","38","NA","38","NA","0","NA","NA","NA","11","38","Mon Jan 13 15:28:08 2020","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","38","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/PracticeRunData/subject-4.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","space","NA","1233","NA","1486","1578","NA","NA","NA","1429","NA","NA","NA","NA","NA","NA","1233","NA","2","legacy","1024","2","48000","-16","experiment","4","even","167500","802149","NA","NA","323059","324565","800142","801648","NA","NA","323562","800645","NA","NA","184869","334204","NA","328568","805652","NA","183382","332625","NA","332066","809170","NA","NA","3619","NA","338004","NA","3621","178334","NA","325069","NA","802153","NA","800642","NA","NA","802648","NA","178339","166070","NA","332561","NA","809665","NA","NA","NA","NA","NA","332563","809667","NA","NA","NA","NA","NA","NA","NA","330067","809152","197441","336770","799865","NA","NA","325568","802653","NA","797549","NA","NA","NA","NA","NA","323055","799865","Extended template","0","0","0","yes","1024","TACTICS"
"5","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","39","0","NA","11","11","39","39","NA","NA","11","39","NA","NA","0","0","0","11","39","0","0","0","0","11","39","NA","NA","0","NA","0","NA","0","2","NA","11","NA","39","NA","39","NA","NA","39","NA","2","0","NA","11","NA","39","NA","NA","NA","NA","NA","11","39","NA","NA","NA","NA","NA","NA","NA","11","39","0","0","39","NA","NA","11","39","NA","39","NA","0","NA","NA","NA","11","39","Mon Jan 13 15:28:08 2020","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","39","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/PracticeRunData/subject-4.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","space","NA","1233","NA","1486","1578","NA","NA","NA","1429","NA","NA","NA","NA","NA","NA","1233","NA","2","legacy","1024","2","48000","-16","experiment","4","even","167500","814274","NA","NA","323059","324565","812266","813773","NA","NA","323562","812770","NA","NA","184869","334204","NA","328568","817777","NA","183382","332625","NA","332066","821275","NA","NA","3619","NA","338004","NA","3621","178334","NA","325069","NA","814278","NA","812766","NA","NA","814773","NA","178339","166070","NA","332561","NA","821770","NA","NA","NA","NA","NA","332563","821772","NA","NA","NA","NA","NA","NA","NA","330067","818276","197441","336770","811992","NA","NA","325568","814777","NA","809671","NA","NA","NA","NA","NA","323055","811991","Extended template","0","0","0","yes","1024","OPINION"
"6","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","40","0","NA","11","11","40","40","NA","NA","11","40","NA","NA","0","0","0","11","40","0","0","0","0","11","40","NA","NA","0","NA","0","NA","0","2","NA","11","NA","40","NA","40","NA","NA","40","NA","2","0","NA","11","NA","40","NA","NA","NA","NA","NA","11","40","NA","NA","NA","NA","NA","NA","NA","11","40","0","0","40","NA","NA","11","40","NA","40","NA","0","NA","NA","NA","11","40","Mon Jan 13 15:28:08 2020","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","40","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/PracticeRunData/subject-4.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","space","NA","1233","NA","1486","1578","NA","NA","NA","1429","NA","NA","NA","NA","NA","NA","1233","NA","2","legacy","1024","2","48000","-16","experiment","4","even","167500","826375","NA","NA","323059","324565","824368","825874","NA","NA","323562","824871","NA","NA","184869","334204","NA","328568","829878","NA","183382","332625","NA","332066","833376","NA","NA","3619","NA","338004","NA","3621","178334","NA","325069","NA","826379","NA","824868","NA","NA","826874","NA","178339","166070","NA","332561","NA","833871","NA","NA","NA","NA","NA","332563","833873","NA","NA","NA","NA","NA","NA","NA","330067","831377","197441","336770","824093","NA","NA","325568","826879","NA","821776","NA","NA","NA","NA","NA","323055","824093","Extended template","0","0","0","yes","1024","JUDGE"
"2","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","41","0","NA","11","11","41","41","NA","NA","11","41","NA","NA","0","0","0","11","41","0","0","0","0","11","41","NA","NA","0","NA","0","NA","0","2","NA","11","NA","41","NA","41","NA","NA","41","NA","2","0","NA","11","NA","41","NA","NA","NA","NA","NA","11","41","NA","NA","NA","NA","NA","NA","NA","11","41","0","0","41","NA","NA","11","41","NA","41","NA","0","NA","NA","NA","11","41","Mon Jan 13 15:28:08 2020","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","41","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/PracticeRunData/subject-4.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","space","NA","1233","NA","1486","1578","NA","NA","NA","1429","NA","NA","NA","NA","NA","NA","1233","NA","2","legacy","1024","2","48000","-16","experiment","4","even","167500","838468","NA","NA","323059","324565","836461","837967","NA","NA","323562","836964","NA","NA","184869","334204","NA","328568","841971","NA","183382","332625","NA","332066","845470","NA","NA","3619","NA","338004","NA","3621","178334","NA","325069","NA","838472","NA","836961","NA","NA","838967","NA","178339","166070","NA","332561","NA","845965","NA","NA","NA","NA","NA","332563","845967","NA","NA","NA","NA","NA","NA","NA","330067","842471","197441","336770","836188","NA","NA","325568","838972","NA","833877","NA","NA","NA","NA","NA","323055","836187","Extended template","0","0","0","yes","1024","RAKE"
"2","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","42","0","NA","11","11","42","42","NA","NA","11","42","NA","NA","0","0","0","11","42","0","0","0","0","11","42","NA","NA","0","NA","0","NA","0","2","NA","11","NA","42","NA","42","NA","NA","42","NA","2","0","NA","11","NA","42","NA","NA","NA","NA","NA","11","42","NA","NA","NA","NA","NA","NA","NA","11","42","0","0","42","NA","NA","11","42","NA","42","NA","0","NA","NA","NA","11","42","Mon Jan 13 15:28:08 2020","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","42","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/PracticeRunData/subject-4.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","space","NA","1233","NA","1486","1578","NA","NA","NA","1429","NA","NA","NA","NA","NA","NA","1233","NA","2","legacy","1024","2","48000","-16","experiment","4","even","167500","850572","NA","NA","323059","324565","848564","850072","NA","NA","323562","849067","NA","NA","184869","334204","NA","328568","854075","NA","183382","332625","NA","332066","857573","NA","NA","3619","NA","338004","NA","3621","178334","NA","325069","NA","850576","NA","849064","NA","NA","851071","NA","178339","166070","NA","332561","NA","858068","NA","NA","NA","NA","NA","332563","858070","NA","NA","NA","NA","NA","NA","NA","330067","854574","197441","336770","848283","NA","NA","325568","851076","NA","845972","NA","NA","NA","NA","NA","323055","848283","Extended template","0","0","0","yes","1024","GLANCE"
"4","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","43","0","NA","11","11","43","43","NA","NA","11","43","NA","NA","0","0","0","11","43","0","0","0","0","11","43","NA","NA","0","NA","0","NA","0","2","NA","11","NA","43","NA","43","NA","NA","43","NA","2","0","NA","11","NA","43","NA","NA","NA","NA","NA","11","43","NA","NA","NA","NA","NA","NA","NA","11","43","0","0","43","NA","NA","11","43","NA","43","NA","0","NA","NA","NA","11","43","Mon Jan 13 15:28:08 2020","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","43","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/PracticeRunData/subject-4.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","space","NA","1233","NA","1486","1578","NA","NA","NA","1429","NA","NA","NA","NA","NA","NA","1233","NA","2","legacy","1024","2","48000","-16","experiment","4","even","167500","862670","NA","NA","323059","324565","860663","862170","NA","NA","323562","861166","NA","NA","184869","334204","NA","328568","866173","NA","183382","332625","NA","332066","869686","NA","NA","3619","NA","338004","NA","3621","178334","NA","325069","NA","862674","NA","861163","NA","NA","863169","NA","178339","166070","NA","332561","NA","870181","NA","NA","NA","NA","NA","332563","870183","NA","NA","NA","NA","NA","NA","NA","330067","869672","197441","336770","860389","NA","NA","325568","863174","NA","858074","NA","NA","NA","NA","NA","323055","860389","Extended template","0","0","0","yes","1024","MYTH"
"6","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","44","0","NA","11","11","44","44","NA","NA","11","44","NA","NA","0","0","0","11","44","0","0","0","0","11","44","NA","NA","0","NA","0","NA","0","2","NA","11","NA","44","NA","44","NA","NA","44","NA","2","0","NA","11","NA","44","NA","NA","NA","NA","NA","11","44","NA","NA","NA","NA","NA","NA","NA","11","44","0","0","44","NA","NA","11","44","NA","44","NA","0","NA","NA","NA","11","44","Mon Jan 13 15:28:08 2020","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","44","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/PracticeRunData/subject-4.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","space","NA","1233","NA","1486","1578","NA","NA","NA","1429","NA","NA","NA","NA","NA","NA","1233","NA","2","legacy","1024","2","48000","-16","experiment","4","even","167500","874792","NA","NA","323059","324565","872785","874291","NA","NA","323562","873288","NA","NA","184869","334204","NA","328568","878295","NA","183382","332625","NA","332066","881794","NA","NA","3619","NA","338004","NA","3621","178334","NA","325069","NA","874796","NA","873285","NA","NA","875291","NA","178339","166070","NA","332561","NA","882289","NA","NA","NA","NA","NA","332563","882291","NA","NA","NA","NA","NA","NA","NA","330067","879795","197441","336770","872508","NA","NA","325568","875296","NA","870187","NA","NA","NA","NA","NA","323055","872508","Extended template","0","0","0","yes","1024","VECTOR"
"3","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","45","0","NA","11","11","45","45","NA","NA","11","45","NA","NA","0","0","0","11","45","0","0","0","0","11","45","NA","NA","0","NA","0","NA","0","2","NA","11","NA","45","NA","45","NA","NA","45","NA","2","0","NA","11","NA","45","NA","NA","NA","NA","NA","11","45","NA","NA","NA","NA","NA","NA","NA","11","45","0","0","45","NA","NA","11","45","NA","45","NA","0","NA","NA","NA","11","45","Mon Jan 13 15:28:08 2020","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","45","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/PracticeRunData/subject-4.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","space","NA","1233","NA","1486","1578","NA","NA","NA","1429","NA","NA","NA","NA","NA","NA","1233","NA","2","legacy","1024","2","48000","-16","experiment","4","even","167500","886894","NA","NA","323059","324565","884887","886394","NA","NA","323562","885390","NA","NA","184869","334204","NA","328568","890397","NA","183382","332625","NA","332066","893896","NA","NA","3619","NA","338004","NA","3621","178334","NA","325069","NA","886898","NA","885387","NA","NA","887393","NA","178339","166070","NA","332561","NA","894391","NA","NA","NA","NA","NA","332563","894393","NA","NA","NA","NA","NA","NA","NA","330067","891897","197441","336770","884611","NA","NA","325568","887398","NA","882295","NA","NA","NA","NA","NA","323055","884610","Extended template","0","0","0","yes","1024","HAIR"
"5","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","46","0","NA","11","11","46","46","NA","NA","11","46","NA","NA","0","0","0","11","46","0","0","0","0","11","46","NA","NA","0","NA","0","NA","0","2","NA","11","NA","46","NA","46","NA","NA","46","NA","2","0","NA","11","NA","46","NA","NA","NA","NA","NA","11","46","NA","NA","NA","NA","NA","NA","NA","11","46","0","0","46","NA","NA","11","46","NA","46","NA","0","NA","NA","NA","11","46","Mon Jan 13 15:28:08 2020","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","46","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/PracticeRunData/subject-4.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","space","NA","1233","NA","1486","1578","NA","NA","NA","1429","NA","NA","NA","NA","NA","NA","1233","NA","2","legacy","1024","2","48000","-16","experiment","4","even","167500","898992","NA","NA","323059","324565","896986","898492","NA","NA","323562","897489","NA","NA","184869","334204","NA","328568","902495","NA","183382","332625","NA","332066","905993","NA","NA","3619","NA","338004","NA","3621","178334","NA","325069","NA","898996","NA","897486","NA","NA","899491","NA","178339","166070","NA","332561","NA","906488","NA","NA","NA","NA","NA","332563","906490","NA","NA","NA","NA","NA","NA","NA","330067","902994","197441","336770","896711","NA","NA","325568","899495","NA","894397","NA","NA","NA","NA","NA","323055","896711","Extended template","0","0","0","yes","1024","GRADIENT"
"3","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","47","0","NA","11","11","47","47","NA","NA","11","47","NA","NA","0","0","0","11","47","0","0","0","0","11","47","NA","NA","0","NA","0","NA","0","2","NA","11","NA","47","NA","47","NA","NA","47","NA","2","0","NA","11","NA","47","NA","NA","NA","NA","NA","11","47","NA","NA","NA","NA","NA","NA","NA","11","47","0","0","47","NA","NA","11","47","NA","47","NA","0","NA","NA","NA","11","47","Mon Jan 13 15:28:08 2020","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","47","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/PracticeRunData/subject-4.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","space","NA","1233","NA","1486","1578","NA","NA","NA","1429","NA","NA","NA","NA","NA","NA","1233","NA","2","legacy","1024","2","48000","-16","experiment","4","even","167500","911091","NA","NA","323059","324565","909084","910591","NA","NA","323562","909587","NA","NA","184869","334204","NA","328568","914594","NA","183382","332625","NA","332066","918092","NA","NA","3619","NA","338004","NA","3621","178334","NA","325069","NA","911095","NA","909584","NA","NA","911590","NA","178339","166070","NA","332561","NA","918587","NA","NA","NA","NA","NA","332563","918589","NA","NA","NA","NA","NA","NA","NA","330067","916093","197441","336770","908809","NA","NA","325568","911595","NA","906495","NA","NA","NA","NA","NA","323055","908809","Extended template","0","0","0","yes","1024","ABANDON"
"4","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","48","0","NA","11","11","48","48","NA","NA","11","48","NA","NA","0","0","0","11","48","0","0","0","0","11","48","NA","NA","0","NA","0","NA","0","2","NA","11","NA","48","NA","48","NA","NA","48","NA","2","0","NA","11","NA","48","NA","NA","NA","NA","NA","11","48","NA","NA","NA","NA","NA","NA","NA","11","48","0","0","48","NA","NA","11","48","NA","48","NA","0","NA","NA","NA","11","48","Mon Jan 13 15:28:08 2020","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","48","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/PracticeRunData/subject-4.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","space","NA","1233","NA","1486","1578","NA","NA","NA","1429","NA","NA","NA","NA","NA","NA","1233","NA","2","legacy","1024","2","48000","-16","experiment","4","even","167500","923188","NA","NA","323059","324565","921180","922687","NA","NA","323562","921683","NA","NA","184869","334204","NA","328568","926691","NA","183382","332625","NA","332066","930203","NA","NA","3619","NA","338004","NA","3621","178334","NA","325069","NA","923192","NA","921680","NA","NA","923687","NA","178339","166070","NA","332561","NA","930698","NA","NA","NA","NA","NA","332563","930700","NA","NA","NA","NA","NA","NA","NA","330067","930192","197441","336770","920903","NA","NA","325568","923692","NA","918593","NA","NA","NA","NA","NA","323055","920902","Extended template","0","0","0","yes","1024","DELAY"
"1","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","49","0","NA","11","11","49","49","NA","NA","11","49","NA","NA","0","0","0","11","49","0","0","0","0","11","49","NA","NA","0","NA","0","NA","0","2","NA","11","NA","49","NA","49","NA","NA","49","NA","2","0","NA","11","NA","49","NA","NA","NA","NA","NA","11","49","NA","NA","NA","NA","NA","NA","NA","11","49","0","0","49","NA","NA","11","49","NA","49","NA","0","NA","NA","NA","11","49","Mon Jan 13 15:28:08 2020","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","49","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/PracticeRunData/subject-4.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","space","NA","1233","NA","1486","1578","NA","NA","NA","1429","NA","NA","NA","NA","NA","NA","1233","NA","2","legacy","1024","2","48000","-16","experiment","4","even","167500","935313","NA","NA","323059","324565","933306","934812","NA","NA","323562","933809","NA","NA","184869","334204","NA","328568","938816","NA","183382","332625","NA","332066","942320","NA","NA","3619","NA","338004","NA","3621","178334","NA","325069","NA","935317","NA","933806","NA","NA","935812","NA","178339","166070","NA","332561","NA","942815","NA","NA","NA","NA","NA","332563","942817","NA","NA","NA","NA","NA","NA","NA","330067","942315","197441","336770","933031","NA","NA","325568","935816","NA","930704","NA","NA","NA","NA","NA","323055","933030","Extended template","0","0","0","yes","1024","CURSE"
"1","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","50","0","NA","11","11","50","50","NA","NA","11","50","NA","NA","0","0","0","11","50","0","0","0","0","11","50","NA","NA","0","NA","0","NA","0","2","NA","11","NA","50","NA","50","NA","NA","50","NA","2","0","NA","11","NA","50","NA","NA","NA","NA","NA","11","50","NA","NA","NA","NA","NA","NA","NA","11","50","0","0","50","NA","NA","11","50","NA","50","NA","0","NA","NA","NA","11","50","Mon Jan 13 15:28:08 2020","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","50","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/PracticeRunData/subject-4.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","space","NA","1233","NA","1486","1578","NA","NA","NA","1429","NA","NA","NA","NA","NA","NA","1233","NA","2","legacy","1024","2","48000","-16","experiment","4","even","167500","947415","NA","NA","323059","324565","945407","946914","NA","NA","323562","945911","NA","NA","184869","334204","NA","328568","950918","NA","183382","332625","NA","332066","954436","NA","NA","3619","NA","338004","NA","3621","178334","NA","325069","NA","947419","NA","945907","NA","NA","947914","NA","178339","166070","NA","332561","NA","954932","NA","NA","NA","NA","NA","332563","954934","NA","NA","NA","NA","NA","NA","NA","330067","954418","197441","336770","945132","NA","NA","325568","947919","NA","942821","NA","NA","NA","NA","NA","323055","945132","Extended template","0","0","0","yes","1024","LAUNCH"
