"List_Number","SOA","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_end_of_familiarization","correct_instructions","correct_keyboard_response","correct_new_keyboard_response","count_Familiarization","count_Test_loop","count_about_this_template","count_blank_screen","count_blank_screen_1","count_blank_screen_2","count_blank_screen_2_1","count_blank_screen_3","count_blank_screen_3_1","count_blink_screen","count_blink_screen_1","count_blink_screen_1_1","count_block_loop","count_calibrate","count_calibrate_1","count_calibrate_2","count_delay","count_delay_1","count_end_of_experiment","count_end_of_familiarization","count_end_of_practice","count_end_of_study","count_end_of_trial","count_end_of_trial_1","count_equal_instruction","count_ex_instruction","count_experiment","count_experimental_loop","count_experimental_loop_1","count_experimenter","count_eyetracking_init","count_familiarization_sequence","count_feedback","count_fixation_NT","count_fixation_NT_1","count_fixation_NT_2","count_inline_blink","count_inline_blink_1","count_inline_fixation","count_inline_fixation_1","count_inline_stimulus","count_inline_stimulus_1","count_instruction_cue","count_instructions","count_key_press","count_keyboard_response","count_log_end_of_test","count_log_end_of_trial","count_logger","count_loop","count_new_inline_script","count_new_keyboard_response","count_new_logger","count_new_logger_1","count_new_logger_1_1","count_new_loop","count_new_pygaze_log","count_new_sketchpad","count_new_sketchpad_1","count_new_sketchpad_2","count_new_sketchpad_3","count_plus_instruction","count_post_cue","count_post_cue_1","count_practice_loop","count_record_study","count_record_test","count_reset_feedback","count_sketchpad","count_stimuli","count_stimuli_1","count_stimulus_test","count_stop_recording","count_stop_test","count_test_instructions","count_test_log","count_test_sequence","count_trial_sequence","count_trial_sequence_1","count_trial_sequence_1_1","datetime","description","disable_garbage_collection","e_SO","empty_column","eq_sq","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","instruction","keyboard_backend","live_row","live_row_Familiarization","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_end_of_experiment","response_end_of_familiarization","response_end_of_practice","response_end_of_study","response_experimenter","response_feedback","response_instructions","response_key_press","response_keyboard_response","response_new_keyboard_response","response_new_sketchpad","response_new_sketchpad_1","response_new_sketchpad_3","response_test_instructions","response_time","response_time_end_of_experiment","response_time_end_of_familiarization","response_time_end_of_practice","response_time_end_of_study","response_time_experimenter","response_time_feedback","response_time_instructions","response_time_key_press","response_time_keyboard_response","response_time_new_keyboard_response","response_time_new_sketchpad","response_time_new_sketchpad_1","response_time_new_sketchpad_3","response_time_test_instructions","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_Familiarization","time_Test_loop","time_about_this_template","time_blank_screen","time_blank_screen_1","time_blank_screen_2","time_blank_screen_2_1","time_blank_screen_3","time_blank_screen_3_1","time_blink_screen","time_blink_screen_1","time_blink_screen_1_1","time_block_loop","time_calibrate","time_calibrate_1","time_calibrate_2","time_delay","time_delay_1","time_end_of_experiment","time_end_of_familiarization","time_end_of_practice","time_end_of_study","time_end_of_trial","time_end_of_trial_1","time_equal_instruction","time_ex_instruction","time_experiment","time_experimental_loop","time_experimental_loop_1","time_experimenter","time_eyetracking_init","time_familiarization_sequence","time_feedback","time_fixation_NT","time_fixation_NT_1","time_fixation_NT_2","time_inline_blink","time_inline_blink_1","time_inline_fixation","time_inline_fixation_1","time_inline_stimulus","time_inline_stimulus_1","time_instruction_cue","time_instructions","time_key_press","time_keyboard_response","time_log_end_of_test","time_log_end_of_trial","time_logger","time_loop","time_new_inline_script","time_new_keyboard_response","time_new_logger","time_new_logger_1","time_new_logger_1_1","time_new_loop","time_new_pygaze_log","time_new_sketchpad","time_new_sketchpad_1","time_new_sketchpad_2","time_new_sketchpad_3","time_plus_instruction","time_post_cue","time_post_cue_1","time_practice_loop","time_record_study","time_record_test","time_reset_feedback","time_sketchpad","time_stimuli","time_stimuli_1","time_stimulus_test","time_stop_recording","time_stop_test","time_test_instructions","time_test_log","time_test_sequence","time_trial_sequence","time_trial_sequence_1","time_trial_sequence_1_1","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word"
"4","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","16","NA","16","NA","11","16","NA","NA","0","0","0","11","16","0","0","0","0","11","16","NA","NA","0","NA","0","NA","0","2","NA","11","NA","16","16","NA","16","NA","16","NA","2","0","0","NA","NA","11","NA","NA","NA","NA","NA","11","16","NA","16","NA","NA","NA","NA","NA","11","16","0","16","NA","NA","NA","11","16","NA","16","NA","0","NA","NA","NA","11","16","Fri Jan 31 08:03:04 2020","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","16","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS004.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","right alt","NA","NA","NA","right alt","space","NA","NA","NA","NA","NA","NA","3180","NA","61643","30356","NA","NA","NA","5215","3180","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","4","even","88094","NA","NA","354290","355797","599517","NA","601025","NA","354793","600021","NA","NA","165624","NA","393727","359799","605029","NA","103980","363371","NA","362812","608545","NA","NA","2523","NA","403576","NA","2527","98932","NA","356301","NA","601530","600018","NA","601526","NA","602025","NA","98937","82879","400395","NA","NA","363308","NA","NA","NA","NA","NA","363310","609042","NA","609040","NA","NA","NA","NA","NA","362798","608529","228735","599242","NA","NA","NA","356800","602030","NA","596914","NA","NA","NA","NA","NA","354286","599242","Extended template","0","0","0","yes","1024","ITEM"
"5","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","17","NA","17","NA","11","17","NA","NA","0","0","0","11","17","0","0","0","0","11","17","NA","NA","0","NA","0","NA","0","2","NA","11","NA","17","17","NA","17","NA","17","NA","2","0","0","NA","NA","11","NA","NA","NA","NA","NA","11","17","NA","17","NA","NA","NA","NA","NA","11","17","0","17","NA","NA","NA","11","17","NA","17","NA","0","NA","NA","NA","11","17","Fri Jan 31 08:03:04 2020","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","17","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS004.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","right alt","NA","NA","NA","right alt","space","NA","NA","NA","NA","NA","NA","3180","NA","61643","30356","NA","NA","NA","5215","3180","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","4","even","88094","NA","NA","354290","355797","611656","NA","613162","NA","354793","612159","NA","NA","165624","NA","393727","359799","617165","NA","103980","363371","NA","362812","620664","NA","NA","2523","NA","403576","NA","2527","98932","NA","356301","NA","613666","612156","NA","613662","NA","614161","NA","98937","82879","400395","NA","NA","363308","NA","NA","NA","NA","NA","363310","621161","NA","621159","NA","NA","NA","NA","NA","362798","617665","228735","611377","NA","NA","NA","356800","614166","NA","609046","NA","NA","NA","NA","NA","354286","611376","Extended template","0","0","0","yes","1024","MOUTH"
"5","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","18","NA","18","NA","11","18","NA","NA","0","0","0","11","18","0","0","0","0","11","18","NA","NA","0","NA","0","NA","0","2","NA","11","NA","18","18","NA","18","NA","18","NA","2","0","0","NA","NA","11","NA","NA","NA","NA","NA","11","18","NA","18","NA","NA","NA","NA","NA","11","18","0","18","NA","NA","NA","11","18","NA","18","NA","0","NA","NA","NA","11","18","Fri Jan 31 08:03:04 2020","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","18","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS004.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","right alt","NA","NA","NA","right alt","space","NA","NA","NA","NA","NA","NA","3180","NA","61643","30356","NA","NA","NA","5215","3180","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","4","even","88094","NA","NA","354290","355797","623775","NA","625283","NA","354793","624279","NA","NA","165624","NA","393727","359799","629286","NA","103980","363371","NA","362812","632784","NA","NA","2523","NA","403576","NA","2527","98932","NA","356301","NA","625787","624276","NA","625783","NA","626282","NA","98937","82879","400395","NA","NA","363308","NA","NA","NA","NA","NA","363310","633281","NA","633279","NA","NA","NA","NA","NA","362798","629785","228735","623496","NA","NA","NA","356800","626287","NA","621166","NA","NA","NA","NA","NA","354286","623496","Extended template","0","0","0","yes","1024","MORAL"
"4","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","19","NA","19","NA","11","19","NA","NA","0","0","0","11","19","0","0","0","0","11","19","NA","NA","0","NA","0","NA","0","2","NA","11","NA","19","19","NA","19","NA","19","NA","2","0","0","NA","NA","11","NA","NA","NA","NA","NA","11","19","NA","19","NA","NA","NA","NA","NA","11","19","0","19","NA","NA","NA","11","19","NA","19","NA","0","NA","NA","NA","11","19","Fri Jan 31 08:03:04 2020","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","19","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS004.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","right alt","NA","NA","NA","right alt","space","NA","NA","NA","NA","NA","NA","3180","NA","61643","30356","NA","NA","NA","5215","3180","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","4","even","88094","NA","NA","354290","355797","635892","NA","637398","NA","354793","636395","NA","NA","165624","NA","393727","359799","641401","NA","103980","363371","NA","362812","644913","NA","NA","2523","NA","403576","NA","2527","98932","NA","356301","NA","637902","636392","NA","637898","NA","638397","NA","98937","82879","400395","NA","NA","363308","NA","NA","NA","NA","NA","363310","645410","NA","645408","NA","NA","NA","NA","NA","362798","644900","228735","635616","NA","NA","NA","356800","638402","NA","633285","NA","NA","NA","NA","NA","354286","635616","Extended template","0","0","0","yes","1024","HAWK"
"8","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","20","NA","20","NA","11","20","NA","NA","0","0","0","11","20","0","0","0","0","11","20","NA","NA","0","NA","0","NA","0","2","NA","11","NA","20","20","NA","20","NA","20","NA","2","0","0","NA","NA","11","NA","NA","NA","NA","NA","11","20","NA","20","NA","NA","NA","NA","NA","11","20","0","20","NA","NA","NA","11","20","NA","20","NA","0","NA","NA","NA","11","20","Fri Jan 31 08:03:04 2020","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","20","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS004.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","right alt","NA","NA","NA","right alt","space","NA","NA","NA","NA","NA","NA","3180","NA","61643","30356","NA","NA","NA","5215","3180","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","4","even","88094","NA","NA","354290","355797","648020","NA","649526","NA","354793","648523","NA","NA","165624","NA","393727","359799","653529","NA","103980","363371","NA","362812","657027","NA","NA","2523","NA","403576","NA","2527","98932","NA","356301","NA","650030","648520","NA","650026","NA","650525","NA","98937","82879","400395","NA","NA","363308","NA","NA","NA","NA","NA","363310","657524","NA","657522","NA","NA","NA","NA","NA","362798","654028","228735","647747","NA","NA","NA","356800","650529","NA","645414","NA","NA","NA","NA","NA","354286","647747","Extended template","0","0","0","yes","1024","NEUTRAL"
"9","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","21","NA","21","NA","11","21","NA","NA","0","0","0","11","21","0","0","0","0","11","21","NA","NA","0","NA","0","NA","0","2","NA","11","NA","21","21","NA","21","NA","21","NA","2","0","0","NA","NA","11","NA","NA","NA","NA","NA","11","21","NA","21","NA","NA","NA","NA","NA","11","21","0","21","NA","NA","NA","11","21","NA","21","NA","0","NA","NA","NA","11","21","Fri Jan 31 08:03:04 2020","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","21","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS004.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","right alt","NA","NA","NA","right alt","space","NA","NA","NA","NA","NA","NA","3180","NA","61643","30356","NA","NA","NA","5215","3180","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","4","even","88094","NA","NA","354290","355797","660137","NA","661644","NA","354793","660640","NA","NA","165624","NA","393727","359799","665648","NA","103980","363371","NA","362812","669147","NA","NA","2523","NA","403576","NA","2527","98932","NA","356301","NA","662149","660637","NA","662145","NA","662644","NA","98937","82879","400395","NA","NA","363308","NA","NA","NA","NA","NA","363310","669644","NA","669642","NA","NA","NA","NA","NA","362798","667148","228735","659858","NA","NA","NA","356800","662649","NA","657529","NA","NA","NA","NA","NA","354286","659858","Extended template","0","0","0","yes","1024","RACE"
"4","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","22","NA","22","NA","11","22","NA","NA","0","0","0","11","22","0","0","0","0","11","22","NA","NA","0","NA","0","NA","0","2","NA","11","NA","22","22","NA","22","NA","22","NA","2","0","0","NA","NA","11","NA","NA","NA","NA","NA","11","22","NA","22","NA","NA","NA","NA","NA","11","22","0","22","NA","NA","NA","11","22","NA","22","NA","0","NA","NA","NA","11","22","Fri Jan 31 08:03:04 2020","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","22","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS004.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","right alt","NA","NA","NA","right alt","space","NA","NA","NA","NA","NA","NA","3180","NA","61643","30356","NA","NA","NA","5215","3180","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","4","even","88094","NA","NA","354290","355797","672250","NA","673757","NA","354793","672753","NA","NA","165624","NA","393727","359799","677760","NA","103980","363371","NA","362812","681278","NA","NA","2523","NA","403576","NA","2527","98932","NA","356301","NA","674261","672750","NA","674257","NA","674756","NA","98937","82879","400395","NA","NA","363308","NA","NA","NA","NA","NA","363310","681775","NA","681773","NA","NA","NA","NA","NA","362798","681259","228735","671976","NA","NA","NA","356800","674761","NA","669648","NA","NA","NA","NA","NA","354286","671976","Extended template","0","0","0","yes","1024","MYTH"
"5","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","23","NA","23","NA","11","23","NA","NA","0","0","0","11","23","0","0","0","0","11","23","NA","NA","0","NA","0","NA","0","2","NA","11","NA","23","23","NA","23","NA","23","NA","2","0","0","NA","NA","11","NA","NA","NA","NA","NA","11","23","NA","23","NA","NA","NA","NA","NA","11","23","0","23","NA","NA","NA","11","23","NA","23","NA","0","NA","NA","NA","11","23","Fri Jan 31 08:03:04 2020","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","23","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS004.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","right alt","NA","NA","NA","right alt","space","NA","NA","NA","NA","NA","NA","3180","NA","61643","30356","NA","NA","NA","5215","3180","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","4","even","88094","NA","NA","354290","355797","684382","NA","685888","NA","354793","684885","NA","NA","165624","NA","393727","359799","689891","NA","103980","363371","NA","362812","693388","NA","NA","2523","NA","403576","NA","2527","98932","NA","356301","NA","686392","684882","NA","686388","NA","686887","NA","98937","82879","400395","NA","NA","363308","NA","NA","NA","NA","NA","363310","693886","NA","693884","NA","NA","NA","NA","NA","362798","690390","228735","684107","NA","NA","NA","356800","686892","NA","681780","NA","NA","NA","NA","NA","354286","684107","Extended template","0","0","0","yes","1024","YOUTH"
"7","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","24","NA","24","NA","11","24","NA","NA","0","0","0","11","24","0","0","0","0","11","24","NA","NA","0","NA","0","NA","0","2","NA","11","NA","24","24","NA","24","NA","24","NA","2","0","0","NA","NA","11","NA","NA","NA","NA","NA","11","24","NA","24","NA","NA","NA","NA","NA","11","24","0","24","NA","NA","NA","11","24","NA","24","NA","0","NA","NA","NA","11","24","Fri Jan 31 08:03:04 2020","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","24","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS004.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","right alt","NA","NA","NA","right alt","space","NA","NA","NA","NA","NA","NA","3180","NA","61643","30356","NA","NA","NA","5215","3180","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","4","even","88094","NA","NA","354290","355797","696496","NA","698002","NA","354793","697000","NA","NA","165624","NA","393727","359799","702005","NA","103980","363371","NA","362812","705512","NA","NA","2523","NA","403576","NA","2527","98932","NA","356301","NA","698506","696997","NA","698502","NA","699001","NA","98937","82879","400395","NA","NA","363308","NA","NA","NA","NA","NA","363310","706009","NA","706007","NA","NA","NA","NA","NA","362798","705504","228735","696218","NA","NA","NA","356800","699005","NA","693890","NA","NA","NA","NA","NA","354286","696218","Extended template","0","0","0","yes","1024","NEWS"
"8","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","25","NA","25","NA","11","25","NA","NA","0","0","0","11","25","0","0","0","0","11","25","NA","NA","0","NA","0","NA","0","2","NA","11","NA","25","25","NA","25","NA","25","NA","2","0","0","NA","NA","11","NA","NA","NA","NA","NA","11","25","NA","25","NA","NA","NA","NA","NA","11","25","0","25","NA","NA","NA","11","25","NA","25","NA","0","NA","NA","NA","11","25","Fri Jan 31 08:03:04 2020","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","25","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS004.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","right alt","NA","NA","NA","right alt","space","NA","NA","NA","NA","NA","NA","3180","NA","61643","30356","NA","NA","NA","5215","3180","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","4","even","88094","NA","NA","354290","355797","708631","NA","710138","NA","354793","709134","NA","NA","165624","NA","393727","359799","714142","NA","103980","363371","NA","362812","717640","NA","NA","2523","NA","403576","NA","2527","98932","NA","356301","NA","710643","709131","NA","710639","NA","711138","NA","98937","82879","400395","NA","NA","363308","NA","NA","NA","NA","NA","363310","718137","NA","718135","NA","NA","NA","NA","NA","362798","714641","228735","708353","NA","NA","NA","356800","711143","NA","706013","NA","NA","NA","NA","NA","354286","708353","Extended template","0","0","0","yes","1024","QUALITY"
"7","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","26","NA","26","NA","11","26","NA","NA","0","0","0","11","26","0","0","0","0","11","26","NA","NA","0","NA","0","NA","0","2","NA","11","NA","26","26","NA","26","NA","26","NA","2","0","0","NA","NA","11","NA","NA","NA","NA","NA","11","26","NA","26","NA","NA","NA","NA","NA","11","26","0","26","NA","NA","NA","11","26","NA","26","NA","0","NA","NA","NA","11","26","Fri Jan 31 08:03:04 2020","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","26","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS004.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","right alt","NA","NA","NA","right alt","space","NA","NA","NA","NA","NA","NA","3180","NA","61643","30356","NA","NA","NA","5215","3180","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","4","even","88094","NA","NA","354290","355797","720743","NA","722250","NA","354793","721247","NA","NA","165624","NA","393727","359799","726254","NA","103980","363371","NA","362812","729763","NA","NA","2523","NA","403576","NA","2527","98932","NA","356301","NA","722755","721244","NA","722751","NA","723250","NA","98937","82879","400395","NA","NA","363308","NA","NA","NA","NA","NA","363310","730260","NA","730258","NA","NA","NA","NA","NA","362798","729754","228735","720468","NA","NA","NA","356800","723255","NA","718141","NA","NA","NA","NA","NA","354286","720468","Extended template","0","0","0","yes","1024","DESIRE"
"7","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","27","NA","27","NA","11","27","NA","NA","0","0","0","11","27","0","0","0","0","11","27","NA","NA","0","NA","0","NA","0","2","NA","11","NA","27","27","NA","27","NA","27","NA","2","0","0","NA","NA","11","NA","NA","NA","NA","NA","11","27","NA","27","NA","NA","NA","NA","NA","11","27","0","27","NA","NA","NA","11","27","NA","27","NA","0","NA","NA","NA","11","27","Fri Jan 31 08:03:04 2020","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","27","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS004.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","right alt","NA","NA","NA","right alt","space","NA","NA","NA","NA","NA","NA","3180","NA","61643","30356","NA","NA","NA","5215","3180","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","4","even","88094","NA","NA","354290","355797","732874","NA","734381","NA","354793","733377","NA","NA","165624","NA","393727","359799","738384","NA","103980","363371","NA","362812","741896","NA","NA","2523","NA","403576","NA","2527","98932","NA","356301","NA","734885","733374","NA","734881","NA","735380","NA","98937","82879","400395","NA","NA","363308","NA","NA","NA","NA","NA","363310","742393","NA","742391","NA","NA","NA","NA","NA","362798","741883","228735","732594","NA","NA","NA","356800","735385","NA","730264","NA","NA","NA","NA","NA","354286","732594","Extended template","0","0","0","yes","1024","PASTE"
"7","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","28","NA","28","NA","11","28","NA","NA","0","0","0","11","28","0","0","0","0","11","28","NA","NA","0","NA","0","NA","0","2","NA","11","NA","28","28","NA","28","NA","28","NA","2","0","0","NA","NA","11","NA","NA","NA","NA","NA","11","28","NA","28","NA","NA","NA","NA","NA","11","28","0","28","NA","NA","NA","11","28","NA","28","NA","0","NA","NA","NA","11","28","Fri Jan 31 08:03:04 2020","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","28","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS004.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","right alt","NA","NA","NA","right alt","space","NA","NA","NA","NA","NA","NA","3180","NA","61643","30356","NA","NA","NA","5215","3180","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","4","even","88094","NA","NA","354290","355797","745005","NA","746512","NA","354793","745508","NA","NA","165624","NA","393727","359799","750516","NA","103980","363371","NA","362812","754028","NA","NA","2523","NA","403576","NA","2527","98932","NA","356301","NA","747017","745505","NA","747013","NA","747512","NA","98937","82879","400395","NA","NA","363308","NA","NA","NA","NA","NA","363310","754525","NA","754523","NA","NA","NA","NA","NA","362798","754015","228735","744728","NA","NA","NA","356800","747517","NA","742398","NA","NA","NA","NA","NA","354286","744728","Extended template","0","0","0","yes","1024","INDEX"
"4","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","29","NA","29","NA","11","29","NA","NA","0","0","0","11","29","0","0","0","0","11","29","NA","NA","0","NA","0","NA","0","2","NA","11","NA","29","29","NA","29","NA","29","NA","2","0","0","NA","NA","11","NA","NA","NA","NA","NA","11","29","NA","29","NA","NA","NA","NA","NA","11","29","0","29","NA","NA","NA","11","29","NA","29","NA","0","NA","NA","NA","11","29","Fri Jan 31 08:03:04 2020","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","29","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS004.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","right alt","NA","NA","NA","right alt","space","NA","NA","NA","NA","NA","NA","3180","NA","61643","30356","NA","NA","NA","5215","3180","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","4","even","88094","NA","NA","354290","355797","757134","NA","758642","NA","354793","757638","NA","NA","165624","NA","393727","359799","762646","NA","103980","363371","NA","362812","766162","NA","NA","2523","NA","403576","NA","2527","98932","NA","356301","NA","759147","757635","NA","759143","NA","759642","NA","98937","82879","400395","NA","NA","363308","NA","NA","NA","NA","NA","363310","766659","NA","766657","NA","NA","NA","NA","NA","362798","766145","228735","756861","NA","NA","NA","356800","759647","NA","754529","NA","NA","NA","NA","NA","354286","756860","Extended template","0","0","0","yes","1024","ISLAND"
