"List_Number","SOA","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_end_of_familiarization","correct_instructions","correct_keyboard_response","correct_new_keyboard_response","count_Familiarization","count_Inline_Fixation","count_Test_loop","count_about_this_template","count_blank_screen","count_blank_screen_1","count_blank_screen_2","count_blank_screen_3","count_blank_screen_4","count_blank_screen_5","count_blink_screen","count_blink_screen_1","count_blink_screen_2","count_block_loop","count_calibrate","count_calibrate_2","count_calibrate_3","count_delay","count_delay_1","count_end_of_experiment","count_end_of_familiarization","count_end_of_practice","count_end_of_study","count_end_of_trial","count_end_of_trial_1","count_equal_instruction","count_ex_instruction","count_experiment","count_experimental_loop","count_experimental_loop_1","count_experimenter","count_eyetracking_init","count_familiarization_sequence","count_feedback","count_fixation_NT","count_fixation_NT_1","count_fixation_NT_2","count_inlin_blink","count_inline_blink","count_inline_blink_1","count_inline_fixation_1","count_inline_stimulus","count_inline_stimulus_1","count_instruction_cue","count_instructions","count_keyboard_response","count_log_end_of_practice","count_log_end_of_test","count_log_end_of_trial","count_logger","count_loop","count_new_inline_script","count_new_keyboard_response","count_new_logger","count_new_logger_1","count_new_logger_1_1","count_new_loop","count_new_sketchpad","count_new_sketchpad_1","count_new_sketchpad_2","count_new_sketchpad_3","count_new_sketchpad_6","count_plus_instruction","count_post_cue","count_post_cue_1","count_practice_loop","count_press_key","count_record_study","count_reset_feedback","count_sketchpad","count_stimuli","count_stimuli_1","count_stimulus_test","count_stop_study","count_stop_test","count_test_instructions","count_test_log","count_test_sequence","count_trial_sequence","count_trial_sequence_1","count_trial_sequence_1_1","datetime","description","disable_garbage_collection","e_SO","empty_column","eq_sq","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","instruction","keyboard_backend","live_row","live_row_Familiarization","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_end_of_experiment","response_end_of_familiarization","response_end_of_practice","response_end_of_study","response_experimenter","response_feedback","response_instructions","response_keyboard_response","response_new_keyboard_response","response_new_sketchpad","response_new_sketchpad_1","response_new_sketchpad_3","response_new_sketchpad_6","response_press_key","response_test_instructions","response_time","response_time_end_of_experiment","response_time_end_of_familiarization","response_time_end_of_practice","response_time_end_of_study","response_time_experimenter","response_time_feedback","response_time_instructions","response_time_keyboard_response","response_time_new_keyboard_response","response_time_new_sketchpad","response_time_new_sketchpad_1","response_time_new_sketchpad_3","response_time_new_sketchpad_6","response_time_press_key","response_time_test_instructions","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_Familiarization","time_Inline_Fixation","time_Test_loop","time_about_this_template","time_blank_screen","time_blank_screen_1","time_blank_screen_2","time_blank_screen_3","time_blank_screen_4","time_blank_screen_5","time_blink_screen","time_blink_screen_1","time_blink_screen_2","time_block_loop","time_calibrate","time_calibrate_2","time_calibrate_3","time_delay","time_delay_1","time_end_of_experiment","time_end_of_familiarization","time_end_of_practice","time_end_of_study","time_end_of_trial","time_end_of_trial_1","time_equal_instruction","time_ex_instruction","time_experiment","time_experimental_loop","time_experimental_loop_1","time_experimenter","time_eyetracking_init","time_familiarization_sequence","time_feedback","time_fixation_NT","time_fixation_NT_1","time_fixation_NT_2","time_inlin_blink","time_inline_blink","time_inline_blink_1","time_inline_fixation_1","time_inline_stimulus","time_inline_stimulus_1","time_instruction_cue","time_instructions","time_keyboard_response","time_log_end_of_practice","time_log_end_of_test","time_log_end_of_trial","time_logger","time_loop","time_new_inline_script","time_new_keyboard_response","time_new_logger","time_new_logger_1","time_new_logger_1_1","time_new_loop","time_new_sketchpad","time_new_sketchpad_1","time_new_sketchpad_2","time_new_sketchpad_3","time_new_sketchpad_6","time_plus_instruction","time_post_cue","time_post_cue_1","time_practice_loop","time_press_key","time_record_study","time_reset_feedback","time_sketchpad","time_stimuli","time_stimuli_1","time_stimulus_test","time_stop_study","time_stop_test","time_test_instructions","time_test_log","time_test_sequence","time_trial_sequence","time_trial_sequence_1","time_trial_sequence_1_1","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word"
"2","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","42","0","NA","11","11","42","42","NA","NA","11","42","NA","NA","0","0","0","11","42","0","0","0","0","11","42","NA","NA","0","NA","0","NA","0","2","NA","11","NA","42","NA","42","NA","NA","42","NA","2","0","NA","11","NA","42","NA","NA","NA","NA","NA","11","42","NA","NA","NA","NA","NA","NA","NA","11","42","0","0","42","NA","NA","11","42","NA","42","NA","0","NA","NA","NA","11","42","Tue Jan 14 15:24:45 2020","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","42","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS001.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","space","NA","3003","NA","29110","21965","NA","NA","NA","9274","NA","NA","NA","NA","NA","NA","3003","NA","2","legacy","1024","2","48000","-16","experiment","1","odd","340932","1144471","NA","NA","588711","590219","1142463","1143971","NA","NA","589215","1142967","NA","NA","385924","619764","NA","594223","1147976","NA","356813","597798","NA","597240","1151475","NA","NA","4114","NA","632059","NA","4128","351764","NA","590723","NA","1144476","NA","1142963","NA","NA","1144971","NA","351769","331657","NA","597735","NA","1151970","NA","NA","NA","NA","NA","597737","1151972","NA","NA","NA","NA","NA","NA","NA","597222","1148475","462766","629055","1142189","NA","NA","591222","1144976","NA","1139884","NA","NA","NA","NA","NA","588707","1142188","Extended template","0","0","0","yes","1024","EQUAL"
"6","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","43","0","NA","11","11","43","43","NA","NA","11","43","NA","NA","0","0","0","11","43","0","0","0","0","11","43","NA","NA","0","NA","0","NA","0","2","NA","11","NA","43","NA","43","NA","NA","43","NA","2","0","NA","11","NA","43","NA","NA","NA","NA","NA","11","43","NA","NA","NA","NA","NA","NA","NA","11","43","0","0","43","NA","NA","11","43","NA","43","NA","0","NA","NA","NA","11","43","Tue Jan 14 15:24:45 2020","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","43","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS001.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","space","NA","3003","NA","29110","21965","NA","NA","NA","9274","NA","NA","NA","NA","NA","NA","3003","NA","2","legacy","1024","2","48000","-16","experiment","1","odd","340932","1156573","NA","NA","588711","590219","1154565","1156073","NA","NA","589215","1155069","NA","NA","385924","619764","NA","594223","1160078","NA","356813","597798","NA","597240","1163577","NA","NA","4114","NA","632059","NA","4128","351764","NA","590723","NA","1156577","NA","1155065","NA","NA","1157073","NA","351769","331657","NA","597735","NA","1164072","NA","NA","NA","NA","NA","597737","1164074","NA","NA","NA","NA","NA","NA","NA","597222","1161577","462766","629055","1154290","NA","NA","591222","1157078","NA","1151976","NA","NA","NA","NA","NA","588707","1154289","Extended template","0","0","0","yes","1024","MYSTERY"
"3","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","44","0","NA","11","11","44","44","NA","NA","11","44","NA","NA","0","0","0","11","44","0","0","0","0","11","44","NA","NA","0","NA","0","NA","0","2","NA","11","NA","44","NA","44","NA","NA","44","NA","2","0","NA","11","NA","44","NA","NA","NA","NA","NA","11","44","NA","NA","NA","NA","NA","NA","NA","11","44","0","0","44","NA","NA","11","44","NA","44","NA","0","NA","NA","NA","11","44","Tue Jan 14 15:24:45 2020","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","44","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS001.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","space","NA","3003","NA","29110","21965","NA","NA","NA","9274","NA","NA","NA","NA","NA","NA","3003","NA","2","legacy","1024","2","48000","-16","experiment","1","odd","340932","1168652","NA","NA","588711","590219","1166644","1168152","NA","NA","589215","1167148","NA","NA","385924","619764","NA","594223","1172157","NA","356813","597798","NA","597240","1175656","NA","NA","4114","NA","632059","NA","4128","351764","NA","590723","NA","1168657","NA","1167144","NA","NA","1169152","NA","351769","331657","NA","597735","NA","1176151","NA","NA","NA","NA","NA","597737","1176153","NA","NA","NA","NA","NA","NA","NA","597222","1173656","462766","629055","1166386","NA","NA","591222","1169157","NA","1164078","NA","NA","NA","NA","NA","588707","1166386","Extended template","0","0","0","yes","1024","ABANDON"
"4","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","45","0","NA","11","11","45","45","NA","NA","11","45","NA","NA","0","0","0","11","45","0","0","0","0","11","45","NA","NA","0","NA","0","NA","0","2","NA","11","NA","45","NA","45","NA","NA","45","NA","2","0","NA","11","NA","45","NA","NA","NA","NA","NA","11","45","NA","NA","NA","NA","NA","NA","NA","11","45","0","0","45","NA","NA","11","45","NA","45","NA","0","NA","NA","NA","11","45","Tue Jan 14 15:24:45 2020","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","45","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS001.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","space","NA","3003","NA","29110","21965","NA","NA","NA","9274","NA","NA","NA","NA","NA","NA","3003","NA","2","legacy","1024","2","48000","-16","experiment","1","odd","340932","1180821","NA","NA","588711","590219","1178813","1180321","NA","NA","589215","1179317","NA","NA","385924","619764","NA","594223","1184325","NA","356813","597798","NA","597240","1187840","NA","NA","4114","NA","632059","NA","4128","351764","NA","590723","NA","1180826","NA","1179313","NA","NA","1181321","NA","351769","331657","NA","597735","NA","1188335","NA","NA","NA","NA","NA","597737","1188337","NA","NA","NA","NA","NA","NA","NA","597222","1187826","462766","629055","1178538","NA","NA","591222","1181326","NA","1176232","NA","NA","NA","NA","NA","588707","1178538","Extended template","0","0","0","yes","1024","ELBOW"
"4","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","46","0","NA","11","11","46","46","NA","NA","11","46","NA","NA","0","0","0","11","46","0","0","0","0","11","46","NA","NA","0","NA","0","NA","0","2","NA","11","NA","46","NA","46","NA","NA","46","NA","2","0","NA","11","NA","46","NA","NA","NA","NA","NA","11","46","NA","NA","NA","NA","NA","NA","NA","11","46","0","0","46","NA","NA","11","46","NA","46","NA","0","NA","NA","NA","11","46","Tue Jan 14 15:24:45 2020","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","46","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS001.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","space","NA","3003","NA","29110","21965","NA","NA","NA","9274","NA","NA","NA","NA","NA","NA","3003","NA","2","legacy","1024","2","48000","-16","experiment","1","odd","340932","1192932","NA","NA","588711","590219","1190924","1192432","NA","NA","589215","1191428","NA","NA","385924","619764","NA","594223","1196437","NA","356813","597798","NA","597240","1199941","NA","NA","4114","NA","632059","NA","4128","351764","NA","590723","NA","1192937","NA","1191424","NA","NA","1193432","NA","351769","331657","NA","597735","NA","1200437","NA","NA","NA","NA","NA","597737","1200439","NA","NA","NA","NA","NA","NA","NA","597222","1199937","462766","629055","1190649","NA","NA","591222","1193437","NA","1188342","NA","NA","NA","NA","NA","588707","1190649","Extended template","0","0","0","yes","1024","KISS"
"1","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","47","0","NA","11","11","47","47","NA","NA","11","47","NA","NA","0","0","0","11","47","0","0","0","0","11","47","NA","NA","0","NA","0","NA","0","2","NA","11","NA","47","NA","47","NA","NA","47","NA","2","0","NA","11","NA","47","NA","NA","NA","NA","NA","11","47","NA","NA","NA","NA","NA","NA","NA","11","47","0","0","47","NA","NA","11","47","NA","47","NA","0","NA","NA","NA","11","47","Tue Jan 14 15:24:45 2020","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","47","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS001.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","space","NA","3003","NA","29110","21965","NA","NA","NA","9274","NA","NA","NA","NA","NA","NA","3003","NA","2","legacy","1024","2","48000","-16","experiment","1","odd","340932","1205029","NA","NA","588711","590219","1203021","1204529","NA","NA","589215","1203525","NA","NA","385924","619764","NA","594223","1208534","NA","356813","597798","NA","597240","1212039","NA","NA","4114","NA","632059","NA","4128","351764","NA","590723","NA","1205034","NA","1203521","NA","NA","1205529","NA","351769","331657","NA","597735","NA","1212534","NA","NA","NA","NA","NA","597737","1212536","NA","NA","NA","NA","NA","NA","NA","597222","1212034","462766","629055","1202745","NA","NA","591222","1205534","NA","1200443","NA","NA","NA","NA","NA","588707","1202745","Extended template","0","0","0","yes","1024","GUEST"
"1","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","48","0","NA","11","11","48","48","NA","NA","11","48","NA","NA","0","0","0","11","48","0","0","0","0","11","48","NA","NA","0","NA","0","NA","0","2","NA","11","NA","48","NA","48","NA","NA","48","NA","2","0","NA","11","NA","48","NA","NA","NA","NA","NA","11","48","NA","NA","NA","NA","NA","NA","NA","11","48","0","0","48","NA","NA","11","48","NA","48","NA","0","NA","NA","NA","11","48","Tue Jan 14 15:24:45 2020","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","48","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS001.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","space","NA","3003","NA","29110","21965","NA","NA","NA","9274","NA","NA","NA","NA","NA","NA","3003","NA","2","legacy","1024","2","48000","-16","experiment","1","odd","340932","1217129","NA","NA","588711","590219","1215120","1216629","NA","NA","589215","1215625","NA","NA","385924","619764","NA","594223","1220634","NA","356813","597798","NA","597240","1224139","NA","NA","4114","NA","632059","NA","4128","351764","NA","590723","NA","1217134","NA","1215621","NA","NA","1217629","NA","351769","331657","NA","597735","NA","1224634","NA","NA","NA","NA","NA","597737","1224636","NA","NA","NA","NA","NA","NA","NA","597222","1224134","462766","629055","1214844","NA","NA","591222","1217634","NA","1212540","NA","NA","NA","NA","NA","588707","1214843","Extended template","0","0","0","yes","1024","GOSSIP"
"1","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","49","0","NA","11","11","49","49","NA","NA","11","49","NA","NA","0","0","0","11","49","0","0","0","0","11","49","NA","NA","0","NA","0","NA","0","2","NA","11","NA","49","NA","49","NA","NA","49","NA","2","0","NA","11","NA","49","NA","NA","NA","NA","NA","11","49","NA","NA","NA","NA","NA","NA","NA","11","49","0","0","49","NA","NA","11","49","NA","49","NA","0","NA","NA","NA","11","49","Tue Jan 14 15:24:45 2020","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","49","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS001.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","space","NA","3003","NA","29110","21965","NA","NA","NA","9274","NA","NA","NA","NA","NA","NA","3003","NA","2","legacy","1024","2","48000","-16","experiment","1","odd","340932","1229233","NA","NA","588711","590219","1227224","1228733","NA","NA","589215","1227729","NA","NA","385924","619764","NA","594223","1232738","NA","356813","597798","NA","597240","1236256","NA","NA","4114","NA","632059","NA","4128","351764","NA","590723","NA","1229238","NA","1227725","NA","NA","1229733","NA","351769","331657","NA","597735","NA","1236751","NA","NA","NA","NA","NA","597737","1236753","NA","NA","NA","NA","NA","NA","NA","597222","1236238","462766","629055","1226949","NA","NA","591222","1229738","NA","1224640","NA","NA","NA","NA","NA","588707","1226949","Extended template","0","0","0","yes","1024","GRADUATE"
"2","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","50","0","NA","11","11","50","50","NA","NA","11","50","NA","NA","0","0","0","11","50","0","0","0","0","11","50","NA","NA","0","NA","0","NA","0","2","NA","11","NA","50","NA","50","NA","NA","50","NA","2","0","NA","11","NA","50","NA","NA","NA","NA","NA","11","50","NA","NA","NA","NA","NA","NA","NA","11","50","0","0","50","NA","NA","11","50","NA","50","NA","0","NA","NA","NA","11","50","Tue Jan 14 15:24:45 2020","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","50","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS001.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","space","NA","3003","NA","29110","21965","NA","NA","NA","9274","NA","NA","NA","NA","NA","NA","3003","NA","2","legacy","1024","2","48000","-16","experiment","1","odd","340932","1241351","NA","NA","588711","590219","1239343","1240851","NA","NA","589215","1239847","NA","NA","385924","619764","NA","594223","1244856","NA","356813","597798","NA","597240","1248355","NA","NA","4114","NA","632059","NA","4128","351764","NA","590723","NA","1241356","NA","1239843","NA","NA","1241851","NA","351769","331657","NA","597735","NA","1248850","NA","NA","NA","NA","NA","597737","1248852","NA","NA","NA","NA","NA","NA","NA","597222","1245356","462766","629055","1239064","NA","NA","591222","1241856","NA","1236757","NA","NA","NA","NA","NA","588707","1239064","Extended template","0","0","0","yes","1024","DECADE"
"3","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","51","0","NA","11","11","51","51","NA","NA","11","51","NA","NA","0","0","0","11","51","0","0","0","0","11","51","NA","NA","0","NA","0","NA","0","2","NA","11","NA","51","NA","51","NA","NA","51","NA","2","0","NA","11","NA","51","NA","NA","NA","NA","NA","11","51","NA","NA","NA","NA","NA","NA","NA","11","51","0","0","51","NA","NA","11","51","NA","51","NA","0","NA","NA","NA","11","51","Tue Jan 14 15:24:45 2020","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","51","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS001.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","space","NA","3003","NA","29110","21965","NA","NA","NA","9274","NA","NA","NA","NA","NA","NA","3003","NA","2","legacy","1024","2","48000","-16","experiment","1","odd","340932","1253446","NA","NA","588711","590219","1251437","1252946","NA","NA","589215","1251942","NA","NA","385924","619764","NA","594223","1256951","NA","356813","597798","NA","597240","1260450","NA","NA","4114","NA","632059","NA","4128","351764","NA","590723","NA","1253451","NA","1251938","NA","NA","1253946","NA","351769","331657","NA","597735","NA","1260945","NA","NA","NA","NA","NA","597737","1260947","NA","NA","NA","NA","NA","NA","NA","597222","1258450","462766","629055","1251163","NA","NA","591222","1253951","NA","1248857","NA","NA","NA","NA","NA","588707","1251162","Extended template","0","0","0","yes","1024","SYMPHONY"
"3","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","52","0","NA","11","11","52","52","NA","NA","11","52","NA","NA","0","0","0","11","52","0","0","0","0","11","52","NA","NA","0","NA","0","NA","0","2","NA","11","NA","52","NA","52","NA","NA","52","NA","2","0","NA","11","NA","52","NA","NA","NA","NA","NA","11","52","NA","NA","NA","NA","NA","NA","NA","11","52","0","0","52","NA","NA","11","52","NA","52","NA","0","NA","NA","NA","11","52","Tue Jan 14 15:24:45 2020","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","52","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS001.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","space","NA","3003","NA","29110","21965","NA","NA","NA","9274","NA","NA","NA","NA","NA","NA","3003","NA","2","legacy","1024","2","48000","-16","experiment","1","odd","340932","1265543","NA","NA","588711","590219","1263535","1265043","NA","NA","589215","1264039","NA","NA","385924","619764","NA","594223","1269048","NA","356813","597798","NA","597240","1272547","NA","NA","4114","NA","632059","NA","4128","351764","NA","590723","NA","1265548","NA","1264035","NA","NA","1266043","NA","351769","331657","NA","597735","NA","1273042","NA","NA","NA","NA","NA","597737","1273044","NA","NA","NA","NA","NA","NA","NA","597222","1270547","462766","629055","1263257","NA","NA","591222","1266048","NA","1260951","NA","NA","NA","NA","NA","588707","1263256","Extended template","0","0","0","yes","1024","VEHICLE"
"1","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","53","0","NA","11","11","53","53","NA","NA","11","53","NA","NA","0","0","0","11","53","0","0","0","0","11","53","NA","NA","0","NA","0","NA","0","2","NA","11","NA","53","NA","53","NA","NA","53","NA","2","0","NA","11","NA","53","NA","NA","NA","NA","NA","11","53","NA","NA","NA","NA","NA","NA","NA","11","53","0","0","53","NA","NA","11","53","NA","53","NA","0","NA","NA","NA","11","53","Tue Jan 14 15:24:45 2020","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","53","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS001.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","space","NA","3003","NA","29110","21965","NA","NA","NA","9274","NA","NA","NA","NA","NA","NA","3003","NA","2","legacy","1024","2","48000","-16","experiment","1","odd","340932","1277638","NA","NA","588711","590219","1275630","1277137","NA","NA","589215","1276134","NA","NA","385924","619764","NA","594223","1281143","NA","356813","597798","NA","597240","1284657","NA","NA","4114","NA","632059","NA","4128","351764","NA","590723","NA","1277643","NA","1276130","NA","NA","1278138","NA","351769","331657","NA","597735","NA","1285152","NA","NA","NA","NA","NA","597737","1285154","NA","NA","NA","NA","NA","NA","NA","597222","1284642","462766","629055","1275352","NA","NA","591222","1278143","NA","1273049","NA","NA","NA","NA","NA","588707","1275351","Extended template","0","0","0","yes","1024","INCOME"
"3","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","54","0","NA","11","11","54","54","NA","NA","11","54","NA","NA","0","0","0","11","54","0","0","0","0","11","54","NA","NA","0","NA","0","NA","0","2","NA","11","NA","54","NA","54","NA","NA","54","NA","2","0","NA","11","NA","54","NA","NA","NA","NA","NA","11","54","NA","NA","NA","NA","NA","NA","NA","11","54","0","0","54","NA","NA","11","54","NA","54","NA","0","NA","NA","NA","11","54","Tue Jan 14 15:24:45 2020","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","54","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS001.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","space","NA","3003","NA","29110","21965","NA","NA","NA","9274","NA","NA","NA","NA","NA","NA","3003","NA","2","legacy","1024","2","48000","-16","experiment","1","odd","340932","1289749","NA","NA","588711","590219","1287740","1289248","NA","NA","589215","1288245","NA","NA","385924","619764","NA","594223","1293254","NA","356813","597798","NA","597240","1296753","NA","NA","4114","NA","632059","NA","4128","351764","NA","590723","NA","1289754","NA","1288241","NA","NA","1290249","NA","351769","331657","NA","597735","NA","1297248","NA","NA","NA","NA","NA","597737","1297250","NA","NA","NA","NA","NA","NA","NA","597222","1294754","462766","629055","1287465","NA","NA","591222","1290254","NA","1285158","NA","NA","NA","NA","NA","588707","1287465","Extended template","0","0","0","yes","1024","ELEVATOR"
