"List_Number","SOA","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_end_of_familiarization","correct_instructions","correct_keyboard_response","correct_new_keyboard_response","count_Familiarization","count_Test_loop","count_about_this_template","count_blank_screen","count_blank_screen_1","count_blank_screen_2","count_blank_screen_2_1","count_blank_screen_3","count_blank_screen_3_1","count_blink_screen","count_blink_screen_1","count_blink_screen_1_1","count_block_loop","count_calibrate","count_calibrate_1","count_calibrate_2","count_delay","count_delay_1","count_end_of_experiment","count_end_of_familiarization","count_end_of_practice","count_end_of_study","count_end_of_trial","count_end_of_trial_1","count_equal_instruction","count_ex_instruction","count_experiment","count_experimental_loop","count_experimental_loop_1","count_experimenter","count_eyetracking_init","count_familiarization_sequence","count_feedback","count_fixation_NT","count_fixation_NT_1","count_fixation_NT_2","count_inline_blink","count_inline_blink_1","count_inline_fixation","count_inline_fixation_1","count_inline_stimulus","count_inline_stimulus_1","count_instruction_cue","count_instructions","count_key_press","count_keyboard_response","count_log_end_of_test","count_log_end_of_trial","count_logger","count_loop","count_new_inline_script","count_new_keyboard_response","count_new_logger","count_new_logger_1","count_new_logger_1_1","count_new_loop","count_new_pygaze_log","count_new_sketchpad","count_new_sketchpad_1","count_new_sketchpad_2","count_new_sketchpad_3","count_plus_instruction","count_post_cue","count_post_cue_1","count_practice_loop","count_record_study","count_record_test","count_reset_feedback","count_sketchpad","count_stimuli","count_stimuli_1","count_stimulus_test","count_stop_recording","count_stop_test","count_test_instructions","count_test_log","count_test_sequence","count_trial_sequence","count_trial_sequence_1","count_trial_sequence_1_1","datetime","description","disable_garbage_collection","e_SO","empty_column","eq_sq","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","instruction","keyboard_backend","live_row","live_row_Familiarization","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_end_of_experiment","response_end_of_familiarization","response_end_of_practice","response_end_of_study","response_experimenter","response_feedback","response_instructions","response_key_press","response_keyboard_response","response_new_keyboard_response","response_new_sketchpad","response_new_sketchpad_1","response_new_sketchpad_3","response_test_instructions","response_time","response_time_end_of_experiment","response_time_end_of_familiarization","response_time_end_of_practice","response_time_end_of_study","response_time_experimenter","response_time_feedback","response_time_instructions","response_time_key_press","response_time_keyboard_response","response_time_new_keyboard_response","response_time_new_sketchpad","response_time_new_sketchpad_1","response_time_new_sketchpad_3","response_time_test_instructions","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_Familiarization","time_Test_loop","time_about_this_template","time_blank_screen","time_blank_screen_1","time_blank_screen_2","time_blank_screen_2_1","time_blank_screen_3","time_blank_screen_3_1","time_blink_screen","time_blink_screen_1","time_blink_screen_1_1","time_block_loop","time_calibrate","time_calibrate_1","time_calibrate_2","time_delay","time_delay_1","time_end_of_experiment","time_end_of_familiarization","time_end_of_practice","time_end_of_study","time_end_of_trial","time_end_of_trial_1","time_equal_instruction","time_ex_instruction","time_experiment","time_experimental_loop","time_experimental_loop_1","time_experimenter","time_eyetracking_init","time_familiarization_sequence","time_feedback","time_fixation_NT","time_fixation_NT_1","time_fixation_NT_2","time_inline_blink","time_inline_blink_1","time_inline_fixation","time_inline_fixation_1","time_inline_stimulus","time_inline_stimulus_1","time_instruction_cue","time_instructions","time_key_press","time_keyboard_response","time_log_end_of_test","time_log_end_of_trial","time_logger","time_loop","time_new_inline_script","time_new_keyboard_response","time_new_logger","time_new_logger_1","time_new_logger_1_1","time_new_loop","time_new_pygaze_log","time_new_sketchpad","time_new_sketchpad_1","time_new_sketchpad_2","time_new_sketchpad_3","time_plus_instruction","time_post_cue","time_post_cue_1","time_practice_loop","time_record_study","time_record_test","time_reset_feedback","time_sketchpad","time_stimuli","time_stimuli_1","time_stimulus_test","time_stop_recording","time_stop_test","time_test_instructions","time_test_log","time_test_sequence","time_trial_sequence","time_trial_sequence_1","time_trial_sequence_1_1","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word"
"6","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","43","NA","43","NA","11","43","NA","NA","0","0","0","11","43","0","0","0","0","11","43","NA","NA","0","NA","0","NA","0","2","NA","11","NA","43","43","NA","43","NA","43","NA","2","0","0","NA","NA","11","NA","NA","NA","NA","NA","11","43","NA","43","NA","NA","NA","NA","NA","11","43","0","43","NA","NA","NA","11","43","NA","43","NA","0","NA","NA","NA","11","43","Wed Jan 15 14:34:43 2020","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","43","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","15676","NA","2829","32460","NA","NA","NA","4476","15676","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","2","even","940080","NA","NA","1171273","1172781","1758059","NA","1759568","NA","1171777","1758563","NA","NA","958809","NA","1212833","1176786","1763573","NA","955979","1180372","NA","1179803","1767072","NA","NA","3158","NA","1235280","NA","3161","950931","NA","1173285","NA","1760073","1758559","NA","1760068","NA","1760568","NA","950936","935603","1219603","NA","NA","1180298","NA","NA","NA","NA","NA","1180300","1767569","NA","1767567","NA","NA","NA","NA","NA","1179786","1765072","1045412","1757780","NA","NA","NA","1173786","1760573","NA","1755467","NA","NA","NA","NA","NA","1171268","1757780","Extended template","0","0","0","yes","1024","VECTOR"
"7","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","44","NA","44","NA","11","44","NA","NA","0","0","0","11","44","0","0","0","0","11","44","NA","NA","0","NA","0","NA","0","2","NA","11","NA","44","44","NA","44","NA","44","NA","2","0","0","NA","NA","11","NA","NA","NA","NA","NA","11","44","NA","44","NA","NA","NA","NA","NA","11","44","0","44","NA","NA","NA","11","44","NA","44","NA","0","NA","NA","NA","11","44","Wed Jan 15 14:34:43 2020","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","44","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","15676","NA","2829","32460","NA","NA","NA","4476","15676","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","2","even","940080","NA","NA","1171273","1172781","1770145","NA","1771653","NA","1171777","1770649","NA","NA","958809","NA","1212833","1176786","1775658","NA","955979","1180372","NA","1179803","1779169","NA","NA","3158","NA","1235280","NA","3161","950931","NA","1173285","NA","1772158","1770645","NA","1772153","NA","1772653","NA","950936","935603","1219603","NA","NA","1180298","NA","NA","NA","NA","NA","1180300","1779666","NA","1779664","NA","NA","NA","NA","NA","1179786","1779158","1045412","1769888","NA","NA","NA","1173786","1772658","NA","1767573","NA","NA","NA","NA","NA","1171268","1769888","Extended template","0","0","0","yes","1024","PASTE"
"8","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","45","NA","45","NA","11","45","NA","NA","0","0","0","11","45","0","0","0","0","11","45","NA","NA","0","NA","0","NA","0","2","NA","11","NA","45","45","NA","45","NA","45","NA","2","0","0","NA","NA","11","NA","NA","NA","NA","NA","11","45","NA","45","NA","NA","NA","NA","NA","11","45","0","45","NA","NA","NA","11","45","NA","45","NA","0","NA","NA","NA","11","45","Wed Jan 15 14:34:43 2020","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","45","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","15676","NA","2829","32460","NA","NA","NA","4476","15676","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","2","even","940080","NA","NA","1171273","1172781","1782258","NA","1783766","NA","1171777","1782762","NA","NA","958809","NA","1212833","1176786","1787771","NA","955979","1180372","NA","1179803","1791269","NA","NA","3158","NA","1235280","NA","3161","950931","NA","1173285","NA","1784270","1782758","NA","1784266","NA","1784766","NA","950936","935603","1219603","NA","NA","1180298","NA","NA","NA","NA","NA","1180300","1791766","NA","1791764","NA","NA","NA","NA","NA","1179786","1788270","1045412","1781984","NA","NA","NA","1173786","1784771","NA","1779671","NA","NA","NA","NA","NA","1171268","1781984","Extended template","0","0","0","yes","1024","ILLUSION"
"8","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","46","NA","46","NA","11","46","NA","NA","0","0","0","11","46","0","0","0","0","11","46","NA","NA","0","NA","0","NA","0","2","NA","11","NA","46","46","NA","46","NA","46","NA","2","0","0","NA","NA","11","NA","NA","NA","NA","NA","11","46","NA","46","NA","NA","NA","NA","NA","11","46","0","46","NA","NA","NA","11","46","NA","46","NA","0","NA","NA","NA","11","46","Wed Jan 15 14:34:43 2020","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","46","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","15676","NA","2829","32460","NA","NA","NA","4476","15676","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","2","even","940080","NA","NA","1171273","1172781","1794361","NA","1795869","NA","1171777","1794865","NA","NA","958809","NA","1212833","1176786","1799874","NA","955979","1180372","NA","1179803","1803373","NA","NA","3158","NA","1235280","NA","3161","950931","NA","1173285","NA","1796374","1794861","NA","1796369","NA","1796869","NA","950936","935603","1219603","NA","NA","1180298","NA","NA","NA","NA","NA","1180300","1803870","NA","1803868","NA","NA","NA","NA","NA","1179786","1800373","1045412","1794080","NA","NA","NA","1173786","1796874","NA","1791770","NA","NA","NA","NA","NA","1171268","1794080","Extended template","0","0","0","yes","1024","UPPER"
"5","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","47","NA","47","NA","11","47","NA","NA","0","0","0","11","47","0","0","0","0","11","47","NA","NA","0","NA","0","NA","0","2","NA","11","NA","47","47","NA","47","NA","47","NA","2","0","0","NA","NA","11","NA","NA","NA","NA","NA","11","47","NA","47","NA","NA","NA","NA","NA","11","47","0","47","NA","NA","NA","11","47","NA","47","NA","0","NA","NA","NA","11","47","Wed Jan 15 14:34:43 2020","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","47","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","15676","NA","2829","32460","NA","NA","NA","4476","15676","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","2","even","940080","NA","NA","1171273","1172781","1806454","NA","1807962","NA","1171777","1806958","NA","NA","958809","NA","1212833","1176786","1811967","NA","955979","1180372","NA","1179803","1815466","NA","NA","3158","NA","1235280","NA","3161","950931","NA","1173285","NA","1808467","1806954","NA","1808462","NA","1808962","NA","950936","935603","1219603","NA","NA","1180298","NA","NA","NA","NA","NA","1180300","1815963","NA","1815961","NA","NA","NA","NA","NA","1179786","1812467","1045412","1806197","NA","NA","NA","1173786","1808967","NA","1803874","NA","NA","NA","NA","NA","1171268","1806196","Extended template","0","0","0","yes","1024","LEISURE"
"5","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","48","NA","48","NA","11","48","NA","NA","0","0","0","11","48","0","0","0","0","11","48","NA","NA","0","NA","0","NA","0","2","NA","11","NA","48","48","NA","48","NA","48","NA","2","0","0","NA","NA","11","NA","NA","NA","NA","NA","11","48","NA","48","NA","NA","NA","NA","NA","11","48","0","48","NA","NA","NA","11","48","NA","48","NA","0","NA","NA","NA","11","48","Wed Jan 15 14:34:43 2020","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","48","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","15676","NA","2829","32460","NA","NA","NA","4476","15676","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","2","even","940080","NA","NA","1171273","1172781","1818555","NA","1820063","NA","1171777","1819059","NA","NA","958809","NA","1212833","1176786","1824069","NA","955979","1180372","NA","1179803","1827570","NA","NA","3158","NA","1235280","NA","3161","950931","NA","1173285","NA","1820569","1819055","NA","1820563","NA","1821064","NA","950936","935603","1219603","NA","NA","1180298","NA","NA","NA","NA","NA","1180300","1828067","NA","1828065","NA","NA","NA","NA","NA","1179786","1824569","1045412","1818281","NA","NA","NA","1173786","1821069","NA","1815967","NA","NA","NA","NA","NA","1171268","1818281","Extended template","0","0","0","yes","1024","GRADIENT"
"4","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","49","NA","49","NA","11","49","NA","NA","0","0","0","11","49","0","0","0","0","11","49","NA","NA","0","NA","0","NA","0","2","NA","11","NA","49","49","NA","49","NA","49","NA","2","0","0","NA","NA","11","NA","NA","NA","NA","NA","11","49","NA","49","NA","NA","NA","NA","NA","11","49","0","49","NA","NA","NA","11","49","NA","49","NA","0","NA","NA","NA","11","49","Wed Jan 15 14:34:43 2020","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","49","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","15676","NA","2829","32460","NA","NA","NA","4476","15676","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","2","even","940080","NA","NA","1171273","1172781","1830658","NA","1832166","NA","1171777","1831162","NA","NA","958809","NA","1212833","1176786","1836171","NA","955979","1180372","NA","1179803","1839687","NA","NA","3158","NA","1235280","NA","3161","950931","NA","1173285","NA","1832671","1831158","NA","1832666","NA","1833166","NA","950936","935603","1219603","NA","NA","1180298","NA","NA","NA","NA","NA","1180300","1840184","NA","1840182","NA","NA","NA","NA","NA","1179786","1839671","1045412","1830379","NA","NA","NA","1173786","1833171","NA","1828071","NA","NA","NA","NA","NA","1171268","1830379","Extended template","0","0","0","yes","1024","ITEM"
"9","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","50","NA","50","NA","11","50","NA","NA","0","0","0","11","50","0","0","0","0","11","50","NA","NA","0","NA","0","NA","0","2","NA","11","NA","50","50","NA","50","NA","50","NA","2","0","0","NA","NA","11","NA","NA","NA","NA","NA","11","50","NA","50","NA","NA","NA","NA","NA","11","50","0","50","NA","NA","NA","11","50","NA","50","NA","0","NA","NA","NA","11","50","Wed Jan 15 14:34:43 2020","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","50","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","15676","NA","2829","32460","NA","NA","NA","4476","15676","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","2","even","940080","NA","NA","1171273","1172781","1842775","NA","1844283","NA","1171777","1843279","NA","NA","958809","NA","1212833","1176786","1848288","NA","955979","1180372","NA","1179803","1851787","NA","NA","3158","NA","1235280","NA","3161","950931","NA","1173285","NA","1844788","1843275","NA","1844783","NA","1845283","NA","950936","935603","1219603","NA","NA","1180298","NA","NA","NA","NA","NA","1180300","1852284","NA","1852282","NA","NA","NA","NA","NA","1179786","1849787","1045412","1842500","NA","NA","NA","1173786","1845288","NA","1840188","NA","NA","NA","NA","NA","1171268","1842500","Extended template","0","0","0","yes","1024","DESTINY"
"9","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","51","NA","51","NA","11","51","NA","NA","0","0","0","11","51","0","0","0","0","11","51","NA","NA","0","NA","0","NA","0","2","NA","11","NA","51","51","NA","51","NA","51","NA","2","0","0","NA","NA","11","NA","NA","NA","NA","NA","11","51","NA","51","NA","NA","NA","NA","NA","11","51","0","51","NA","NA","NA","11","51","NA","51","NA","0","NA","NA","NA","11","51","Wed Jan 15 14:34:43 2020","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","51","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","15676","NA","2829","32460","NA","NA","NA","4476","15676","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","2","even","940080","NA","NA","1171273","1172781","1854874","NA","1856382","NA","1171777","1855378","NA","NA","958809","NA","1212833","1176786","1860387","NA","955979","1180372","NA","1179803","1863886","NA","NA","3158","NA","1235280","NA","3161","950931","NA","1173285","NA","1856887","1855374","NA","1856882","NA","1857382","NA","950936","935603","1219603","NA","NA","1180298","NA","NA","NA","NA","NA","1180300","1864383","NA","1864381","NA","NA","NA","NA","NA","1179786","1861886","1045412","1854596","NA","NA","NA","1173786","1857387","NA","1852288","NA","NA","NA","NA","NA","1171268","1854596","Extended template","0","0","0","yes","1024","ELITE"
"5","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","52","NA","52","NA","11","52","NA","NA","0","0","0","11","52","0","0","0","0","11","52","NA","NA","0","NA","0","NA","0","2","NA","11","NA","52","52","NA","52","NA","52","NA","2","0","0","NA","NA","11","NA","NA","NA","NA","NA","11","52","NA","52","NA","NA","NA","NA","NA","11","52","0","52","NA","NA","NA","11","52","NA","52","NA","0","NA","NA","NA","11","52","Wed Jan 15 14:34:43 2020","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","52","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","15676","NA","2829","32460","NA","NA","NA","4476","15676","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","2","even","940080","NA","NA","1171273","1172781","1866986","NA","1868494","NA","1171777","1867490","NA","NA","958809","NA","1212833","1176786","1872499","NA","955979","1180372","NA","1179803","1875998","NA","NA","3158","NA","1235280","NA","3161","950931","NA","1173285","NA","1868999","1867486","NA","1868994","NA","1869494","NA","950936","935603","1219603","NA","NA","1180298","NA","NA","NA","NA","NA","1180300","1876495","NA","1876493","NA","NA","NA","NA","NA","1179786","1872998","1045412","1866707","NA","NA","NA","1173786","1869499","NA","1864387","NA","NA","NA","NA","NA","1171268","1866706","Extended template","0","0","0","yes","1024","JAZZ"
"9","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","53","NA","53","NA","11","53","NA","NA","0","0","0","11","53","0","0","0","0","11","53","NA","NA","0","NA","0","NA","0","2","NA","11","NA","53","53","NA","53","NA","53","NA","2","0","0","NA","NA","11","NA","NA","NA","NA","NA","11","53","NA","53","NA","NA","NA","NA","NA","11","53","0","53","NA","NA","NA","11","53","NA","53","NA","0","NA","NA","NA","11","53","Wed Jan 15 14:34:43 2020","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","53","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","15676","NA","2829","32460","NA","NA","NA","4476","15676","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","2","even","940080","NA","NA","1171273","1172781","1879092","NA","1880600","NA","1171777","1879596","NA","NA","958809","NA","1212833","1176786","1884605","NA","955979","1180372","NA","1179803","1888104","NA","NA","3158","NA","1235280","NA","3161","950931","NA","1173285","NA","1881105","1879592","NA","1881100","NA","1881600","NA","950936","935603","1219603","NA","NA","1180298","NA","NA","NA","NA","NA","1180300","1888601","NA","1888599","NA","NA","NA","NA","NA","1179786","1886105","1045412","1878818","NA","NA","NA","1173786","1881605","NA","1876499","NA","NA","NA","NA","NA","1171268","1878818","Extended template","0","0","0","yes","1024","SWIFT"
"9","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","54","NA","54","NA","11","54","NA","NA","0","0","0","11","54","0","0","0","0","11","54","NA","NA","0","NA","0","NA","0","2","NA","11","NA","54","54","NA","54","NA","54","NA","2","0","0","NA","NA","11","NA","NA","NA","NA","NA","11","54","NA","54","NA","NA","NA","NA","NA","11","54","0","54","NA","NA","NA","11","54","NA","54","NA","0","NA","NA","NA","11","54","Wed Jan 15 14:34:43 2020","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","54","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","15676","NA","2829","32460","NA","NA","NA","4476","15676","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","2","even","940080","NA","NA","1171273","1172781","1891190","NA","1892698","NA","1171777","1891694","NA","NA","958809","NA","1212833","1176786","1896703","NA","955979","1180372","NA","1179803","1900202","NA","NA","3158","NA","1235280","NA","3161","950931","NA","1173285","NA","1893202","1891690","NA","1893198","NA","1893698","NA","950936","935603","1219603","NA","NA","1180298","NA","NA","NA","NA","NA","1180300","1900699","NA","1900697","NA","NA","NA","NA","NA","1179786","1898203","1045412","1890915","NA","NA","NA","1173786","1893703","NA","1888605","NA","NA","NA","NA","NA","1171268","1890915","Extended template","0","0","0","yes","1024","KINGDOM"
"5","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","55","NA","55","NA","11","55","NA","NA","0","0","0","11","55","0","0","0","0","11","55","NA","NA","0","NA","0","NA","0","2","NA","11","NA","55","55","NA","55","NA","55","NA","2","0","0","NA","NA","11","NA","NA","NA","NA","NA","11","55","NA","55","NA","NA","NA","NA","NA","11","55","0","55","NA","NA","NA","11","55","NA","55","NA","0","NA","NA","NA","11","55","Wed Jan 15 14:34:43 2020","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","55","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","15676","NA","2829","32460","NA","NA","NA","4476","15676","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","2","even","940080","NA","NA","1171273","1172781","1903291","NA","1904799","NA","1171777","1903795","NA","NA","958809","NA","1212833","1176786","1908804","NA","955979","1180372","NA","1179803","1912303","NA","NA","3158","NA","1235280","NA","3161","950931","NA","1173285","NA","1905303","1903791","NA","1905299","NA","1905799","NA","950936","935603","1219603","NA","NA","1180298","NA","NA","NA","NA","NA","1180300","1912800","NA","1912798","NA","NA","NA","NA","NA","1179786","1909303","1045412","1903015","NA","NA","NA","1173786","1905804","NA","1900704","NA","NA","NA","NA","NA","1171268","1903015","Extended template","0","0","0","yes","1024","NERVE"
