"List_Number","SOA","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_end_of_familiarization","correct_instructions","correct_keyboard_response","correct_new_keyboard_response","count_Familiarization","count_Test_loop","count_about_this_template","count_blank_screen","count_blank_screen_1","count_blank_screen_2","count_blank_screen_2_1","count_blank_screen_4","count_blink_screen","count_blink_screen_3","count_blink_screen_3_1","count_block_loop","count_calibrate","count_calibrate_1","count_calibrate_2","count_delay","count_delay_1","count_end_of_experiment","count_end_of_familiarization","count_end_of_practice","count_end_of_study","count_end_of_trial","count_end_of_trial_1","count_equal_instruction","count_ex_instruction","count_experiment","count_experimental_loop","count_experimental_loop_1","count_experimenter","count_eytracking_init","count_familiarization_sequence","count_feedback","count_fixation_NT","count_fixation_NT_1","count_fixation_NT_2","count_inline_blink","count_inline_blink_1","count_inline_fixation","count_inline_fixation_1","count_inline_stimulus","count_inline_stimulus_1","count_instruction_cue","count_instructions","count_key_press","count_keyboard_response","count_log_end_of_trial","count_logger","count_loop","count_new_inline_script","count_new_keyboard_response","count_new_logger","count_new_logger_1","count_new_logger_1_1","count_new_loop","count_new_pygaze_log","count_new_pygaze_log_1","count_new_pygaze_start_recording","count_new_sketchpad","count_new_sketchpad_1","count_new_sketchpad_2","count_new_sketchpad_3","count_new_sketchpad_4","count_plus_instruction","count_post_cue","count_post_cue_1","count_practice_loop","count_record_study","count_reset_feedback","count_sketchpad","count_stimuli","count_stimuli_1","count_stop_study","count_stop_test","count_test_instructions","count_test_log","count_test_sequence","count_trial_sequence","count_trial_sequence_1","count_trial_sequence_1_1","datetime","description","disable_garbage_collection","e_SO","empty_column","eq_sq","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","instruction","keyboard_backend","live_row","live_row_Familiarization","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_end_of_experiment","response_end_of_familiarization","response_end_of_practice","response_end_of_study","response_experimenter","response_feedback","response_instructions","response_key_press","response_keyboard_response","response_new_keyboard_response","response_new_sketchpad","response_new_sketchpad_1","response_new_sketchpad_3","response_test_instructions","response_time","response_time_end_of_experiment","response_time_end_of_familiarization","response_time_end_of_practice","response_time_end_of_study","response_time_experimenter","response_time_feedback","response_time_instructions","response_time_key_press","response_time_keyboard_response","response_time_new_keyboard_response","response_time_new_sketchpad","response_time_new_sketchpad_1","response_time_new_sketchpad_3","response_time_test_instructions","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_Familiarization","time_Test_loop","time_about_this_template","time_blank_screen","time_blank_screen_1","time_blank_screen_2","time_blank_screen_2_1","time_blank_screen_4","time_blink_screen","time_blink_screen_3","time_blink_screen_3_1","time_block_loop","time_calibrate","time_calibrate_1","time_calibrate_2","time_delay","time_delay_1","time_end_of_experiment","time_end_of_familiarization","time_end_of_practice","time_end_of_study","time_end_of_trial","time_end_of_trial_1","time_equal_instruction","time_ex_instruction","time_experiment","time_experimental_loop","time_experimental_loop_1","time_experimenter","time_eytracking_init","time_familiarization_sequence","time_feedback","time_fixation_NT","time_fixation_NT_1","time_fixation_NT_2","time_inline_blink","time_inline_blink_1","time_inline_fixation","time_inline_fixation_1","time_inline_stimulus","time_inline_stimulus_1","time_instruction_cue","time_instructions","time_key_press","time_keyboard_response","time_log_end_of_trial","time_logger","time_loop","time_new_inline_script","time_new_keyboard_response","time_new_logger","time_new_logger_1","time_new_logger_1_1","time_new_loop","time_new_pygaze_log","time_new_pygaze_log_1","time_new_pygaze_start_recording","time_new_sketchpad","time_new_sketchpad_1","time_new_sketchpad_2","time_new_sketchpad_3","time_new_sketchpad_4","time_plus_instruction","time_post_cue","time_post_cue_1","time_practice_loop","time_record_study","time_reset_feedback","time_sketchpad","time_stimuli","time_stimuli_1","time_stop_study","time_stop_test","time_test_instructions","time_test_log","time_test_sequence","time_trial_sequence","time_trial_sequence_1","time_trial_sequence_1_1","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word"
"2","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","27","NA","27","11","27","NA","NA","0","0","0","11","27","0","0","0","0","11","27","NA","NA","0","NA","0","NA","0","2","NA","11","NA","27","27","NA","27","NA","27","NA","2","0","0","NA","11","NA","NA","NA","NA","NA","11","27","NA","27","NA","NA","NA","NA","NA","NA","NA","NA","11","27","0","27","NA","NA","11","27","27","NA","0","NA","NA","NA","11","27","Wed Feb 12 15:27:22 2020","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_BC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","27","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS010.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","5441","NA","30358","10598","NA","NA","NA","3496","5441","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","10","even","260570","NA","NA","436529","438037","1043797","NA","1045305","437033","1044301","NA","NA","306842","NA","456698","442041","1049310","NA","276483","446099","NA","445541","1052809","NA","NA","3615","NA","714033","NA","3624","271434","NA","438541","NA","1045810","1044297","NA","1045805","NA","1046305","NA","271440","257073","708591","NA","446036","NA","NA","NA","NA","NA","446038","1053306","NA","1053304","NA","NA","NA","NA","NA","NA","NA","NA","443541","1049810","310735","1043519","NA","NA","439042","1046310","1041191","NA","NA","NA","NA","NA","436525","1043519","Extended template","0","0","0","yes","1024","ONION"
"3","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","28","NA","28","11","28","NA","NA","0","0","0","11","28","0","0","0","0","11","28","NA","NA","0","NA","0","NA","0","2","NA","11","NA","28","28","NA","28","NA","28","NA","2","0","0","NA","11","NA","NA","NA","NA","NA","11","28","NA","28","NA","NA","NA","NA","NA","NA","NA","NA","11","28","0","28","NA","NA","11","28","28","NA","0","NA","NA","NA","11","28","Wed Feb 12 15:27:22 2020","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_BC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","28","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS010.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","5441","NA","30358","10598","NA","NA","NA","3496","5441","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","10","even","260570","NA","NA","436529","438037","1055920","NA","1057429","437033","1056425","NA","NA","306842","NA","456698","442041","1061434","NA","276483","446099","NA","445541","1064933","NA","NA","3615","NA","714033","NA","3624","271434","NA","438541","NA","1057934","1056421","NA","1057929","NA","1058429","NA","271440","257073","708591","NA","446036","NA","NA","NA","NA","NA","446038","1065430","NA","1065428","NA","NA","NA","NA","NA","NA","NA","NA","443541","1062934","310735","1055640","NA","NA","439042","1058434","1053310","NA","NA","NA","NA","NA","436525","1055640","Extended template","0","0","0","yes","1024","ABANDON"
"7","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","29","NA","29","11","29","NA","NA","0","0","0","11","29","0","0","0","0","11","29","NA","NA","0","NA","0","NA","0","2","NA","11","NA","29","29","NA","29","NA","29","NA","2","0","0","NA","11","NA","NA","NA","NA","NA","11","29","NA","29","NA","NA","NA","NA","NA","NA","NA","NA","11","29","0","29","NA","NA","11","29","29","NA","0","NA","NA","NA","11","29","Wed Feb 12 15:27:22 2020","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_BC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","29","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS010.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","5441","NA","30358","10598","NA","NA","NA","3496","5441","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","10","even","260570","NA","NA","436529","438037","1068037","NA","1069545","437033","1068541","NA","NA","306842","NA","456698","442041","1073550","NA","276483","446099","NA","445541","1077056","NA","NA","3615","NA","714033","NA","3624","271434","NA","438541","NA","1070050","1068537","NA","1070045","NA","1070545","NA","271440","257073","708591","NA","446036","NA","NA","NA","NA","NA","446038","1077553","NA","1077551","NA","NA","NA","NA","NA","NA","NA","NA","443541","1077050","310735","1067761","NA","NA","439042","1070550","1065435","NA","NA","NA","NA","NA","436525","1067761","Extended template","0","0","0","yes","1024","INDEX"
"7","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","30","NA","30","11","30","NA","NA","0","0","0","11","30","0","0","0","0","11","30","NA","NA","0","NA","0","NA","0","2","NA","11","NA","30","30","NA","30","NA","30","NA","2","0","0","NA","11","NA","NA","NA","NA","NA","11","30","NA","30","NA","NA","NA","NA","NA","NA","NA","NA","11","30","0","30","NA","NA","11","30","30","NA","0","NA","NA","NA","11","30","Wed Feb 12 15:27:22 2020","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_BC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","30","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS010.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","5441","NA","30358","10598","NA","NA","NA","3496","5441","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","10","even","260570","NA","NA","436529","438037","1080165","NA","1081673","437033","1080669","NA","NA","306842","NA","456698","442041","1085678","NA","276483","446099","NA","445541","1089190","NA","NA","3615","NA","714033","NA","3624","271434","NA","438541","NA","1082178","1080665","NA","1082173","NA","1082673","NA","271440","257073","708591","NA","446036","NA","NA","NA","NA","NA","446038","1089687","NA","1089685","NA","NA","NA","NA","NA","NA","NA","NA","443541","1089178","310735","1079887","NA","NA","439042","1082678","1077557","NA","NA","NA","NA","NA","436525","1079887","Extended template","0","0","0","yes","1024","RADIO"
"7","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","31","NA","31","11","31","NA","NA","0","0","0","11","31","0","0","0","0","11","31","NA","NA","0","NA","0","NA","0","2","NA","11","NA","31","31","NA","31","NA","31","NA","2","0","0","NA","11","NA","NA","NA","NA","NA","11","31","NA","31","NA","NA","NA","NA","NA","NA","NA","NA","11","31","0","31","NA","NA","11","31","31","NA","0","NA","NA","NA","11","31","Wed Feb 12 15:27:22 2020","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_BC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","31","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS010.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","5441","NA","30358","10598","NA","NA","NA","3496","5441","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","10","even","260570","NA","NA","436529","438037","1092297","NA","1093805","437033","1092801","NA","NA","306842","NA","456698","442041","1097810","NA","276483","446099","NA","445541","1101323","NA","NA","3615","NA","714033","NA","3624","271434","NA","438541","NA","1094310","1092797","NA","1094305","NA","1094805","NA","271440","257073","708591","NA","446036","NA","NA","NA","NA","NA","446038","1101820","NA","1101818","NA","NA","NA","NA","NA","NA","NA","NA","443541","1101310","310735","1092020","NA","NA","439042","1094810","1089691","NA","NA","NA","NA","NA","436525","1092019","Extended template","0","0","0","yes","1024","GRAB"
"8","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","32","NA","32","11","32","NA","NA","0","0","0","11","32","0","0","0","0","11","32","NA","NA","0","NA","0","NA","0","2","NA","11","NA","32","32","NA","32","NA","32","NA","2","0","0","NA","11","NA","NA","NA","NA","NA","11","32","NA","32","NA","NA","NA","NA","NA","NA","NA","NA","11","32","0","32","NA","NA","11","32","32","NA","0","NA","NA","NA","11","32","Wed Feb 12 15:27:22 2020","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_BC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","32","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS010.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","5441","NA","30358","10598","NA","NA","NA","3496","5441","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","10","even","260570","NA","NA","436529","438037","1104432","NA","1105940","437033","1104936","NA","NA","306842","NA","456698","442041","1109945","NA","276483","446099","NA","445541","1113444","NA","NA","3615","NA","714033","NA","3624","271434","NA","438541","NA","1106445","1104932","NA","1106440","NA","1106940","NA","271440","257073","708591","NA","446036","NA","NA","NA","NA","NA","446038","1113941","NA","1113939","NA","NA","NA","NA","NA","NA","NA","NA","443541","1110445","310735","1104156","NA","NA","439042","1106945","1101824","NA","NA","NA","NA","NA","436525","1104156","Extended template","0","0","0","yes","1024","CURRENCY"
"7","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","33","NA","33","11","33","NA","NA","0","0","0","11","33","0","0","0","0","11","33","NA","NA","0","NA","0","NA","0","2","NA","11","NA","33","33","NA","33","NA","33","NA","2","0","0","NA","11","NA","NA","NA","NA","NA","11","33","NA","33","NA","NA","NA","NA","NA","NA","NA","NA","11","33","0","33","NA","NA","11","33","33","NA","0","NA","NA","NA","11","33","Wed Feb 12 15:27:22 2020","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_BC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","33","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS010.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","5441","NA","30358","10598","NA","NA","NA","3496","5441","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","10","even","260570","NA","NA","436529","438037","1116550","NA","1118058","437033","1117054","NA","NA","306842","NA","456698","442041","1122063","NA","276483","446099","NA","445541","1125573","NA","NA","3615","NA","714033","NA","3624","271434","NA","438541","NA","1118563","1117050","NA","1118558","NA","1119058","NA","271440","257073","708591","NA","446036","NA","NA","NA","NA","NA","446038","1126070","NA","1126068","NA","NA","NA","NA","NA","NA","NA","NA","443541","1125563","310735","1116274","NA","NA","439042","1119063","1113945","NA","NA","NA","NA","NA","436525","1116273","Extended template","0","0","0","yes","1024","LAUGH"
"3","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","34","NA","34","11","34","NA","NA","0","0","0","11","34","0","0","0","0","11","34","NA","NA","0","NA","0","NA","0","2","NA","11","NA","34","34","NA","34","NA","34","NA","2","0","0","NA","11","NA","NA","NA","NA","NA","11","34","NA","34","NA","NA","NA","NA","NA","NA","NA","NA","11","34","0","34","NA","NA","11","34","34","NA","0","NA","NA","NA","11","34","Wed Feb 12 15:27:22 2020","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_BC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","34","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS010.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","5441","NA","30358","10598","NA","NA","NA","3496","5441","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","10","even","260570","NA","NA","436529","438037","1128683","NA","1130191","437033","1129187","NA","NA","306842","NA","456698","442041","1134196","NA","276483","446099","NA","445541","1137695","NA","NA","3615","NA","714033","NA","3624","271434","NA","438541","NA","1130696","1129183","NA","1130691","NA","1131191","NA","271440","257073","708591","NA","446036","NA","NA","NA","NA","NA","446038","1138192","NA","1138190","NA","NA","NA","NA","NA","NA","NA","NA","443541","1135696","310735","1128406","NA","NA","439042","1131196","1126075","NA","NA","NA","NA","NA","436525","1128406","Extended template","0","0","0","yes","1024","GEAR"
"1","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","35","NA","35","11","35","NA","NA","0","0","0","11","35","0","0","0","0","11","35","NA","NA","0","NA","0","NA","0","2","NA","11","NA","35","35","NA","35","NA","35","NA","2","0","0","NA","11","NA","NA","NA","NA","NA","11","35","NA","35","NA","NA","NA","NA","NA","NA","NA","NA","11","35","0","35","NA","NA","11","35","35","NA","0","NA","NA","NA","11","35","Wed Feb 12 15:27:22 2020","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_BC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","35","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS010.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","5441","NA","30358","10598","NA","NA","NA","3496","5441","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","10","even","260570","NA","NA","436529","438037","1140806","NA","1142314","437033","1141310","NA","NA","306842","NA","456698","442041","1146319","NA","276483","446099","NA","445541","1149824","NA","NA","3615","NA","714033","NA","3624","271434","NA","438541","NA","1142819","1141306","NA","1142814","NA","1143314","NA","271440","257073","708591","NA","446036","NA","NA","NA","NA","NA","446038","1150321","NA","1150319","NA","NA","NA","NA","NA","NA","NA","NA","443541","1149818","310735","1140525","NA","NA","439042","1143319","1138196","NA","NA","NA","NA","NA","436525","1140525","Extended template","0","0","0","yes","1024","VERSE"
"7","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","36","NA","36","11","36","NA","NA","0","0","0","11","36","0","0","0","0","11","36","NA","NA","0","NA","0","NA","0","2","NA","11","NA","36","36","NA","36","NA","36","NA","2","0","0","NA","11","NA","NA","NA","NA","NA","11","36","NA","36","NA","NA","NA","NA","NA","NA","NA","NA","11","36","0","36","NA","NA","11","36","36","NA","0","NA","NA","NA","11","36","Wed Feb 12 15:27:22 2020","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_BC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","36","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS010.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","5441","NA","30358","10598","NA","NA","NA","3496","5441","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","10","even","260570","NA","NA","436529","438037","1152932","NA","1154440","437033","1153436","NA","NA","306842","NA","456698","442041","1158445","NA","276483","446099","NA","445541","1161957","NA","NA","3615","NA","714033","NA","3624","271434","NA","438541","NA","1154945","1153432","NA","1154940","NA","1155440","NA","271440","257073","708591","NA","446036","NA","NA","NA","NA","NA","446038","1162454","NA","1162452","NA","NA","NA","NA","NA","NA","NA","NA","443541","1161945","310735","1152655","NA","NA","439042","1155445","1150325","NA","NA","NA","NA","NA","436525","1152654","Extended template","0","0","0","yes","1024","KITCHEN"
"2","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","37","NA","37","11","37","NA","NA","0","0","0","11","37","0","0","0","0","11","37","NA","NA","0","NA","0","NA","0","2","NA","11","NA","37","37","NA","37","NA","37","NA","2","0","0","NA","11","NA","NA","NA","NA","NA","11","37","NA","37","NA","NA","NA","NA","NA","NA","NA","NA","11","37","0","37","NA","NA","11","37","37","NA","0","NA","NA","NA","11","37","Wed Feb 12 15:27:22 2020","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_BC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","37","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS010.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","5441","NA","30358","10598","NA","NA","NA","3496","5441","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","10","even","260570","NA","NA","436529","438037","1165059","NA","1166567","437033","1165563","NA","NA","306842","NA","456698","442041","1170572","NA","276483","446099","NA","445541","1174071","NA","NA","3615","NA","714033","NA","3624","271434","NA","438541","NA","1167072","1165559","NA","1167067","NA","1167567","NA","271440","257073","708591","NA","446036","NA","NA","NA","NA","NA","446038","1174568","NA","1174566","NA","NA","NA","NA","NA","NA","NA","NA","443541","1171072","310735","1164785","NA","NA","439042","1167572","1162458","NA","NA","NA","NA","NA","436525","1164785","Extended template","0","0","0","yes","1024","ZONE"
"2","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","38","NA","38","11","38","NA","NA","0","0","0","11","38","0","0","0","0","11","38","NA","NA","0","NA","0","NA","0","2","NA","11","NA","38","38","NA","38","NA","38","NA","2","0","0","NA","11","NA","NA","NA","NA","NA","11","38","NA","38","NA","NA","NA","NA","NA","NA","NA","NA","11","38","0","38","NA","NA","11","38","38","NA","0","NA","NA","NA","11","38","Wed Feb 12 15:27:22 2020","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_BC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","38","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS010.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","5441","NA","30358","10598","NA","NA","NA","3496","5441","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","10","even","260570","NA","NA","436529","438037","1177168","NA","1178676","437033","1177672","NA","NA","306842","NA","456698","442041","1182681","NA","276483","446099","NA","445541","1186180","NA","NA","3615","NA","714033","NA","3624","271434","NA","438541","NA","1179181","1177668","NA","1179176","NA","1179676","NA","271440","257073","708591","NA","446036","NA","NA","NA","NA","NA","446038","1186677","NA","1186675","NA","NA","NA","NA","NA","NA","NA","NA","443541","1183181","310735","1176909","NA","NA","439042","1179681","1174572","NA","NA","NA","NA","NA","436525","1176909","Extended template","0","0","0","yes","1024","JOINT"
"9","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","39","NA","39","11","39","NA","NA","0","0","0","11","39","0","0","0","0","11","39","NA","NA","0","NA","0","NA","0","2","NA","11","NA","39","39","NA","39","NA","39","NA","2","0","0","NA","11","NA","NA","NA","NA","NA","11","39","NA","39","NA","NA","NA","NA","NA","NA","NA","NA","11","39","0","39","NA","NA","11","39","39","NA","0","NA","NA","NA","11","39","Wed Feb 12 15:27:22 2020","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_BC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","39","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS010.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","5441","NA","30358","10598","NA","NA","NA","3496","5441","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","10","even","260570","NA","NA","436529","438037","1189287","NA","1190796","437033","1189792","NA","NA","306842","NA","456698","442041","1194801","NA","276483","446099","NA","445541","1198300","NA","NA","3615","NA","714033","NA","3624","271434","NA","438541","NA","1191301","1189788","NA","1191296","NA","1191796","NA","271440","257073","708591","NA","446036","NA","NA","NA","NA","NA","446038","1198797","NA","1198795","NA","NA","NA","NA","NA","NA","NA","NA","443541","1196301","310735","1189010","NA","NA","439042","1191801","1186681","NA","NA","NA","NA","NA","436525","1189010","Extended template","0","0","0","yes","1024","CROSS"
"7","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","40","NA","40","11","40","NA","NA","0","0","0","11","40","0","0","0","0","11","40","NA","NA","0","NA","0","NA","0","2","NA","11","NA","40","40","NA","40","NA","40","NA","2","0","0","NA","11","NA","NA","NA","NA","NA","11","40","NA","40","NA","NA","NA","NA","NA","NA","NA","NA","11","40","0","40","NA","NA","11","40","40","NA","0","NA","NA","NA","11","40","Wed Feb 12 15:27:22 2020","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_BC.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","40","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS010.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","5441","NA","30358","10598","NA","NA","NA","3496","5441","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","10","even","260570","NA","NA","436529","438037","1201403","NA","1202912","437033","1201908","NA","NA","306842","NA","456698","442041","1206917","NA","276483","446099","NA","445541","1210424","NA","NA","3615","NA","714033","NA","3624","271434","NA","438541","NA","1203417","1201904","NA","1203412","NA","1203912","NA","271440","257073","708591","NA","446036","NA","NA","NA","NA","NA","446038","1210921","NA","1210919","NA","NA","NA","NA","NA","NA","NA","NA","443541","1210417","310735","1201128","NA","NA","439042","1203917","1198801","NA","NA","NA","NA","NA","436525","1201127","Extended template","0","0","0","yes","1024","OPERA"
