"List_Number","SOA","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_end_of_familiarization","correct_instructions","correct_keyboard_response","correct_new_keyboard_response","count_Familiarization","count_Test_loop","count_about_this_template","count_blank_screen","count_blank_screen_1","count_blank_screen_1_1","count_blank_screen_1_1_1","count_blank_screen_2","count_blank_screen_2_1","count_blink_screen","count_blink_screen_1","count_blink_screen_1_1","count_block_loop","count_calibrate","count_calibrate_1","count_calibrate_2","count_delay","count_delay_1","count_end_of_experiment","count_end_of_familiarization","count_end_of_practice","count_end_of_study","count_end_of_trial","count_end_of_trial_1","count_equal_instruction","count_ex_instruction","count_experiment","count_experimental_loop","count_experimental_loop_1","count_experimenter","count_familiarization_sequence","count_feedback","count_fixation_NT","count_fixation_NT_1","count_fixation_NT_2","count_inline_blink","count_inline_blink_1","count_inline_fixation","count_inline_fixation_1","count_inline_stimulus","count_inline_stimulus_1","count_instruction_cue","count_instructions","count_key_press","count_keyboard_response","count_logger","count_loop","count_new_inline_script","count_new_keyboard_response","count_new_logger","count_new_logger_1","count_new_logger_1_1","count_new_loop","count_new_pygaze_init","count_new_pygaze_log","count_new_pygaze_log_1","count_new_pygaze_log_2","count_new_pygaze_start_recording","count_new_pygaze_stop_recording","count_new_sketchpad","count_new_sketchpad_1","count_new_sketchpad_2","count_new_sketchpad_3","count_plus_instruction","count_post_cue","count_post_cue_1","count_practice_loop","count_record_study","count_reset_feedback","count_sketchpad","count_stimuli","count_stimuli_1","count_stimulus_test","count_stop_test","count_test_instructions","count_test_log","count_test_sequence","count_trial_sequence","count_trial_sequence_1","count_trial_sequence_1_1","datetime","description","disable_garbage_collection","e_SO","empty_column","eq_sq","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","instruction","keyboard_backend","live_row","live_row_Familiarization","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_end_of_experiment","response_end_of_familiarization","response_end_of_practice","response_end_of_study","response_experimenter","response_feedback","response_instructions","response_key_press","response_keyboard_response","response_new_keyboard_response","response_new_sketchpad","response_new_sketchpad_1","response_new_sketchpad_3","response_test_instructions","response_time","response_time_end_of_experiment","response_time_end_of_familiarization","response_time_end_of_practice","response_time_end_of_study","response_time_experimenter","response_time_feedback","response_time_instructions","response_time_key_press","response_time_keyboard_response","response_time_new_keyboard_response","response_time_new_sketchpad","response_time_new_sketchpad_1","response_time_new_sketchpad_3","response_time_test_instructions","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_Familiarization","time_Test_loop","time_about_this_template","time_blank_screen","time_blank_screen_1","time_blank_screen_1_1","time_blank_screen_1_1_1","time_blank_screen_2","time_blank_screen_2_1","time_blink_screen","time_blink_screen_1","time_blink_screen_1_1","time_block_loop","time_calibrate","time_calibrate_1","time_calibrate_2","time_delay","time_delay_1","time_end_of_experiment","time_end_of_familiarization","time_end_of_practice","time_end_of_study","time_end_of_trial","time_end_of_trial_1","time_equal_instruction","time_ex_instruction","time_experiment","time_experimental_loop","time_experimental_loop_1","time_experimenter","time_familiarization_sequence","time_feedback","time_fixation_NT","time_fixation_NT_1","time_fixation_NT_2","time_inline_blink","time_inline_blink_1","time_inline_fixation","time_inline_fixation_1","time_inline_stimulus","time_inline_stimulus_1","time_instruction_cue","time_instructions","time_key_press","time_keyboard_response","time_logger","time_loop","time_new_inline_script","time_new_keyboard_response","time_new_logger","time_new_logger_1","time_new_logger_1_1","time_new_loop","time_new_pygaze_init","time_new_pygaze_log","time_new_pygaze_log_1","time_new_pygaze_log_2","time_new_pygaze_start_recording","time_new_pygaze_stop_recording","time_new_sketchpad","time_new_sketchpad_1","time_new_sketchpad_2","time_new_sketchpad_3","time_plus_instruction","time_post_cue","time_post_cue_1","time_practice_loop","time_record_study","time_reset_feedback","time_sketchpad","time_stimuli","time_stimuli_1","time_stimulus_test","time_stop_test","time_test_instructions","time_test_log","time_test_sequence","time_trial_sequence","time_trial_sequence_1","time_trial_sequence_1_1","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word"
"9","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","70","NA","70","NA","11","70","NA","NA","0","0","0","11","70","0","0","0","0","11","70","NA","NA","0","NA","0","NA","2","NA","11","NA","70","70","NA","70","NA","70","NA","2","0","0","NA","NA","NA","NA","NA","NA","11","70","NA","0","11","70","NA","NA","70","NA","NA","NA","NA","NA","11","70","0","70","NA","NA","11","70","NA","NA","0","NA","NA","NA","11","70","Sun Feb 23 12:45:32 2020","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_CB.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","70","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS017.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","2043","NA","9405","4568","NA","NA","NA","4508","2043","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","17","odd","310051","NA","NA","462569","464075","1330757","NA","1329251","NA","463072","1329754","NA","NA","335404","NA","478267","468078","1334760","NA","325998","471650","NA","471091","1338258","NA","NA","2551","NA","478267","NA","320949","NA","464579","NA","1331261","1329751","NA","1331257","NA","1331756","NA","320954","305542","476223","NA","NA","NA","NA","NA","NA","471588","1338755","NA","2555","471586","1338753","NA","NA","1326642","NA","NA","NA","NA","NA","471077","1335259","337004","1328976","NA","NA","465078","1331760","NA","NA","NA","NA","NA","NA","462565","1328975","Extended template","0","0","0","yes","1024","LEAGUE"
"6","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","71","NA","71","NA","11","71","NA","NA","0","0","0","11","71","0","0","0","0","11","71","NA","NA","0","NA","0","NA","2","NA","11","NA","71","71","NA","71","NA","71","NA","2","0","0","NA","NA","NA","NA","NA","NA","11","71","NA","0","11","71","NA","NA","71","NA","NA","NA","NA","NA","11","71","0","71","NA","NA","11","71","NA","NA","0","NA","NA","NA","11","71","Sun Feb 23 12:45:32 2020","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_CB.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","71","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS017.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","2043","NA","9405","4568","NA","NA","NA","4508","2043","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","17","odd","310051","NA","NA","462569","464075","1342880","NA","1341373","NA","463072","1341876","NA","NA","335404","NA","478267","468078","1346884","NA","325998","471650","NA","471091","1350382","NA","NA","2551","NA","478267","NA","320949","NA","464579","NA","1343385","1341873","NA","1343381","NA","1343880","NA","320954","305542","476223","NA","NA","NA","NA","NA","NA","471588","1350879","NA","2555","471586","1350877","NA","NA","1338760","NA","NA","NA","NA","NA","471077","1347383","337004","1341098","NA","NA","465078","1343885","NA","NA","NA","NA","NA","NA","462565","1341098","Extended template","0","0","0","yes","1024","CURVE"
"6","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","72","NA","72","NA","11","72","NA","NA","0","0","0","11","72","0","0","0","0","11","72","NA","NA","0","NA","0","NA","2","NA","11","NA","72","72","NA","72","NA","72","NA","2","0","0","NA","NA","NA","NA","NA","NA","11","72","NA","0","11","72","NA","NA","72","NA","NA","NA","NA","NA","11","72","0","72","NA","NA","11","72","NA","NA","0","NA","NA","NA","11","72","Sun Feb 23 12:45:32 2020","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_CB.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","72","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS017.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","2043","NA","9405","4568","NA","NA","NA","4508","2043","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","17","odd","310051","NA","NA","462569","464075","1355002","NA","1353497","NA","463072","1354000","NA","NA","335404","NA","478267","468078","1359006","NA","325998","471650","NA","471091","1362504","NA","NA","2551","NA","478267","NA","320949","NA","464579","NA","1355507","1353997","NA","1355503","NA","1356002","NA","320954","305542","476223","NA","NA","NA","NA","NA","NA","471588","1363001","NA","2555","471586","1362999","NA","NA","1350883","NA","NA","NA","NA","NA","471077","1359505","337004","1353218","NA","NA","465078","1356007","NA","NA","NA","NA","NA","NA","462565","1353217","Extended template","0","0","0","yes","1024","FAIR"
"9","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","73","NA","73","NA","11","73","NA","NA","0","0","0","11","73","0","0","0","0","11","73","NA","NA","0","NA","0","NA","2","NA","11","NA","73","73","NA","73","NA","73","NA","2","0","0","NA","NA","NA","NA","NA","NA","11","73","NA","0","11","73","NA","NA","73","NA","NA","NA","NA","NA","11","73","0","73","NA","NA","11","73","NA","NA","0","NA","NA","NA","11","73","Sun Feb 23 12:45:32 2020","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_CB.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","73","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS017.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","2043","NA","9405","4568","NA","NA","NA","4508","2043","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","17","odd","310051","NA","NA","462569","464075","1367123","NA","1365617","NA","463072","1366120","NA","NA","335404","NA","478267","468078","1371127","NA","325998","471650","NA","471091","1374626","NA","NA","2551","NA","478267","NA","320949","NA","464579","NA","1367628","1366117","NA","1367624","NA","1368123","NA","320954","305542","476223","NA","NA","NA","NA","NA","NA","471588","1375123","NA","2555","471586","1375121","NA","NA","1363005","NA","NA","NA","NA","NA","471077","1371627","337004","1365342","NA","NA","465078","1368127","NA","NA","NA","NA","NA","NA","462565","1365342","Extended template","0","0","0","yes","1024","RAIL"
"5","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","74","NA","74","NA","11","74","NA","NA","0","0","0","11","74","0","0","0","0","11","74","NA","NA","0","NA","0","NA","2","NA","11","NA","74","74","NA","74","NA","74","NA","2","0","0","NA","NA","NA","NA","NA","NA","11","74","NA","0","11","74","NA","NA","74","NA","NA","NA","NA","NA","11","74","0","74","NA","NA","11","74","NA","NA","0","NA","NA","NA","11","74","Sun Feb 23 12:45:32 2020","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_CB.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","74","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS017.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","2043","NA","9405","4568","NA","NA","NA","4508","2043","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","17","odd","310051","NA","NA","462569","464075","1379245","NA","1377738","NA","463072","1378241","NA","NA","335404","NA","478267","468078","1383248","NA","325998","471650","NA","471091","1386758","NA","NA","2551","NA","478267","NA","320949","NA","464579","NA","1379749","1378238","NA","1379745","NA","1380244","NA","320954","305542","476223","NA","NA","NA","NA","NA","NA","471588","1387255","NA","2555","471586","1387253","NA","NA","1375127","NA","NA","NA","NA","NA","471077","1386747","337004","1377463","NA","NA","465078","1380248","NA","NA","NA","NA","NA","NA","462565","1377463","Extended template","0","0","0","yes","1024","USAGE"
"5","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","75","NA","75","NA","11","75","NA","NA","0","0","0","11","75","0","0","0","0","11","75","NA","NA","0","NA","0","NA","2","NA","11","NA","75","75","NA","75","NA","75","NA","2","0","0","NA","NA","NA","NA","NA","NA","11","75","NA","0","11","75","NA","NA","75","NA","NA","NA","NA","NA","11","75","0","75","NA","NA","11","75","NA","NA","0","NA","NA","NA","11","75","Sun Feb 23 12:45:32 2020","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_CB.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","75","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS017.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","2043","NA","9405","4568","NA","NA","NA","4508","2043","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","17","odd","310051","NA","NA","462569","464075","1391455","NA","1389947","NA","463072","1390451","NA","NA","335404","NA","478267","468078","1395458","NA","325998","471650","NA","471091","1398975","NA","NA","2551","NA","478267","NA","320949","NA","464579","NA","1391959","1390447","NA","1391955","NA","1392454","NA","320954","305542","476223","NA","NA","NA","NA","NA","NA","471588","1399472","NA","2555","471586","1399470","NA","NA","1387259","NA","NA","NA","NA","NA","471077","1398957","337004","1389689","NA","NA","465078","1392459","NA","NA","NA","NA","NA","NA","462565","1389689","Extended template","0","0","0","yes","1024","INCH"
"4","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","76","NA","76","NA","11","76","NA","NA","0","0","0","11","76","0","0","0","0","11","76","NA","NA","0","NA","0","NA","2","NA","11","NA","76","76","NA","76","NA","76","NA","2","0","0","NA","NA","NA","NA","NA","NA","11","76","NA","0","11","76","NA","NA","76","NA","NA","NA","NA","NA","11","76","0","76","NA","NA","11","76","NA","NA","0","NA","NA","NA","11","76","Sun Feb 23 12:45:32 2020","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_CB.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","76","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS017.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","2043","NA","9405","4568","NA","NA","NA","4508","2043","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","17","odd","310051","NA","NA","462569","464075","1403588","NA","1402082","NA","463072","1402585","NA","NA","335404","NA","478267","468078","1407591","NA","325998","471650","NA","471091","1411089","NA","NA","2551","NA","478267","NA","320949","NA","464579","NA","1404092","1402582","NA","1404088","NA","1404587","NA","320954","305542","476223","NA","NA","NA","NA","NA","NA","471588","1411586","NA","2555","471586","1411584","NA","NA","1399477","NA","NA","NA","NA","NA","471077","1409090","337004","1401809","NA","NA","465078","1404592","NA","NA","NA","NA","NA","NA","462565","1401809","Extended template","0","0","0","yes","1024","CANDY"
"6","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","77","NA","77","NA","11","77","NA","NA","0","0","0","11","77","0","0","0","0","11","77","NA","NA","0","NA","0","NA","2","NA","11","NA","77","77","NA","77","NA","77","NA","2","0","0","NA","NA","NA","NA","NA","NA","11","77","NA","0","11","77","NA","NA","77","NA","NA","NA","NA","NA","11","77","0","77","NA","NA","11","77","NA","NA","0","NA","NA","NA","11","77","Sun Feb 23 12:45:32 2020","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_CB.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","77","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS017.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","2043","NA","9405","4568","NA","NA","NA","4508","2043","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","17","odd","310051","NA","NA","462569","464075","1415713","NA","1414206","NA","463072","1414709","NA","NA","335404","NA","478267","468078","1419716","NA","325998","471650","NA","471091","1423214","NA","NA","2551","NA","478267","NA","320949","NA","464579","NA","1416217","1414706","NA","1416213","NA","1416712","NA","320954","305542","476223","NA","NA","NA","NA","NA","NA","471588","1423711","NA","2555","471586","1423709","NA","NA","1411590","NA","NA","NA","NA","NA","471077","1420215","337004","1413930","NA","NA","465078","1416716","NA","NA","NA","NA","NA","NA","462565","1413930","Extended template","0","0","0","yes","1024","MYSTERY"
"8","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","78","NA","78","NA","11","78","NA","NA","0","0","0","11","78","0","0","0","0","11","78","NA","NA","0","NA","0","NA","2","NA","11","NA","78","78","NA","78","NA","78","NA","2","0","0","NA","NA","NA","NA","NA","NA","11","78","NA","0","11","78","NA","NA","78","NA","NA","NA","NA","NA","11","78","0","78","NA","NA","11","78","NA","NA","0","NA","NA","NA","11","78","Sun Feb 23 12:45:32 2020","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_CB.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","78","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS017.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","2043","NA","9405","4568","NA","NA","NA","4508","2043","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","17","odd","310051","NA","NA","462569","464075","1427862","NA","1426355","NA","463072","1426858","NA","NA","335404","NA","478267","468078","1431865","NA","325998","471650","NA","471091","1435375","NA","NA","2551","NA","478267","NA","320949","NA","464579","NA","1428366","1426855","NA","1428362","NA","1428861","NA","320954","305542","476223","NA","NA","NA","NA","NA","NA","471588","1435872","NA","2555","471586","1435870","NA","NA","1423715","NA","NA","NA","NA","NA","471077","1435364","337004","1426079","NA","NA","465078","1428865","NA","NA","NA","NA","NA","NA","462565","1426078","Extended template","0","0","0","yes","1024","NOISE"
"9","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","79","NA","79","NA","11","79","NA","NA","0","0","0","11","79","0","0","0","0","11","79","NA","NA","0","NA","0","NA","2","NA","11","NA","79","79","NA","79","NA","79","NA","2","0","0","NA","NA","NA","NA","NA","NA","11","79","NA","0","11","79","NA","NA","79","NA","NA","NA","NA","NA","11","79","0","79","NA","NA","11","79","NA","NA","0","NA","NA","NA","11","79","Sun Feb 23 12:45:32 2020","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_CB.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","79","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS017.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","2043","NA","9405","4568","NA","NA","NA","4508","2043","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","17","odd","310051","NA","NA","462569","464075","1440000","NA","1438493","NA","463072","1438998","NA","NA","335404","NA","478267","468078","1444001","NA","325998","471650","NA","471091","1447499","NA","NA","2551","NA","478267","NA","320949","NA","464579","NA","1440504","1438994","NA","1440500","NA","1440999","NA","320954","305542","476223","NA","NA","NA","NA","NA","NA","471588","1447996","NA","2555","471586","1447994","NA","NA","1435876","NA","NA","NA","NA","NA","471077","1444500","337004","1438218","NA","NA","465078","1441002","NA","NA","NA","NA","NA","NA","462565","1438217","Extended template","0","0","0","yes","1024","UPRIGHT"
"4","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","80","NA","80","NA","11","80","NA","NA","0","0","0","11","80","0","0","0","0","11","80","NA","NA","0","NA","0","NA","2","NA","11","NA","80","80","NA","80","NA","80","NA","2","0","0","NA","NA","NA","NA","NA","NA","11","80","NA","0","11","80","NA","NA","80","NA","NA","NA","NA","NA","11","80","0","80","NA","NA","11","80","NA","NA","0","NA","NA","NA","11","80","Sun Feb 23 12:45:32 2020","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_CB.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","80","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS017.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","2043","NA","9405","4568","NA","NA","NA","4508","2043","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","17","odd","310051","NA","NA","462569","464075","1452125","NA","1450618","NA","463072","1451121","NA","NA","335404","NA","478267","468078","1456128","NA","325998","471650","NA","471091","1459626","NA","NA","2551","NA","478267","NA","320949","NA","464579","NA","1452629","1451118","NA","1452625","NA","1453124","NA","320954","305542","476223","NA","NA","NA","NA","NA","NA","471588","1460123","NA","2555","471586","1460121","NA","NA","1448000","NA","NA","NA","NA","NA","471077","1457627","337004","1450343","NA","NA","465078","1453128","NA","NA","NA","NA","NA","NA","462565","1450342","Extended template","0","0","0","yes","1024","JOURNEY"
"8","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","81","NA","81","NA","11","81","NA","NA","0","0","0","11","81","0","0","0","0","11","81","NA","NA","0","NA","0","NA","2","NA","11","NA","81","81","NA","81","NA","81","NA","2","0","0","NA","NA","NA","NA","NA","NA","11","81","NA","0","11","81","NA","NA","81","NA","NA","NA","NA","NA","11","81","0","81","NA","NA","11","81","NA","NA","0","NA","NA","NA","11","81","Sun Feb 23 12:45:32 2020","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_CB.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","81","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS017.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","2043","NA","9405","4568","NA","NA","NA","4508","2043","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","17","odd","310051","NA","NA","462569","464075","1464251","NA","1462744","NA","463072","1463248","NA","NA","335404","NA","478267","468078","1468255","NA","325998","471650","NA","471091","1471775","NA","NA","2551","NA","478267","NA","320949","NA","464579","NA","1464756","1463244","NA","1464752","NA","1465251","NA","320954","305542","476223","NA","NA","NA","NA","NA","NA","471588","1472272","NA","2555","471586","1472270","NA","NA","1460128","NA","NA","NA","NA","NA","471077","1471755","337004","1462466","NA","NA","465078","1465255","NA","NA","NA","NA","NA","NA","462565","1462465","Extended template","0","0","0","yes","1024","KNIGHT"
"9","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","82","NA","82","NA","11","82","NA","NA","0","0","0","11","82","0","0","0","0","11","82","NA","NA","0","NA","0","NA","2","NA","11","NA","82","82","NA","82","NA","82","NA","2","0","0","NA","NA","NA","NA","NA","NA","11","82","NA","0","11","82","NA","NA","82","NA","NA","NA","NA","NA","11","82","0","82","NA","NA","11","82","NA","NA","0","NA","NA","NA","11","82","Sun Feb 23 12:45:32 2020","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_CB.osexp","/Users/eyelink/Desktop/Prod_SOA/prod_soa1","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","82","2","11","/Users/eyelink/Desktop/Prod_SOA/prod_soa1/Participant Data/PS017.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","space","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","2043","NA","9405","4568","NA","NA","NA","4508","2043","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","17","odd","310051","NA","NA","462569","464075","1476400","NA","1474892","NA","463072","1475396","NA","NA","335404","NA","478267","468078","1480403","NA","325998","471650","NA","471091","1483902","NA","NA","2551","NA","478267","NA","320949","NA","464579","NA","1476904","1475392","NA","1476900","NA","1477399","NA","320954","305542","476223","NA","NA","NA","NA","NA","NA","471588","1484399","NA","2555","471586","1484397","NA","NA","1472276","NA","NA","NA","NA","NA","471077","1480903","337004","1474618","NA","NA","465078","1477404","NA","NA","NA","NA","NA","NA","462565","1474618","Extended template","0","0","0","yes","1024","GATE"
