"List_Number","SOA","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_end_of_familiarization","correct_instructions","correct_keyboard_response","correct_new_keyboard_response","count_Familiarization","count_Inline_Fixation","count_Test_loop","count_about_this_template","count_blank_screen","count_blank_screen_1","count_blank_screen_2","count_blank_screen_3","count_blank_screen_4","count_blank_screen_5","count_blink_screen","count_blink_screen_1","count_blink_screen_2","count_block_loop","count_calibrate","count_calibrate_2","count_calibrate_3","count_delay","count_delay_1","count_end_of_experiment","count_end_of_familiarization","count_end_of_practice","count_end_of_study","count_end_of_trial","count_end_of_trial_1","count_equal_instruction","count_ex_instruction","count_experiment","count_experimental_loop","count_experimental_loop_1","count_experimenter","count_eyetracking_init","count_familiarization_sequence","count_feedback","count_fixation_NT","count_fixation_NT_1","count_fixation_NT_2","count_inlin_blink","count_inline_blink","count_inline_blink_1","count_inline_fixation_1","count_inline_stimulus","count_inline_stimulus_1","count_instruction_cue","count_instructions","count_keyboard_response","count_log_end_of_practice","count_log_end_of_test","count_log_end_of_trial","count_logger","count_loop","count_new_inline_script","count_new_keyboard_response","count_new_logger","count_new_logger_1","count_new_logger_1_1","count_new_loop","count_new_pygaze_start_recording","count_new_sketchpad","count_new_sketchpad_1","count_new_sketchpad_2","count_new_sketchpad_3","count_new_sketchpad_6","count_plus_instruction","count_post_cue","count_post_cue_1","count_practice_loop","count_press_key","count_record_study","count_reset_feedback","count_sketchpad","count_stimuli","count_stimuli_1","count_stimulus_test","count_stop_study","count_stop_test","count_test_instructions","count_test_log","count_test_sequence","count_trial_sequence","count_trial_sequence_1","count_trial_sequence_1_1","datetime","description","disable_garbage_collection","e_SO","empty_column","eq_sq","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","instruction","keyboard_backend","live_row","live_row_Familiarization","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_end_of_experiment","response_end_of_familiarization","response_end_of_practice","response_end_of_study","response_experimenter","response_feedback","response_instructions","response_keyboard_response","response_new_keyboard_response","response_new_sketchpad","response_new_sketchpad_1","response_new_sketchpad_3","response_new_sketchpad_6","response_press_key","response_test_instructions","response_time","response_time_end_of_experiment","response_time_end_of_familiarization","response_time_end_of_practice","response_time_end_of_study","response_time_experimenter","response_time_feedback","response_time_instructions","response_time_keyboard_response","response_time_new_keyboard_response","response_time_new_sketchpad","response_time_new_sketchpad_1","response_time_new_sketchpad_3","response_time_new_sketchpad_6","response_time_press_key","response_time_test_instructions","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_Familiarization","time_Inline_Fixation","time_Test_loop","time_about_this_template","time_blank_screen","time_blank_screen_1","time_blank_screen_2","time_blank_screen_3","time_blank_screen_4","time_blank_screen_5","time_blink_screen","time_blink_screen_1","time_blink_screen_2","time_block_loop","time_calibrate","time_calibrate_2","time_calibrate_3","time_delay","time_delay_1","time_end_of_experiment","time_end_of_familiarization","time_end_of_practice","time_end_of_study","time_end_of_trial","time_end_of_trial_1","time_equal_instruction","time_ex_instruction","time_experiment","time_experimental_loop","time_experimental_loop_1","time_experimenter","time_eyetracking_init","time_familiarization_sequence","time_feedback","time_fixation_NT","time_fixation_NT_1","time_fixation_NT_2","time_inlin_blink","time_inline_blink","time_inline_blink_1","time_inline_fixation_1","time_inline_stimulus","time_inline_stimulus_1","time_instruction_cue","time_instructions","time_keyboard_response","time_log_end_of_practice","time_log_end_of_test","time_log_end_of_trial","time_logger","time_loop","time_new_inline_script","time_new_keyboard_response","time_new_logger","time_new_logger_1","time_new_logger_1_1","time_new_loop","time_new_pygaze_start_recording","time_new_sketchpad","time_new_sketchpad_1","time_new_sketchpad_2","time_new_sketchpad_3","time_new_sketchpad_6","time_plus_instruction","time_post_cue","time_post_cue_1","time_practice_loop","time_press_key","time_record_study","time_reset_feedback","time_sketchpad","time_stimuli","time_stimuli_1","time_stimulus_test","time_stop_study","time_stop_test","time_test_instructions","time_test_log","time_test_sequence","time_trial_sequence","time_trial_sequence_1","time_trial_sequence_1_1","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word"
"1","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","77","0","NA","11","11","77","77","NA","NA","11","77","NA","NA","0","0","0","11","77","0","0","0","0","11","77","NA","NA","0","NA","0","NA","0","2","NA","11","NA","77","NA","77","NA","NA","77","NA","2","0","NA","11","NA","77","NA","NA","NA","NA","NA","11","77","NA","NA","NA","NA","NA","NA","NA","NA","11","77","0","0","77","NA","NA","11","77","NA","77","NA","0","NA","NA","NA","11","77","Fri Jan 17 14:35:49 2025","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","77","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-14.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","space","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","space","NA","1084","NA","5635","99461","NA","NA","NA","614","NA","NA","NA","NA","NA","NA","1084","NA","2","legacy","1024","2","48000","-16","experiment","14","even","1248257","3433847","NA","NA","2389371","2390877","3431840","3433346","NA","NA","2389874","3432343","NA","NA","1269802","2498401","NA","2394880","3437350","NA","1264166","2398939","NA","2398377","3440860","NA","NA","24160","NA","2502577","NA","24177","1259118","NA","2391381","NA","3433851","NA","3432340","NA","NA","3434346","NA","1259123","1247642","NA","2398873","NA","3441355","NA","NA","NA","NA","NA","2398875","3441357","NA","NA","NA","NA","NA","NA","NA","NA","2395379","3440850","2263015","2501492","3431625","NA","NA","2391880","3434350","NA","3429311","NA","NA","NA","NA","NA","2389367","3431625","Extended template","0","0","0","yes","1024","VERSE"
"6","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","78","0","NA","11","11","78","78","NA","NA","11","78","NA","NA","0","0","0","11","78","0","0","0","0","11","78","NA","NA","0","NA","0","NA","0","2","NA","11","NA","78","NA","78","NA","NA","78","NA","2","0","NA","11","NA","78","NA","NA","NA","NA","NA","11","78","NA","NA","NA","NA","NA","NA","NA","NA","11","78","0","0","78","NA","NA","11","78","NA","78","NA","0","NA","NA","NA","11","78","Fri Jan 17 14:35:49 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","78","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-14.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","space","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","space","NA","1084","NA","5635","99461","NA","NA","NA","614","NA","NA","NA","NA","NA","NA","1084","NA","2","legacy","1024","2","48000","-16","experiment","14","even","1248257","3445889","NA","NA","2389371","2390877","3443883","3445389","NA","NA","2389874","3444386","NA","NA","1269802","2498401","NA","2394880","3449392","NA","1264166","2398939","NA","2398377","3452890","NA","NA","24160","NA","2502577","NA","24177","1259118","NA","2391381","NA","3445893","NA","3444383","NA","NA","3446388","NA","1259123","1247642","NA","2398873","NA","3453385","NA","NA","NA","NA","NA","2398875","3453387","NA","NA","NA","NA","NA","NA","NA","NA","2395379","3450891","2263015","2501492","3443668","NA","NA","2391880","3446393","NA","3441361","NA","NA","NA","NA","NA","2389367","3443668","Extended template","0","0","0","yes","1024","CURRENT"
"4","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","79","0","NA","11","11","79","79","NA","NA","11","79","NA","NA","0","0","0","11","79","0","0","0","0","11","79","NA","NA","0","NA","0","NA","0","2","NA","11","NA","79","NA","79","NA","NA","79","NA","2","0","NA","11","NA","79","NA","NA","NA","NA","NA","11","79","NA","NA","NA","NA","NA","NA","NA","NA","11","79","0","0","79","NA","NA","11","79","NA","79","NA","0","NA","NA","NA","11","79","Fri Jan 17 14:35:49 2025","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","79","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-14.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","space","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","space","NA","1084","NA","5635","99461","NA","NA","NA","614","NA","NA","NA","NA","NA","NA","1084","NA","2","legacy","1024","2","48000","-16","experiment","14","even","1248257","3457942","NA","NA","2389371","2390877","3455935","3457442","NA","NA","2389874","3456438","NA","NA","1269802","2498401","NA","2394880","3461445","NA","1264166","2398939","NA","2398377","3464960","NA","NA","24160","NA","2502577","NA","24177","1259118","NA","2391381","NA","3457946","NA","3456435","NA","NA","3458441","NA","1259123","1247642","NA","2398873","NA","3465455","NA","NA","NA","NA","NA","2398875","3465457","NA","NA","NA","NA","NA","NA","NA","NA","2395379","3464944","2263015","2501492","3455719","NA","NA","2391880","3458446","NA","3453392","NA","NA","NA","NA","NA","2389367","3455719","Extended template","0","0","0","yes","1024","VACUUM"
"2","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","80","0","NA","11","11","80","80","NA","NA","11","80","NA","NA","0","0","0","11","80","0","0","0","0","11","80","NA","NA","0","NA","0","NA","0","2","NA","11","NA","80","NA","80","NA","NA","80","NA","2","0","NA","11","NA","80","NA","NA","NA","NA","NA","11","80","NA","NA","NA","NA","NA","NA","NA","NA","11","80","0","0","80","NA","NA","11","80","NA","80","NA","0","NA","NA","NA","11","80","Fri Jan 17 14:35:49 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","80","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-14.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","space","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","space","NA","1084","NA","5635","99461","NA","NA","NA","614","NA","NA","NA","NA","NA","NA","1084","NA","2","legacy","1024","2","48000","-16","experiment","14","even","1248257","3470001","NA","NA","2389371","2390877","3467995","3469501","NA","NA","2389874","3468498","NA","NA","1269802","2498401","NA","2394880","3473504","NA","1264166","2398939","NA","2398377","3477001","NA","NA","24160","NA","2502577","NA","24177","1259118","NA","2391381","NA","3470005","NA","3468495","NA","NA","3470500","NA","1259123","1247642","NA","2398873","NA","3477496","NA","NA","NA","NA","NA","2398875","3477498","NA","NA","NA","NA","NA","NA","NA","NA","2395379","3474003","2263015","2501492","3467780","NA","NA","2391880","3470505","NA","3465462","NA","NA","NA","NA","NA","2389367","3467780","Extended template","0","0","0","yes","1024","RAKE"
"3","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","81","0","NA","11","11","81","81","NA","NA","11","81","NA","NA","0","0","0","11","81","0","0","0","0","11","81","NA","NA","0","NA","0","NA","0","2","NA","11","NA","81","NA","81","NA","NA","81","NA","2","0","NA","11","NA","81","NA","NA","NA","NA","NA","11","81","NA","NA","NA","NA","NA","NA","NA","NA","11","81","0","0","81","NA","NA","11","81","NA","81","NA","0","NA","NA","NA","11","81","Fri Jan 17 14:35:49 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","81","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-14.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","space","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","space","NA","1084","NA","5635","99461","NA","NA","NA","614","NA","NA","NA","NA","NA","NA","1084","NA","2","legacy","1024","2","48000","-16","experiment","14","even","1248257","3482042","NA","NA","2389371","2390877","3480035","3481542","NA","NA","2389874","3480539","NA","NA","1269802","2498401","NA","2394880","3485545","NA","1264166","2398939","NA","2398377","3489043","NA","NA","24160","NA","2502577","NA","24177","1259118","NA","2391381","NA","3482046","NA","3480535","NA","NA","3482541","NA","1259123","1247642","NA","2398873","NA","3489538","NA","NA","NA","NA","NA","2398875","3489540","NA","NA","NA","NA","NA","NA","NA","NA","2395379","3487044","2263015","2501492","3479823","NA","NA","2391880","3482545","NA","3477503","NA","NA","NA","NA","NA","2389367","3479822","Extended template","0","0","0","yes","1024","GEAR"
"5","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","82","0","NA","11","11","82","82","NA","NA","11","82","NA","NA","0","0","0","11","82","0","0","0","0","11","82","NA","NA","0","NA","0","NA","0","2","NA","11","NA","82","NA","82","NA","NA","82","NA","2","0","NA","11","NA","82","NA","NA","NA","NA","NA","11","82","NA","NA","NA","NA","NA","NA","NA","NA","11","82","0","0","82","NA","NA","11","82","NA","82","NA","0","NA","NA","NA","11","82","Fri Jan 17 14:35:49 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","82","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-14.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","space","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","space","NA","1084","NA","5635","99461","NA","NA","NA","614","NA","NA","NA","NA","NA","NA","1084","NA","2","legacy","1024","2","48000","-16","experiment","14","even","1248257","3494090","NA","NA","2389371","2390877","3492083","3493590","NA","NA","2389874","3492586","NA","NA","1269802","2498401","NA","2394880","3497593","NA","1264166","2398939","NA","2398377","3501091","NA","NA","24160","NA","2502577","NA","24177","1259118","NA","2391381","NA","3494094","NA","3492583","NA","NA","3494589","NA","1259123","1247642","NA","2398873","NA","3501586","NA","NA","NA","NA","NA","2398875","3501588","NA","NA","NA","NA","NA","NA","NA","NA","2395379","3498092","2263015","2501492","3491870","NA","NA","2391880","3494593","NA","3489545","NA","NA","NA","NA","NA","2389367","3491869","Extended template","0","0","0","yes","1024","INCH"
"4","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","83","0","NA","11","11","83","83","NA","NA","11","83","NA","NA","0","0","0","11","83","0","0","0","0","11","83","NA","NA","0","NA","0","NA","0","2","NA","11","NA","83","NA","83","NA","NA","83","NA","2","0","NA","11","NA","83","NA","NA","NA","NA","NA","11","83","NA","NA","NA","NA","NA","NA","NA","NA","11","83","0","0","83","NA","NA","11","83","NA","83","NA","0","NA","NA","NA","11","83","Fri Jan 17 14:35:49 2025","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","83","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-14.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","space","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","space","NA","1084","NA","5635","99461","NA","NA","NA","614","NA","NA","NA","NA","NA","NA","1084","NA","2","legacy","1024","2","48000","-16","experiment","14","even","1248257","3506133","NA","NA","2389371","2390877","3504126","3505633","NA","NA","2389874","3504629","NA","NA","1269802","2498401","NA","2394880","3509636","NA","1264166","2398939","NA","2398377","3513142","NA","NA","24160","NA","2502577","NA","24177","1259118","NA","2391381","NA","3506137","NA","3504626","NA","NA","3506632","NA","1259123","1247642","NA","2398873","NA","3513637","NA","NA","NA","NA","NA","2398875","3513639","NA","NA","NA","NA","NA","NA","NA","NA","2395379","3513135","2263015","2501492","3503912","NA","NA","2391880","3506637","NA","3501592","NA","NA","NA","NA","NA","2389367","3503912","Extended template","0","0","0","yes","1024","LENGTH"
"2","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","84","0","NA","11","11","84","84","NA","NA","11","84","NA","NA","0","0","0","11","84","0","0","0","0","11","84","NA","NA","0","NA","0","NA","0","2","NA","11","NA","84","NA","84","NA","NA","84","NA","2","0","NA","11","NA","84","NA","NA","NA","NA","NA","11","84","NA","NA","NA","NA","NA","NA","NA","NA","11","84","0","0","84","NA","NA","11","84","NA","84","NA","0","NA","NA","NA","11","84","Fri Jan 17 14:35:49 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","84","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-14.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","space","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","space","NA","1084","NA","5635","99461","NA","NA","NA","614","NA","NA","NA","NA","NA","NA","1084","NA","2","legacy","1024","2","48000","-16","experiment","14","even","1248257","3518184","NA","NA","2389371","2390877","3516177","3517684","NA","NA","2389874","3516680","NA","NA","1269802","2498401","NA","2394880","3521687","NA","1264166","2398939","NA","2398377","3525185","NA","NA","24160","NA","2502577","NA","24177","1259118","NA","2391381","NA","3518188","NA","3516677","NA","NA","3518683","NA","1259123","1247642","NA","2398873","NA","3525680","NA","NA","NA","NA","NA","2398875","3525682","NA","NA","NA","NA","NA","NA","NA","NA","2395379","3522186","2263015","2501492","3515963","NA","NA","2391880","3518687","NA","3513643","NA","NA","NA","NA","NA","2389367","3515962","Extended template","0","0","0","yes","1024","ADDITION"
"2","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","85","0","NA","11","11","85","85","NA","NA","11","85","NA","NA","0","0","0","11","85","0","0","0","0","11","85","NA","NA","0","NA","0","NA","0","2","NA","11","NA","85","NA","85","NA","NA","85","NA","2","0","NA","11","NA","85","NA","NA","NA","NA","NA","11","85","NA","NA","NA","NA","NA","NA","NA","NA","11","85","0","0","85","NA","NA","11","85","NA","85","NA","0","NA","NA","NA","11","85","Fri Jan 17 14:35:49 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","85","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-14.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","space","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","space","NA","1084","NA","5635","99461","NA","NA","NA","614","NA","NA","NA","NA","NA","NA","1084","NA","2","legacy","1024","2","48000","-16","experiment","14","even","1248257","3530227","NA","NA","2389371","2390877","3528221","3529727","NA","NA","2389874","3528724","NA","NA","1269802","2498401","NA","2394880","3533730","NA","1264166","2398939","NA","2398377","3537228","NA","NA","24160","NA","2502577","NA","24177","1259118","NA","2391381","NA","3530231","NA","3528721","NA","NA","3530726","NA","1259123","1247642","NA","2398873","NA","3537723","NA","NA","NA","NA","NA","2398875","3537725","NA","NA","NA","NA","NA","NA","NA","NA","2395379","3534229","2263015","2501492","3528006","NA","NA","2391880","3530730","NA","3525687","NA","NA","NA","NA","NA","2389367","3528006","Extended template","0","0","0","yes","1024","EDGE"
"1","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","86","0","NA","11","11","86","86","NA","NA","11","86","NA","NA","0","0","0","11","86","0","0","0","0","11","86","NA","NA","0","NA","0","NA","0","2","NA","11","NA","86","NA","86","NA","NA","86","NA","2","0","NA","11","NA","86","NA","NA","NA","NA","NA","11","86","NA","NA","NA","NA","NA","NA","NA","NA","11","86","0","0","86","NA","NA","11","86","NA","86","NA","0","NA","NA","NA","11","86","Fri Jan 17 14:35:49 2025","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","86","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-14.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","space","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","space","NA","1084","NA","5635","99461","NA","NA","NA","614","NA","NA","NA","NA","NA","NA","1084","NA","2","legacy","1024","2","48000","-16","experiment","14","even","1248257","3542261","NA","NA","2389371","2390877","3540254","3541761","NA","NA","2389874","3540757","NA","NA","1269802","2498401","NA","2394880","3545764","NA","1264166","2398939","NA","2398377","3549275","NA","NA","24160","NA","2502577","NA","24177","1259118","NA","2391381","NA","3542265","NA","3540754","NA","NA","3542760","NA","1259123","1247642","NA","2398873","NA","3549770","NA","NA","NA","NA","NA","2398875","3549772","NA","NA","NA","NA","NA","NA","NA","NA","2395379","3549263","2263015","2501492","3540039","NA","NA","2391880","3542765","NA","3537730","NA","NA","NA","NA","NA","2389367","3540038","Extended template","0","0","0","yes","1024","IMPULSE"
"1","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","87","0","NA","11","11","87","87","NA","NA","11","87","NA","NA","0","0","0","11","87","0","0","0","0","11","87","NA","NA","0","NA","0","NA","0","2","NA","11","NA","87","NA","87","NA","NA","87","NA","2","0","NA","11","NA","87","NA","NA","NA","NA","NA","11","87","NA","NA","NA","NA","NA","NA","NA","NA","11","87","0","0","87","NA","NA","11","87","NA","87","NA","0","NA","NA","NA","11","87","Fri Jan 17 14:35:49 2025","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","87","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-14.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","space","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","space","NA","1084","NA","5635","99461","NA","NA","NA","614","NA","NA","NA","NA","NA","NA","1084","NA","2","legacy","1024","2","48000","-16","experiment","14","even","1248257","3554313","NA","NA","2389371","2390877","3552306","3553813","NA","NA","2389874","3552810","NA","NA","1269802","2498401","NA","2394880","3557816","NA","1264166","2398939","NA","2398377","3561325","NA","NA","24160","NA","2502577","NA","24177","1259118","NA","2391381","NA","3554317","NA","3552806","NA","NA","3554812","NA","1259123","1247642","NA","2398873","NA","3561820","NA","NA","NA","NA","NA","2398875","3561822","NA","NA","NA","NA","NA","NA","NA","NA","2395379","3561315","2263015","2501492","3552092","NA","NA","2391880","3554816","NA","3549776","NA","NA","NA","NA","NA","2389367","3552091","Extended template","0","0","0","yes","1024","WINDOW"
"1","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","88","0","NA","11","11","88","88","NA","NA","11","88","NA","NA","0","0","0","11","88","0","0","0","0","11","88","NA","NA","0","NA","0","NA","0","2","NA","11","NA","88","NA","88","NA","NA","88","NA","2","0","NA","11","NA","88","NA","NA","NA","NA","NA","11","88","NA","NA","NA","NA","NA","NA","NA","NA","11","88","0","0","88","NA","NA","11","88","NA","88","NA","0","NA","NA","NA","11","88","Fri Jan 17 14:35:49 2025","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","88","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-14.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","space","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","space","NA","1084","NA","5635","99461","NA","NA","NA","614","NA","NA","NA","NA","NA","NA","1084","NA","2","legacy","1024","2","48000","-16","experiment","14","even","1248257","3566355","NA","NA","2389371","2390877","3564348","3565855","NA","NA","2389874","3564851","NA","NA","1269802","2498401","NA","2394880","3569858","NA","1264166","2398939","NA","2398377","3573375","NA","NA","24160","NA","2502577","NA","24177","1259118","NA","2391381","NA","3566359","NA","3564848","NA","NA","3566854","NA","1259123","1247642","NA","2398873","NA","3573871","NA","NA","NA","NA","NA","2398875","3573873","NA","NA","NA","NA","NA","NA","NA","NA","2395379","3573357","2263015","2501492","3564134","NA","NA","2391880","3566858","NA","3561826","NA","NA","NA","NA","NA","2389367","3564133","Extended template","0","0","0","yes","1024","VARIETY"
"1","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","89","0","NA","11","11","89","89","NA","NA","11","89","NA","NA","0","0","0","11","89","0","0","0","0","11","89","NA","NA","0","NA","0","NA","0","2","NA","11","NA","89","NA","89","NA","NA","89","NA","2","0","NA","11","NA","89","NA","NA","NA","NA","NA","11","89","NA","NA","NA","NA","NA","NA","NA","NA","11","89","0","0","89","NA","NA","11","89","NA","89","NA","0","NA","NA","NA","11","89","Fri Jan 17 14:35:49 2025","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","89","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-14.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","space","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","space","NA","1084","NA","5635","99461","NA","NA","NA","614","NA","NA","NA","NA","NA","NA","1084","NA","2","legacy","1024","2","48000","-16","experiment","14","even","1248257","3578427","NA","NA","2389371","2390877","3576420","3577927","NA","NA","2389874","3576923","NA","NA","1269802","2498401","NA","2394880","3581930","NA","1264166","2398939","NA","2398377","3585442","NA","NA","24160","NA","2502577","NA","24177","1259118","NA","2391381","NA","3578431","NA","3576920","NA","NA","3578926","NA","1259123","1247642","NA","2398873","NA","3585937","NA","NA","NA","NA","NA","2398875","3585939","NA","NA","NA","NA","NA","NA","NA","NA","2395379","3585429","2263015","2501492","3576205","NA","NA","2391880","3578930","NA","3573877","NA","NA","NA","NA","NA","2389367","3576205","Extended template","0","0","0","yes","1024","CURSE"
