"List_Number","SOA","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_end_of_familiarization","correct_instructions","correct_keyboard_response","correct_new_keyboard_response","count_Familiarization","count_Test_loop","count_about_this_template","count_blank_screen","count_blank_screen_1","count_blank_screen_1_1","count_blank_screen_1_1_1","count_blank_screen_2","count_blank_screen_2_1","count_blink_screen","count_blink_screen_1","count_blink_screen_1_1","count_block_loop","count_calibrate","count_calibrate_1","count_calibrate_2","count_delay","count_delay_1","count_end_of_experiment","count_end_of_familiarization","count_end_of_practice","count_end_of_study","count_end_of_trial","count_end_of_trial_1","count_equal_instruction","count_ex_instruction","count_experiment","count_experimental_loop","count_experimental_loop_1","count_experimenter","count_familiarization_sequence","count_feedback","count_fixation_NT","count_fixation_NT_1","count_fixation_NT_2","count_inline_blink","count_inline_blink_1","count_inline_fixation","count_inline_fixation_1","count_inline_stimulus","count_inline_stimulus_1","count_instruction_cue","count_instructions","count_key_press","count_keyboard_response","count_logger","count_loop","count_new_inline_script","count_new_keyboard_response","count_new_logger","count_new_logger_1","count_new_logger_1_1","count_new_loop","count_new_pygaze_init","count_new_pygaze_log","count_new_pygaze_log_1","count_new_pygaze_log_2","count_new_pygaze_start_recording","count_new_pygaze_stop_recording","count_new_sketchpad","count_new_sketchpad_1","count_new_sketchpad_2","count_new_sketchpad_3","count_plus_instruction","count_post_cue","count_post_cue_1","count_practice_loop","count_record_study","count_reset_feedback","count_sketchpad","count_stimuli","count_stimuli_1","count_stimulus_test","count_stop_test","count_test_instructions","count_test_log","count_test_sequence","count_trial_sequence","count_trial_sequence_1","count_trial_sequence_1_1","datetime","description","disable_garbage_collection","e_SO","empty_column","eq_sq","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","instruction","keyboard_backend","live_row","live_row_Familiarization","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_end_of_experiment","response_end_of_familiarization","response_end_of_practice","response_end_of_study","response_experimenter","response_feedback","response_instructions","response_key_press","response_keyboard_response","response_new_keyboard_response","response_new_sketchpad","response_new_sketchpad_1","response_new_sketchpad_3","response_test_instructions","response_time","response_time_end_of_experiment","response_time_end_of_familiarization","response_time_end_of_practice","response_time_end_of_study","response_time_experimenter","response_time_feedback","response_time_instructions","response_time_key_press","response_time_keyboard_response","response_time_new_keyboard_response","response_time_new_sketchpad","response_time_new_sketchpad_1","response_time_new_sketchpad_3","response_time_test_instructions","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_Familiarization","time_Test_loop","time_about_this_template","time_blank_screen","time_blank_screen_1","time_blank_screen_1_1","time_blank_screen_1_1_1","time_blank_screen_2","time_blank_screen_2_1","time_blink_screen","time_blink_screen_1","time_blink_screen_1_1","time_block_loop","time_calibrate","time_calibrate_1","time_calibrate_2","time_delay","time_delay_1","time_end_of_experiment","time_end_of_familiarization","time_end_of_practice","time_end_of_study","time_end_of_trial","time_end_of_trial_1","time_equal_instruction","time_ex_instruction","time_experiment","time_experimental_loop","time_experimental_loop_1","time_experimenter","time_familiarization_sequence","time_feedback","time_fixation_NT","time_fixation_NT_1","time_fixation_NT_2","time_inline_blink","time_inline_blink_1","time_inline_fixation","time_inline_fixation_1","time_inline_stimulus","time_inline_stimulus_1","time_instruction_cue","time_instructions","time_key_press","time_keyboard_response","time_logger","time_loop","time_new_inline_script","time_new_keyboard_response","time_new_logger","time_new_logger_1","time_new_logger_1_1","time_new_loop","time_new_pygaze_init","time_new_pygaze_log","time_new_pygaze_log_1","time_new_pygaze_log_2","time_new_pygaze_start_recording","time_new_pygaze_stop_recording","time_new_sketchpad","time_new_sketchpad_1","time_new_sketchpad_2","time_new_sketchpad_3","time_plus_instruction","time_post_cue","time_post_cue_1","time_practice_loop","time_record_study","time_reset_feedback","time_sketchpad","time_stimuli","time_stimuli_1","time_stimulus_test","time_stop_test","time_test_instructions","time_test_log","time_test_sequence","time_trial_sequence","time_trial_sequence_1","time_trial_sequence_1_1","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word"
"7","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","107","NA","107","NA","11","107","NA","NA","0","0","0","11","107","0","0","0","0","11","107","NA","NA","0","NA","0","NA","2","NA","11","NA","107","107","NA","107","NA","107","NA","2","0","0","NA","NA","NA","NA","NA","NA","11","107","NA","0","11","107","NA","NA","107","NA","NA","NA","NA","NA","11","107","0","107","NA","NA","11","107","NA","NA","0","NA","NA","NA","11","107","Thu Jan 30 14:07:37 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_CB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","107","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-21.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","q","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","843","NA","15794","59907","NA","NA","NA","619","843","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","21","odd","51277","NA","NA","210053","211559","1571792","NA","1570284","NA","210556","1570787","NA","NA","82957","NA","280373","215562","1575796","NA","67162","219617","NA","219059","1579294","NA","NA","4583","NA","280373","NA","62115","NA","212063","NA","1572296","1570784","NA","1572292","NA","1572791","NA","62120","50657","279529","NA","NA","NA","NA","NA","NA","219557","1579791","NA","4611","219555","1579789","NA","NA","1567767","NA","NA","NA","NA","NA","217061","1577295","85336","1570069","NA","NA","212562","1572796","NA","NA","NA","NA","NA","NA","210050","1570069","Extended template","0","0","0","yes","1024","MONUMENT"
"8","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","108","NA","108","NA","11","108","NA","NA","0","0","0","11","108","0","0","0","0","11","108","NA","NA","0","NA","0","NA","2","NA","11","NA","108","108","NA","108","NA","108","NA","2","0","0","NA","NA","NA","NA","NA","NA","11","108","NA","0","11","108","NA","NA","108","NA","NA","NA","NA","NA","11","108","0","108","NA","NA","11","108","NA","NA","0","NA","NA","NA","11","108","Thu Jan 30 14:07:37 2025","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_CB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","108","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-21.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","q","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","843","NA","15794","59907","NA","NA","NA","619","843","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","21","odd","51277","NA","NA","210053","211559","1583822","NA","1582315","NA","210556","1582818","NA","NA","82957","NA","280373","215562","1587827","NA","67162","219617","NA","219059","1591340","NA","NA","4583","NA","280373","NA","62115","NA","212063","NA","1584327","1582815","NA","1584323","NA","1584822","NA","62120","50657","279529","NA","NA","NA","NA","NA","NA","219557","1591837","NA","4611","219555","1591835","NA","NA","1579795","NA","NA","NA","NA","NA","217061","1591326","85336","1582099","NA","NA","212562","1584827","NA","NA","NA","NA","NA","NA","210050","1582099","Extended template","0","0","0","yes","1024","NEUTRAL"
"8","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","109","NA","109","NA","11","109","NA","NA","0","0","0","11","109","0","0","0","0","11","109","NA","NA","0","NA","0","NA","2","NA","11","NA","109","109","NA","109","NA","109","NA","2","0","0","NA","NA","NA","NA","NA","NA","11","109","NA","0","11","109","NA","NA","109","NA","NA","NA","NA","NA","11","109","0","109","NA","NA","11","109","NA","NA","0","NA","NA","NA","11","109","Thu Jan 30 14:07:37 2025","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_CB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","109","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-21.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","q","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","843","NA","15794","59907","NA","NA","NA","619","843","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","21","odd","51277","NA","NA","210053","211559","1595863","NA","1594357","NA","210556","1594860","NA","NA","82957","NA","280373","215562","1599868","NA","67162","219617","NA","219059","1603374","NA","NA","4583","NA","280373","NA","62115","NA","212063","NA","1596368","1594857","NA","1596364","NA","1596863","NA","62120","50657","279529","NA","NA","NA","NA","NA","NA","219557","1603871","NA","4611","219555","1603869","NA","NA","1591842","NA","NA","NA","NA","NA","217061","1603367","85336","1594143","NA","NA","212562","1596868","NA","NA","NA","NA","NA","NA","210050","1594143","Extended template","0","0","0","yes","1024","AMOUNT"
"9","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","110","NA","110","NA","11","110","NA","NA","0","0","0","11","110","0","0","0","0","11","110","NA","NA","0","NA","0","NA","2","NA","11","NA","110","110","NA","110","NA","110","NA","2","0","0","NA","NA","NA","NA","NA","NA","11","110","NA","0","11","110","NA","NA","110","NA","NA","NA","NA","NA","11","110","0","110","NA","NA","11","110","NA","NA","0","NA","NA","NA","11","110","Thu Jan 30 14:07:37 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_CB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","110","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-21.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","q","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","843","NA","15794","59907","NA","NA","NA","619","843","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","21","odd","51277","NA","NA","210053","211559","1607899","NA","1606393","NA","210556","1606896","NA","NA","82957","NA","280373","215562","1611903","NA","67162","219617","NA","219059","1615401","NA","NA","4583","NA","280373","NA","62115","NA","212063","NA","1608403","1606893","NA","1608399","NA","1608898","NA","62120","50657","279529","NA","NA","NA","NA","NA","NA","219557","1615898","NA","4611","219555","1615896","NA","NA","1603876","NA","NA","NA","NA","NA","217061","1612402","85336","1606178","NA","NA","212562","1608903","NA","NA","NA","NA","NA","NA","210050","1606178","Extended template","0","0","0","yes","1024","PASSION"
"5","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","111","NA","111","NA","11","111","NA","NA","0","0","0","11","111","0","0","0","0","11","111","NA","NA","0","NA","0","NA","2","NA","11","NA","111","111","NA","111","NA","111","NA","2","0","0","NA","NA","NA","NA","NA","NA","11","111","NA","0","11","111","NA","NA","111","NA","NA","NA","NA","NA","11","111","0","111","NA","NA","11","111","NA","NA","0","NA","NA","NA","11","111","Thu Jan 30 14:07:37 2025","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_CB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","111","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-21.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","q","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","843","NA","15794","59907","NA","NA","NA","619","843","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","21","odd","51277","NA","NA","210053","211559","1619925","NA","1618418","NA","210556","1618921","NA","NA","82957","NA","280373","215562","1623930","NA","67162","219617","NA","219059","1627440","NA","NA","4583","NA","280373","NA","62115","NA","212063","NA","1620430","1618918","NA","1620426","NA","1620925","NA","62120","50657","279529","NA","NA","NA","NA","NA","NA","219557","1627937","NA","4611","219555","1627935","NA","NA","1615902","NA","NA","NA","NA","NA","217061","1627429","85336","1618204","NA","NA","212562","1620930","NA","NA","NA","NA","NA","NA","210050","1618204","Extended template","0","0","0","yes","1024","OPINION"
"5","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","112","NA","112","NA","11","112","NA","NA","0","0","0","11","112","0","0","0","0","11","112","NA","NA","0","NA","0","NA","2","NA","11","NA","112","112","NA","112","NA","112","NA","2","0","0","NA","NA","NA","NA","NA","NA","11","112","NA","0","11","112","NA","NA","112","NA","NA","NA","NA","NA","11","112","0","112","NA","NA","11","112","NA","NA","0","NA","NA","NA","11","112","Thu Jan 30 14:07:37 2025","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_CB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","112","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-21.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","q","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","843","NA","15794","59907","NA","NA","NA","619","843","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","21","odd","51277","NA","NA","210053","211559","1631966","NA","1630459","NA","210556","1630962","NA","NA","82957","NA","280373","215562","1635971","NA","67162","219617","NA","219059","1639490","NA","NA","4583","NA","280373","NA","62115","NA","212063","NA","1632471","1630959","NA","1632467","NA","1632966","NA","62120","50657","279529","NA","NA","NA","NA","NA","NA","219557","1639988","NA","4611","219555","1639986","NA","NA","1627942","NA","NA","NA","NA","NA","217061","1639470","85336","1630244","NA","NA","212562","1632971","NA","NA","NA","NA","NA","NA","210050","1630244","Extended template","0","0","0","yes","1024","ANIMAL"
"5","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","113","NA","113","NA","11","113","NA","NA","0","0","0","11","113","0","0","0","0","11","113","NA","NA","0","NA","0","NA","2","NA","11","NA","113","113","NA","113","NA","113","NA","2","0","0","NA","NA","NA","NA","NA","NA","11","113","NA","0","11","113","NA","NA","113","NA","NA","NA","NA","NA","11","113","0","113","NA","NA","11","113","NA","NA","0","NA","NA","NA","11","113","Thu Jan 30 14:07:37 2025","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_CB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","113","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-21.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","q","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","843","NA","15794","59907","NA","NA","NA","619","843","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","21","odd","51277","NA","NA","210053","211559","1644015","NA","1642508","NA","210556","1643011","NA","NA","82957","NA","280373","215562","1648019","NA","67162","219617","NA","219059","1651524","NA","NA","4583","NA","280373","NA","62115","NA","212063","NA","1644519","1643008","NA","1644515","NA","1645014","NA","62120","50657","279529","NA","NA","NA","NA","NA","NA","219557","1652021","NA","4611","219555","1652019","NA","NA","1639992","NA","NA","NA","NA","NA","217061","1651518","85336","1642294","NA","NA","212562","1645019","NA","NA","NA","NA","NA","NA","210050","1642294","Extended template","0","0","0","yes","1024","DENTAL"
"4","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","114","NA","114","NA","11","114","NA","NA","0","0","0","11","114","0","0","0","0","11","114","NA","NA","0","NA","0","NA","2","NA","11","NA","114","114","NA","114","NA","114","NA","2","0","0","NA","NA","NA","NA","NA","NA","11","114","NA","0","11","114","NA","NA","114","NA","NA","NA","NA","NA","11","114","0","114","NA","NA","11","114","NA","NA","0","NA","NA","NA","11","114","Thu Jan 30 14:07:37 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_CB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","114","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-21.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","q","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","843","NA","15794","59907","NA","NA","NA","619","843","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","21","odd","51277","NA","NA","210053","211559","1656056","NA","1654550","NA","210556","1655053","NA","NA","82957","NA","280373","215562","1660061","NA","67162","219617","NA","219059","1663559","NA","NA","4583","NA","280373","NA","62115","NA","212063","NA","1656561","1655050","NA","1656557","NA","1657056","NA","62120","50657","279529","NA","NA","NA","NA","NA","NA","219557","1664056","NA","4611","219555","1664054","NA","NA","1652026","NA","NA","NA","NA","NA","217061","1661560","85336","1654334","NA","NA","212562","1657061","NA","NA","NA","NA","NA","NA","210050","1654334","Extended template","0","0","0","yes","1024","JEAN"
"8","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","115","NA","115","NA","11","115","NA","NA","0","0","0","11","115","0","0","0","0","11","115","NA","NA","0","NA","0","NA","2","NA","11","NA","115","115","NA","115","NA","115","NA","2","0","0","NA","NA","NA","NA","NA","NA","11","115","NA","0","11","115","NA","NA","115","NA","NA","NA","NA","NA","11","115","0","115","NA","NA","11","115","NA","NA","0","NA","NA","NA","11","115","Thu Jan 30 14:07:37 2025","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_CB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","115","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-21.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","q","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","843","NA","15794","59907","NA","NA","NA","619","843","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","21","odd","51277","NA","NA","210053","211559","1668084","NA","1666578","NA","210556","1667081","NA","NA","82957","NA","280373","215562","1672088","NA","67162","219617","NA","219059","1675607","NA","NA","4583","NA","280373","NA","62115","NA","212063","NA","1668588","1667078","NA","1668584","NA","1669083","NA","62120","50657","279529","NA","NA","NA","NA","NA","NA","219557","1676104","NA","4611","219555","1676102","NA","NA","1664060","NA","NA","NA","NA","NA","217061","1675587","85336","1666363","NA","NA","212562","1669088","NA","NA","NA","NA","NA","NA","210050","1666363","Extended template","0","0","0","yes","1024","DEBUT"
"6","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","116","NA","116","NA","11","116","NA","NA","0","0","0","11","116","0","0","0","0","11","116","NA","NA","0","NA","0","NA","2","NA","11","NA","116","116","NA","116","NA","116","NA","2","0","0","NA","NA","NA","NA","NA","NA","11","116","NA","0","11","116","NA","NA","116","NA","NA","NA","NA","NA","11","116","0","116","NA","NA","11","116","NA","NA","0","NA","NA","NA","11","116","Thu Jan 30 14:07:37 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_CB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","116","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-21.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","q","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","843","NA","15794","59907","NA","NA","NA","619","843","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","21","odd","51277","NA","NA","210053","211559","1680135","NA","1678629","NA","210556","1679132","NA","NA","82957","NA","280373","215562","1684138","NA","67162","219617","NA","219059","1687637","NA","NA","4583","NA","280373","NA","62115","NA","212063","NA","1680639","1679129","NA","1680635","NA","1681134","NA","62120","50657","279529","NA","NA","NA","NA","NA","NA","219557","1688134","NA","4611","219555","1688132","NA","NA","1676109","NA","NA","NA","NA","NA","217061","1684638","85336","1678413","NA","NA","212562","1681139","NA","NA","NA","NA","NA","NA","210050","1678413","Extended template","0","0","0","yes","1024","WRITING"
"5","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","117","NA","117","NA","11","117","NA","NA","0","0","0","11","117","0","0","0","0","11","117","NA","NA","0","NA","0","NA","2","NA","11","NA","117","117","NA","117","NA","117","NA","2","0","0","NA","NA","NA","NA","NA","NA","11","117","NA","0","11","117","NA","NA","117","NA","NA","NA","NA","NA","11","117","0","117","NA","NA","11","117","NA","NA","0","NA","NA","NA","11","117","Thu Jan 30 14:07:37 2025","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_CB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","117","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-21.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","q","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","843","NA","15794","59907","NA","NA","NA","619","843","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","21","odd","51277","NA","NA","210053","211559","1692240","NA","1690733","NA","210556","1691236","NA","NA","82957","NA","280373","215562","1696245","NA","67162","219617","NA","219059","1699757","NA","NA","4583","NA","280373","NA","62115","NA","212063","NA","1692745","1691233","NA","1692741","NA","1693240","NA","62120","50657","279529","NA","NA","NA","NA","NA","NA","219557","1700254","NA","4611","219555","1700252","NA","NA","1688139","NA","NA","NA","NA","NA","217061","1699744","85336","1690519","NA","NA","212562","1693245","NA","NA","NA","NA","NA","NA","210050","1690519","Extended template","0","0","0","yes","1024","MORAL"
"7","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","118","NA","118","NA","11","118","NA","NA","0","0","0","11","118","0","0","0","0","11","118","NA","NA","0","NA","0","NA","2","NA","11","NA","118","118","NA","118","NA","118","NA","2","0","0","NA","NA","NA","NA","NA","NA","11","118","NA","0","11","118","NA","NA","118","NA","NA","NA","NA","NA","11","118","0","118","NA","NA","11","118","NA","NA","0","NA","NA","NA","11","118","Thu Jan 30 14:07:37 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_CB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","118","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-21.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","q","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","843","NA","15794","59907","NA","NA","NA","619","843","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","21","odd","51277","NA","NA","210053","211559","1704282","NA","1702776","NA","210556","1703279","NA","NA","82957","NA","280373","215562","1708286","NA","67162","219617","NA","219059","1711784","NA","NA","4583","NA","280373","NA","62115","NA","212063","NA","1704786","1703276","NA","1704782","NA","1705281","NA","62120","50657","279529","NA","NA","NA","NA","NA","NA","219557","1712281","NA","4611","219555","1712279","NA","NA","1700258","NA","NA","NA","NA","NA","217061","1709785","85336","1702561","NA","NA","212562","1705286","NA","NA","NA","NA","NA","NA","210050","1702561","Extended template","0","0","0","yes","1024","PASTE"
"9","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","119","NA","119","NA","11","119","NA","NA","0","0","0","11","119","0","0","0","0","11","119","NA","NA","0","NA","0","NA","2","NA","11","NA","119","119","NA","119","NA","119","NA","2","0","0","NA","NA","NA","NA","NA","NA","11","119","NA","0","11","119","NA","NA","119","NA","NA","NA","NA","NA","11","119","0","119","NA","NA","11","119","NA","NA","0","NA","NA","NA","11","119","Thu Jan 30 14:07:37 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_CB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","119","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-21.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","q","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","843","NA","15794","59907","NA","NA","NA","619","843","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","21","odd","51277","NA","NA","210053","211559","1716312","NA","1714806","NA","210556","1715309","NA","NA","82957","NA","280373","215562","1720316","NA","67162","219617","NA","219059","1723814","NA","NA","4583","NA","280373","NA","62115","NA","212063","NA","1716816","1715306","NA","1716812","NA","1717311","NA","62120","50657","279529","NA","NA","NA","NA","NA","NA","219557","1724311","NA","4611","219555","1724309","NA","NA","1712286","NA","NA","NA","NA","NA","217061","1720815","85336","1714592","NA","NA","212562","1717316","NA","NA","NA","NA","NA","NA","210050","1714592","Extended template","0","0","0","yes","1024","UPRIGHT"
