"List_Number","SOA","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_end_of_familiarization","correct_instructions","correct_keyboard_response","correct_new_keyboard_response","count_Familiarization","count_Test_loop","count_about_this_template","count_blank_screen","count_blank_screen_1","count_blank_screen_2","count_blank_screen_3","count_blank_screen_test","count_blank_screen_test_1","count_blink_screen","count_blink_screen_1","count_blink_screen_test","count_block_loop","count_calibrate","count_calibrate_2","count_calibrate_3","count_delay","count_delay_1","count_end_of_experiment","count_end_of_familiarization","count_end_of_practice","count_end_of_study","count_end_of_trial","count_end_of_trial_1","count_equal_instruction","count_ex_instruction","count_experiment","count_experimental_loop","count_experimental_loop_1","count_experimenter","count_familiarization_sequence","count_feedback","count_fixation_NT","count_fixation_NT_1","count_fixation_NT_2","count_inline_blink","count_inline_blink_1","count_inline_fixation","count_inline_fixation_1","count_inline_stimuli","count_inline_stimulus","count_instruction_cue","count_instructions","count_keyboard_response","count_log_end_of_exp","count_log_end_of_practice","count_log_test","count_logger","count_loop","count_new_inline_script","count_new_keyboard_response","count_new_logger","count_new_logger_1","count_new_logger_1_1","count_new_loop","count_new_pygaze_init","count_new_pygaze_stop_recording","count_new_pygaze_stop_recording_1","count_new_sketchpad","count_new_sketchpad_1","count_new_sketchpad_2","count_new_sketchpad_3","count_new_sketchpad_6","count_new_sketchpad_7","count_new_sketchpad_8","count_plus_instruction","count_post_cue","count_post_cue_1","count_practice_loop","count_press_key","count_record_study","count_reset_feedback","count_sketchpad","count_start_recording_test","count_stimuli","count_stimuli_1","count_stimuli_test","count_test_instructions","count_test_log","count_test_sequence","count_trial_sequence","count_trial_sequence_1","count_trial_sequence_1_1","datetime","description","disable_garbage_collection","e_SO","empty_column","eq_sq","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","instruction","keyboard_backend","live_row","live_row_Familiarization","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_end_of_experiment","response_end_of_familiarization","response_end_of_practice","response_end_of_study","response_experimenter","response_feedback","response_instructions","response_keyboard_response","response_new_keyboard_response","response_new_sketchpad","response_new_sketchpad_1","response_new_sketchpad_3","response_new_sketchpad_6","response_new_sketchpad_7","response_new_sketchpad_8","response_press_key","response_test_instructions","response_time","response_time_end_of_experiment","response_time_end_of_familiarization","response_time_end_of_practice","response_time_end_of_study","response_time_experimenter","response_time_feedback","response_time_instructions","response_time_keyboard_response","response_time_new_keyboard_response","response_time_new_sketchpad","response_time_new_sketchpad_1","response_time_new_sketchpad_3","response_time_new_sketchpad_6","response_time_new_sketchpad_7","response_time_new_sketchpad_8","response_time_press_key","response_time_test_instructions","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_Familiarization","time_Test_loop","time_about_this_template","time_blank_screen","time_blank_screen_1","time_blank_screen_2","time_blank_screen_3","time_blank_screen_test","time_blank_screen_test_1","time_blink_screen","time_blink_screen_1","time_blink_screen_test","time_block_loop","time_calibrate","time_calibrate_2","time_calibrate_3","time_delay","time_delay_1","time_end_of_experiment","time_end_of_familiarization","time_end_of_practice","time_end_of_study","time_end_of_trial","time_end_of_trial_1","time_equal_instruction","time_ex_instruction","time_experiment","time_experimental_loop","time_experimental_loop_1","time_experimenter","time_familiarization_sequence","time_feedback","time_fixation_NT","time_fixation_NT_1","time_fixation_NT_2","time_inline_blink","time_inline_blink_1","time_inline_fixation","time_inline_fixation_1","time_inline_stimuli","time_inline_stimulus","time_instruction_cue","time_instructions","time_keyboard_response","time_log_end_of_exp","time_log_end_of_practice","time_log_test","time_logger","time_loop","time_new_inline_script","time_new_keyboard_response","time_new_logger","time_new_logger_1","time_new_logger_1_1","time_new_loop","time_new_pygaze_init","time_new_pygaze_stop_recording","time_new_pygaze_stop_recording_1","time_new_sketchpad","time_new_sketchpad_1","time_new_sketchpad_2","time_new_sketchpad_3","time_new_sketchpad_6","time_new_sketchpad_7","time_new_sketchpad_8","time_plus_instruction","time_post_cue","time_post_cue_1","time_practice_loop","time_press_key","time_record_study","time_reset_feedback","time_sketchpad","time_start_recording_test","time_stimuli","time_stimuli_1","time_stimuli_test","time_test_instructions","time_test_log","time_test_sequence","time_trial_sequence","time_trial_sequence_1","time_trial_sequence_1_1","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word"
"5","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","111","111","11","NA","NA","11","111","NA","NA","0","0","0","11","111","0","0","0","0","11","111","NA","NA","0","NA","0","NA","2","NA","11","NA","111","111","NA","111","NA","NA","111","2","0","NA","111","11","NA","NA","NA","NA","NA","NA","11","111","NA","0","111","NA","NA","NA","NA","NA","NA","NA","NA","NA","11","111","0","0","111","NA","NA","NA","11","111","NA","0","NA","NA","NA","11","111","Wed Jan 15 11:00:06 2025","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_AB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","111","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-13.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","q","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","12863","NA","6651","25013","NA","NA","NA","699","NA","NA","NA","NA","NA","NA","NA","NA","12863","NA","2","legacy","1024","2","48000","-16","experiment","13","odd","38895","NA","NA","191117","1684116","1682610","189611","NA","NA","190114","1683113","NA","NA","61478","224190","NA","195119","1688120","NA","54826","199176","NA","198616","1691628","NA","NA","24506","NA","345959","NA","49779","NA","191621","NA","1684621","1683110","NA","1684617","NA","NA","1685116","49784","38195","NA","1692123","199112","NA","NA","NA","NA","NA","NA","199114","1692125","NA","24519","1680114","NA","NA","NA","NA","NA","NA","NA","NA","NA","196618","1691619","64368","333095","1682396","NA","NA","NA","192120","1685121","NA","NA","NA","NA","NA","189607","1682396","Extended template","0","0","0","yes","1024","UNIT"
"4","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","112","112","11","NA","NA","11","112","NA","NA","0","0","0","11","112","0","0","0","0","11","112","NA","NA","0","NA","0","NA","2","NA","11","NA","112","112","NA","112","NA","NA","112","2","0","NA","112","11","NA","NA","NA","NA","NA","NA","11","112","NA","0","112","NA","NA","NA","NA","NA","NA","NA","NA","NA","11","112","0","0","112","NA","NA","NA","11","112","NA","0","NA","NA","NA","11","112","Wed Jan 15 11:00:06 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_AB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","112","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-13.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","q","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","12863","NA","6651","25013","NA","NA","NA","699","NA","NA","NA","NA","NA","NA","NA","NA","12863","NA","2","legacy","1024","2","48000","-16","experiment","13","odd","38895","NA","NA","191117","1696133","1694627","189611","NA","NA","190114","1695130","NA","NA","61478","224190","NA","195119","1700138","NA","54826","199176","NA","198616","1703636","NA","NA","24506","NA","345959","NA","49779","NA","191621","NA","1696638","1695127","NA","1696634","NA","NA","1697134","49784","38195","NA","1704131","199112","NA","NA","NA","NA","NA","NA","199114","1704133","NA","24519","1692130","NA","NA","NA","NA","NA","NA","NA","NA","NA","196618","1701637","64368","333095","1694413","NA","NA","NA","192120","1697139","NA","NA","NA","NA","NA","189607","1694413","Extended template","0","0","0","yes","1024","CREST"
"2","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","113","113","11","NA","NA","11","113","NA","NA","0","0","0","11","113","0","0","0","0","11","113","NA","NA","0","NA","0","NA","2","NA","11","NA","113","113","NA","113","NA","NA","113","2","0","NA","113","11","NA","NA","NA","NA","NA","NA","11","113","NA","0","113","NA","NA","NA","NA","NA","NA","NA","NA","NA","11","113","0","0","113","NA","NA","NA","11","113","NA","0","NA","NA","NA","11","113","Wed Jan 15 11:00:06 2025","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_AB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","113","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-13.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","q","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","12863","NA","6651","25013","NA","NA","NA","699","NA","NA","NA","NA","NA","NA","NA","NA","12863","NA","2","legacy","1024","2","48000","-16","experiment","13","odd","38895","NA","NA","191117","1708143","1706635","189611","NA","NA","190114","1707139","NA","NA","61478","224190","NA","195119","1712148","NA","54826","199176","NA","198616","1715662","NA","NA","24506","NA","345959","NA","49779","NA","191621","NA","1708648","1707136","NA","1708644","NA","NA","1709144","49784","38195","NA","1716157","199112","NA","NA","NA","NA","NA","NA","199114","1716159","NA","24519","1704138","NA","NA","NA","NA","NA","NA","NA","NA","NA","196618","1715647","64368","333095","1706421","NA","NA","NA","192120","1709149","NA","NA","NA","NA","NA","189607","1706421","Extended template","0","0","0","yes","1024","GOSPEL"
"5","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","114","114","11","NA","NA","11","114","NA","NA","0","0","0","11","114","0","0","0","0","11","114","NA","NA","0","NA","0","NA","2","NA","11","NA","114","114","NA","114","NA","NA","114","2","0","NA","114","11","NA","NA","NA","NA","NA","NA","11","114","NA","0","114","NA","NA","NA","NA","NA","NA","NA","NA","NA","11","114","0","0","114","NA","NA","NA","11","114","NA","0","NA","NA","NA","11","114","Wed Jan 15 11:00:06 2025","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_AB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","114","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-13.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","q","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","12863","NA","6651","25013","NA","NA","NA","699","NA","NA","NA","NA","NA","NA","NA","NA","12863","NA","2","legacy","1024","2","48000","-16","experiment","13","odd","38895","NA","NA","191117","1720185","1718679","189611","NA","NA","190114","1719182","NA","NA","61478","224190","NA","195119","1724189","NA","54826","199176","NA","198616","1727695","NA","NA","24506","NA","345959","NA","49779","NA","191621","NA","1720689","1719179","NA","1720685","NA","NA","1721185","49784","38195","NA","1728190","199112","NA","NA","NA","NA","NA","NA","199114","1728192","NA","24519","1716182","NA","NA","NA","NA","NA","NA","NA","NA","NA","196618","1727688","64368","333095","1718465","NA","NA","NA","192120","1721190","NA","NA","NA","NA","NA","189607","1718464","Extended template","0","0","0","yes","1024","GRADIENT"
"6","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","115","115","11","NA","NA","11","115","NA","NA","0","0","0","11","115","0","0","0","0","11","115","NA","NA","0","NA","0","NA","2","NA","11","NA","115","115","NA","115","NA","NA","115","2","0","NA","115","11","NA","NA","NA","NA","NA","NA","11","115","NA","0","115","NA","NA","NA","NA","NA","NA","NA","NA","NA","11","115","0","0","115","NA","NA","NA","11","115","NA","0","NA","NA","NA","11","115","Wed Jan 15 11:00:06 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_AB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","115","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-13.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","q","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","12863","NA","6651","25013","NA","NA","NA","699","NA","NA","NA","NA","NA","NA","NA","NA","12863","NA","2","legacy","1024","2","48000","-16","experiment","13","odd","38895","NA","NA","191117","1732205","1730698","189611","NA","NA","190114","1731202","NA","NA","61478","224190","NA","195119","1736208","NA","54826","199176","NA","198616","1739706","NA","NA","24506","NA","345959","NA","49779","NA","191621","NA","1732709","1731199","NA","1732705","NA","NA","1733204","49784","38195","NA","1740201","199112","NA","NA","NA","NA","NA","NA","199114","1740203","NA","24519","1728197","NA","NA","NA","NA","NA","NA","NA","NA","NA","196618","1736707","64368","333095","1730484","NA","NA","NA","192120","1733209","NA","NA","NA","NA","NA","189607","1730484","Extended template","0","0","0","yes","1024","INFANT"
"4","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","116","116","11","NA","NA","11","116","NA","NA","0","0","0","11","116","0","0","0","0","11","116","NA","NA","0","NA","0","NA","2","NA","11","NA","116","116","NA","116","NA","NA","116","2","0","NA","116","11","NA","NA","NA","NA","NA","NA","11","116","NA","0","116","NA","NA","NA","NA","NA","NA","NA","NA","NA","11","116","0","0","116","NA","NA","NA","11","116","NA","0","NA","NA","NA","11","116","Wed Jan 15 11:00:06 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_AB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","116","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-13.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","q","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","12863","NA","6651","25013","NA","NA","NA","699","NA","NA","NA","NA","NA","NA","NA","NA","12863","NA","2","legacy","1024","2","48000","-16","experiment","13","odd","38895","NA","NA","191117","1744213","1742706","189611","NA","NA","190114","1743209","NA","NA","61478","224190","NA","195119","1748218","NA","54826","199176","NA","198616","1751716","NA","NA","24506","NA","345959","NA","49779","NA","191621","NA","1744718","1743206","NA","1744714","NA","NA","1745214","49784","38195","NA","1752211","199112","NA","NA","NA","NA","NA","NA","199114","1752213","NA","24519","1740208","NA","NA","NA","NA","NA","NA","NA","NA","NA","196618","1749717","64368","333095","1742493","NA","NA","NA","192120","1745219","NA","NA","NA","NA","NA","189607","1742493","Extended template","0","0","0","yes","1024","NARROW"
"4","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","117","117","11","NA","NA","11","117","NA","NA","0","0","0","11","117","0","0","0","0","11","117","NA","NA","0","NA","0","NA","2","NA","11","NA","117","117","NA","117","NA","NA","117","2","0","NA","117","11","NA","NA","NA","NA","NA","NA","11","117","NA","0","117","NA","NA","NA","NA","NA","NA","NA","NA","NA","11","117","0","0","117","NA","NA","NA","11","117","NA","0","NA","NA","NA","11","117","Wed Jan 15 11:00:06 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_AB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","117","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-13.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","q","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","12863","NA","6651","25013","NA","NA","NA","699","NA","NA","NA","NA","NA","NA","NA","NA","12863","NA","2","legacy","1024","2","48000","-16","experiment","13","odd","38895","NA","NA","191117","1756231","1754724","189611","NA","NA","190114","1755227","NA","NA","61478","224190","NA","195119","1760235","NA","54826","199176","NA","198616","1763733","NA","NA","24506","NA","345959","NA","49779","NA","191621","NA","1756736","1755224","NA","1756731","NA","NA","1757231","49784","38195","NA","1764228","199112","NA","NA","NA","NA","NA","NA","199114","1764230","NA","24519","1752218","NA","NA","NA","NA","NA","NA","NA","NA","NA","196618","1761734","64368","333095","1754510","NA","NA","NA","192120","1757235","NA","NA","NA","NA","NA","189607","1754510","Extended template","0","0","0","yes","1024","ITEM"
"1","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","118","118","11","NA","NA","11","118","NA","NA","0","0","0","11","118","0","0","0","0","11","118","NA","NA","0","NA","0","NA","2","NA","11","NA","118","118","NA","118","NA","NA","118","2","0","NA","118","11","NA","NA","NA","NA","NA","NA","11","118","NA","0","118","NA","NA","NA","NA","NA","NA","NA","NA","NA","11","118","0","0","118","NA","NA","NA","11","118","NA","0","NA","NA","NA","11","118","Wed Jan 15 11:00:06 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_AB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","118","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-13.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","q","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","12863","NA","6651","25013","NA","NA","NA","699","NA","NA","NA","NA","NA","NA","NA","NA","12863","NA","2","legacy","1024","2","48000","-16","experiment","13","odd","38895","NA","NA","191117","1768238","1766732","189611","NA","NA","190114","1767235","NA","NA","61478","224190","NA","195119","1772242","NA","54826","199176","NA","198616","1775740","NA","NA","24506","NA","345959","NA","49779","NA","191621","NA","1768743","1767232","NA","1768739","NA","NA","1769238","49784","38195","NA","1776235","199112","NA","NA","NA","NA","NA","NA","199114","1776237","NA","24519","1764235","NA","NA","NA","NA","NA","NA","NA","NA","NA","196618","1773741","64368","333095","1766518","NA","NA","NA","192120","1769243","NA","NA","NA","NA","NA","189607","1766518","Extended template","0","0","0","yes","1024","TACTICS"
"1","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","119","119","11","NA","NA","11","119","NA","NA","0","0","0","11","119","0","0","0","0","11","119","NA","NA","0","NA","0","NA","2","NA","11","NA","119","119","NA","119","NA","NA","119","2","0","NA","119","11","NA","NA","NA","NA","NA","NA","11","119","NA","0","119","NA","NA","NA","NA","NA","NA","NA","NA","NA","11","119","0","0","119","NA","NA","NA","11","119","NA","0","NA","NA","NA","11","119","Wed Jan 15 11:00:06 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_AB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","119","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-13.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","q","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","12863","NA","6651","25013","NA","NA","NA","699","NA","NA","NA","NA","NA","NA","NA","NA","12863","NA","2","legacy","1024","2","48000","-16","experiment","13","odd","38895","NA","NA","191117","1780245","1778739","189611","NA","NA","190114","1779242","NA","NA","61478","224190","NA","195119","1784249","NA","54826","199176","NA","198616","1787747","NA","NA","24506","NA","345959","NA","49779","NA","191621","NA","1780749","1779239","NA","1780745","NA","NA","1781245","49784","38195","NA","1788242","199112","NA","NA","NA","NA","NA","NA","199114","1788244","NA","24519","1776242","NA","NA","NA","NA","NA","NA","NA","NA","NA","196618","1785748","64368","333095","1778525","NA","NA","NA","192120","1781250","NA","NA","NA","NA","NA","189607","1778525","Extended template","0","0","0","yes","1024","SURPRISE"
"1","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","120","120","11","NA","NA","11","120","NA","NA","0","0","0","11","120","0","0","0","0","11","120","NA","NA","0","NA","0","NA","2","NA","11","NA","120","120","NA","120","NA","NA","120","2","0","NA","120","11","NA","NA","NA","NA","NA","NA","11","120","NA","0","120","NA","NA","NA","NA","NA","NA","NA","NA","NA","11","120","0","0","120","NA","NA","NA","11","120","NA","0","NA","NA","NA","11","120","Wed Jan 15 11:00:06 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_AB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","120","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-13.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","q","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","12863","NA","6651","25013","NA","NA","NA","699","NA","NA","NA","NA","NA","NA","NA","NA","12863","NA","2","legacy","1024","2","48000","-16","experiment","13","odd","38895","NA","NA","191117","1792255","1790749","189611","NA","NA","190114","1791252","NA","NA","61478","224190","NA","195119","1796260","NA","54826","199176","NA","198616","1799759","NA","NA","24506","NA","345959","NA","49779","NA","191621","NA","1792760","1791249","NA","1792756","NA","NA","1793256","49784","38195","NA","1800254","199112","NA","NA","NA","NA","NA","NA","199114","1800256","NA","24519","1788249","NA","NA","NA","NA","NA","NA","NA","NA","NA","196618","1797759","64368","333095","1790535","NA","NA","NA","192120","1793260","NA","NA","NA","NA","NA","189607","1790535","Extended template","0","0","0","yes","1024","GRADUATE"
"3","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","121","121","11","NA","NA","11","121","NA","NA","0","0","0","11","121","0","0","0","0","11","121","NA","NA","0","NA","0","NA","2","NA","11","NA","121","121","NA","121","NA","NA","121","2","0","NA","121","11","NA","NA","NA","NA","NA","NA","11","121","NA","0","121","NA","NA","NA","NA","NA","NA","NA","NA","NA","11","121","0","0","121","NA","NA","NA","11","121","NA","0","NA","NA","NA","11","121","Wed Jan 15 11:00:06 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_AB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","121","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-13.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","q","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","12863","NA","6651","25013","NA","NA","NA","699","NA","NA","NA","NA","NA","NA","NA","NA","12863","NA","2","legacy","1024","2","48000","-16","experiment","13","odd","38895","NA","NA","191117","1804265","1802759","189611","NA","NA","190114","1803262","NA","NA","61478","224190","NA","195119","1808269","NA","54826","199176","NA","198616","1811768","NA","NA","24506","NA","345959","NA","49779","NA","191621","NA","1804769","1803259","NA","1804765","NA","NA","1805265","49784","38195","NA","1812263","199112","NA","NA","NA","NA","NA","NA","199114","1812265","NA","24519","1800261","NA","NA","NA","NA","NA","NA","NA","NA","NA","196618","1808769","64368","333095","1802545","NA","NA","NA","192120","1805270","NA","NA","NA","NA","NA","189607","1802545","Extended template","0","0","0","yes","1024","TACKLE"
"3","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","122","122","11","NA","NA","11","122","NA","NA","0","0","0","11","122","0","0","0","0","11","122","NA","NA","0","NA","0","NA","2","NA","11","NA","122","122","NA","122","NA","NA","122","2","0","NA","122","11","NA","NA","NA","NA","NA","NA","11","122","NA","0","122","NA","NA","NA","NA","NA","NA","NA","NA","NA","11","122","0","0","122","NA","NA","NA","11","122","NA","0","NA","NA","NA","11","122","Wed Jan 15 11:00:06 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_AB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","122","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-13.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","q","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","12863","NA","6651","25013","NA","NA","NA","699","NA","NA","NA","NA","NA","NA","NA","NA","12863","NA","2","legacy","1024","2","48000","-16","experiment","13","odd","38895","NA","NA","191117","1816274","1814767","189611","NA","NA","190114","1815270","NA","NA","61478","224190","NA","195119","1820279","NA","54826","199176","NA","198616","1823777","NA","NA","24506","NA","345959","NA","49779","NA","191621","NA","1816779","1815267","NA","1816775","NA","NA","1817275","49784","38195","NA","1824272","199112","NA","NA","NA","NA","NA","NA","199114","1824274","NA","24519","1812270","NA","NA","NA","NA","NA","NA","NA","NA","NA","196618","1820778","64368","333095","1814554","NA","NA","NA","192120","1817280","NA","NA","NA","NA","NA","189607","1814554","Extended template","0","0","0","yes","1024","DETAIL"
"1","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","123","123","11","NA","NA","11","123","NA","NA","0","0","0","11","123","0","0","0","0","11","123","NA","NA","0","NA","0","NA","2","NA","11","NA","123","123","NA","123","NA","NA","123","2","0","NA","123","11","NA","NA","NA","NA","NA","NA","11","123","NA","0","123","NA","NA","NA","NA","NA","NA","NA","NA","NA","11","123","0","0","123","NA","NA","NA","11","123","NA","0","NA","NA","NA","11","123","Wed Jan 15 11:00:06 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_AB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","123","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-13.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","q","NA","NA","NA","space","NA","NA","NA","NA","NA","NA","NA","NA","space","NA","12863","NA","6651","25013","NA","NA","NA","699","NA","NA","NA","NA","NA","NA","NA","NA","12863","NA","2","legacy","1024","2","48000","-16","experiment","13","odd","38895","NA","NA","191117","1828281","1826774","189611","NA","NA","190114","1827277","NA","NA","61478","224190","NA","195119","1832285","NA","54826","199176","NA","198616","1835782","NA","NA","24506","NA","345959","NA","49779","NA","191621","NA","1828786","1827274","NA","1828782","NA","NA","1829281","49784","38195","NA","1836278","199112","NA","NA","NA","NA","NA","NA","199114","1836280","NA","24519","1824279","NA","NA","NA","NA","NA","NA","NA","NA","NA","196618","1833784","64368","333095","1826560","NA","NA","NA","192120","1829286","NA","NA","NA","NA","NA","189607","1826560","Extended template","0","0","0","yes","1024","LAWN"
