"List_Number","SOA","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_end_of_familiarization","correct_instructions","correct_keyboard_response","correct_new_keyboard_response","count_Familiarization","count_Test_loop","count_about_this_template","count_blank_screen","count_blank_screen_1","count_blank_screen_2","count_blank_screen_2_1","count_blank_screen_3","count_blank_screen_3_1","count_blink_screen","count_blink_screen_1","count_blink_screen_1_1","count_block_loop","count_calibrate","count_calibrate_1","count_calibrate_2","count_delay","count_delay_1","count_end_of_experiment","count_end_of_familiarization","count_end_of_practice","count_end_of_study","count_end_of_trial","count_end_of_trial_1","count_equal_instruction","count_ex_instruction","count_experiment","count_experimental_loop","count_experimental_loop_1","count_experimenter","count_eyetracking_init","count_familiarization_sequence","count_feedback","count_fixation_NT","count_fixation_NT_1","count_fixation_NT_2","count_inline_blink","count_inline_blink_1","count_inline_fixation","count_inline_fixation_1","count_inline_stimulus","count_inline_stimulus_1","count_instruction_cue","count_instructions","count_key_press","count_keyboard_response","count_log_end_of_test","count_log_end_of_trial","count_logger","count_loop","count_new_inline_script","count_new_keyboard_response","count_new_logger","count_new_logger_1","count_new_logger_1_1","count_new_loop","count_new_pygaze_log","count_new_sketchpad","count_new_sketchpad_1","count_new_sketchpad_2","count_new_sketchpad_3","count_plus_instruction","count_post_cue","count_post_cue_1","count_practice_loop","count_record_study","count_record_test","count_reset_feedback","count_sketchpad","count_stimuli","count_stimuli_1","count_stimulus_test","count_stop_recording","count_stop_test","count_test_instructions","count_test_log","count_test_sequence","count_trial_sequence","count_trial_sequence_1","count_trial_sequence_1_1","datetime","description","disable_garbage_collection","e_SO","empty_column","eq_sq","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","instruction","keyboard_backend","live_row","live_row_Familiarization","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_end_of_experiment","response_end_of_familiarization","response_end_of_practice","response_end_of_study","response_experimenter","response_feedback","response_instructions","response_key_press","response_keyboard_response","response_new_keyboard_response","response_new_sketchpad","response_new_sketchpad_1","response_new_sketchpad_3","response_test_instructions","response_time","response_time_end_of_experiment","response_time_end_of_familiarization","response_time_end_of_practice","response_time_end_of_study","response_time_experimenter","response_time_feedback","response_time_instructions","response_time_key_press","response_time_keyboard_response","response_time_new_keyboard_response","response_time_new_sketchpad","response_time_new_sketchpad_1","response_time_new_sketchpad_3","response_time_test_instructions","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_Familiarization","time_Test_loop","time_about_this_template","time_blank_screen","time_blank_screen_1","time_blank_screen_2","time_blank_screen_2_1","time_blank_screen_3","time_blank_screen_3_1","time_blink_screen","time_blink_screen_1","time_blink_screen_1_1","time_block_loop","time_calibrate","time_calibrate_1","time_calibrate_2","time_delay","time_delay_1","time_end_of_experiment","time_end_of_familiarization","time_end_of_practice","time_end_of_study","time_end_of_trial","time_end_of_trial_1","time_equal_instruction","time_ex_instruction","time_experiment","time_experimental_loop","time_experimental_loop_1","time_experimenter","time_eyetracking_init","time_familiarization_sequence","time_feedback","time_fixation_NT","time_fixation_NT_1","time_fixation_NT_2","time_inline_blink","time_inline_blink_1","time_inline_fixation","time_inline_fixation_1","time_inline_stimulus","time_inline_stimulus_1","time_instruction_cue","time_instructions","time_key_press","time_keyboard_response","time_log_end_of_test","time_log_end_of_trial","time_logger","time_loop","time_new_inline_script","time_new_keyboard_response","time_new_logger","time_new_logger_1","time_new_logger_1_1","time_new_loop","time_new_pygaze_log","time_new_sketchpad","time_new_sketchpad_1","time_new_sketchpad_2","time_new_sketchpad_3","time_plus_instruction","time_post_cue","time_post_cue_1","time_practice_loop","time_record_study","time_record_test","time_reset_feedback","time_sketchpad","time_stimuli","time_stimuli_1","time_stimulus_test","time_stop_recording","time_stop_test","time_test_instructions","time_test_log","time_test_sequence","time_trial_sequence","time_trial_sequence_1","time_trial_sequence_1_1","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word"
"7","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","71","NA","71","NA","11","71","NA","NA","0","0","0","11","71","0","0","0","0","11","71","NA","NA","0","NA","0","NA","0","2","NA","11","NA","71","71","NA","71","NA","71","NA","2","0","0","NA","NA","11","NA","NA","NA","NA","NA","11","71","NA","71","NA","NA","NA","NA","NA","11","71","0","71","NA","NA","NA","11","71","NA","71","NA","0","NA","NA","NA","11","71","Mon Feb 17 13:59:41 2025","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","71","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-22.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","q","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","853","NA","59560","32914","NA","NA","NA","972","853","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","22","even","635474","NA","NA","1392577","1394083","2295052","NA","2296559","NA","1393080","2295555","NA","NA","711001","NA","1435057","1398086","2300564","NA","651440","1402142","NA","1401583","2304083","NA","NA","3714","NA","1440105","NA","3717","646393","NA","1394587","NA","2297064","2295552","NA","2297060","NA","2297559","NA","646398","634501","1439251","NA","NA","1402079","NA","NA","NA","NA","NA","1402081","2304580","NA","2304578","NA","NA","NA","NA","NA","1399585","2304063","1267075","2294839","NA","NA","NA","1395086","2297564","NA","2292552","NA","NA","NA","NA","NA","1392573","2294839","Extended template","0","0","0","yes","1024","GOLF"
"7","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","72","NA","72","NA","11","72","NA","NA","0","0","0","11","72","0","0","0","0","11","72","NA","NA","0","NA","0","NA","0","2","NA","11","NA","72","72","NA","72","NA","72","NA","2","0","0","NA","NA","11","NA","NA","NA","NA","NA","11","72","NA","72","NA","NA","NA","NA","NA","11","72","0","72","NA","NA","NA","11","72","NA","72","NA","0","NA","NA","NA","11","72","Mon Feb 17 13:59:41 2025","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","72","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-22.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","q","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","853","NA","59560","32914","NA","NA","NA","972","853","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","22","even","635474","NA","NA","1392577","1394083","2307080","NA","2308587","NA","1393080","2307583","NA","NA","711001","NA","1435057","1398086","2312592","NA","651440","1402142","NA","1401583","2316100","NA","NA","3714","NA","1440105","NA","3717","646393","NA","1394587","NA","2309092","2307580","NA","2309088","NA","2309587","NA","646398","634501","1439251","NA","NA","1402079","NA","NA","NA","NA","NA","1402081","2316597","NA","2316595","NA","NA","NA","NA","NA","1399585","2316091","1267075","2306866","NA","NA","NA","1395086","2309592","NA","2304584","NA","NA","NA","NA","NA","1392573","2306866","Extended template","0","0","0","yes","1024","FRUIT"
"5","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","73","NA","73","NA","11","73","NA","NA","0","0","0","11","73","0","0","0","0","11","73","NA","NA","0","NA","0","NA","0","2","NA","11","NA","73","73","NA","73","NA","73","NA","2","0","0","NA","NA","11","NA","NA","NA","NA","NA","11","73","NA","73","NA","NA","NA","NA","NA","11","73","0","73","NA","NA","NA","11","73","NA","73","NA","0","NA","NA","NA","11","73","Mon Feb 17 13:59:41 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","73","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-22.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","q","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","853","NA","59560","32914","NA","NA","NA","972","853","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","22","even","635474","NA","NA","1392577","1394083","2319104","NA","2320611","NA","1393080","2319607","NA","NA","711001","NA","1435057","1398086","2324614","NA","651440","1402142","NA","1401583","2328113","NA","NA","3714","NA","1440105","NA","3717","646393","NA","1394587","NA","2321115","2319604","NA","2321111","NA","2321610","NA","646398","634501","1439251","NA","NA","1402079","NA","NA","NA","NA","NA","1402081","2328610","NA","2328608","NA","NA","NA","NA","NA","1399585","2325114","1267075","2318890","NA","NA","NA","1395086","2321614","NA","2316602","NA","NA","NA","NA","NA","1392573","2318890","Extended template","0","0","0","yes","1024","LABEL"
"8","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","74","NA","74","NA","11","74","NA","NA","0","0","0","11","74","0","0","0","0","11","74","NA","NA","0","NA","0","NA","0","2","NA","11","NA","74","74","NA","74","NA","74","NA","2","0","0","NA","NA","11","NA","NA","NA","NA","NA","11","74","NA","74","NA","NA","NA","NA","NA","11","74","0","74","NA","NA","NA","11","74","NA","74","NA","0","NA","NA","NA","11","74","Mon Feb 17 13:59:41 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","74","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-22.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","q","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","853","NA","59560","32914","NA","NA","NA","972","853","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","22","even","635474","NA","NA","1392577","1394083","2331110","NA","2332617","NA","1393080","2331614","NA","NA","711001","NA","1435057","1398086","2336621","NA","651440","1402142","NA","1401583","2340119","NA","NA","3714","NA","1440105","NA","3717","646393","NA","1394587","NA","2333121","2331610","NA","2333117","NA","2333616","NA","646398","634501","1439251","NA","NA","1402079","NA","NA","NA","NA","NA","1402081","2340616","NA","2340614","NA","NA","NA","NA","NA","1399585","2337120","1267075","2330896","NA","NA","NA","1395086","2333621","NA","2328614","NA","NA","NA","NA","NA","1392573","2330896","Extended template","0","0","0","yes","1024","MUSCLE"
"9","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","75","NA","75","NA","11","75","NA","NA","0","0","0","11","75","0","0","0","0","11","75","NA","NA","0","NA","0","NA","0","2","NA","11","NA","75","75","NA","75","NA","75","NA","2","0","0","NA","NA","11","NA","NA","NA","NA","NA","11","75","NA","75","NA","NA","NA","NA","NA","11","75","0","75","NA","NA","NA","11","75","NA","75","NA","0","NA","NA","NA","11","75","Mon Feb 17 13:59:41 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","75","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-22.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","q","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","853","NA","59560","32914","NA","NA","NA","972","853","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","22","even","635474","NA","NA","1392577","1394083","2343117","NA","2344624","NA","1393080","2343620","NA","NA","711001","NA","1435057","1398086","2348628","NA","651440","1402142","NA","1401583","2352126","NA","NA","3714","NA","1440105","NA","3717","646393","NA","1394587","NA","2345128","2343617","NA","2345124","NA","2345623","NA","646398","634501","1439251","NA","NA","1402079","NA","NA","NA","NA","NA","1402081","2352623","NA","2352621","NA","NA","NA","NA","NA","1399585","2350127","1267075","2342904","NA","NA","NA","1395086","2345627","NA","2340620","NA","NA","NA","NA","NA","1392573","2342904","Extended template","0","0","0","yes","1024","ELITE"
"7","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","76","NA","76","NA","11","76","NA","NA","0","0","0","11","76","0","0","0","0","11","76","NA","NA","0","NA","0","NA","0","2","NA","11","NA","76","76","NA","76","NA","76","NA","2","0","0","NA","NA","11","NA","NA","NA","NA","NA","11","76","NA","76","NA","NA","NA","NA","NA","11","76","0","76","NA","NA","NA","11","76","NA","76","NA","0","NA","NA","NA","11","76","Mon Feb 17 13:59:41 2025","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","76","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-22.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","q","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","853","NA","59560","32914","NA","NA","NA","972","853","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","22","even","635474","NA","NA","1392577","1394083","2355126","NA","2356633","NA","1393080","2355629","NA","NA","711001","NA","1435057","1398086","2360637","NA","651440","1402142","NA","1401583","2364150","NA","NA","3714","NA","1440105","NA","3717","646393","NA","1394587","NA","2357137","2355626","NA","2357133","NA","2357632","NA","646398","634501","1439251","NA","NA","1402079","NA","NA","NA","NA","NA","1402081","2364647","NA","2364645","NA","NA","NA","NA","NA","1399585","2364136","1267075","2354913","NA","NA","NA","1395086","2357636","NA","2352627","NA","NA","NA","NA","NA","1392573","2354913","Extended template","0","0","0","yes","1024","GRAB"
"4","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","77","NA","77","NA","11","77","NA","NA","0","0","0","11","77","0","0","0","0","11","77","NA","NA","0","NA","0","NA","0","2","NA","11","NA","77","77","NA","77","NA","77","NA","2","0","0","NA","NA","11","NA","NA","NA","NA","NA","11","77","NA","77","NA","NA","NA","NA","NA","11","77","0","77","NA","NA","NA","11","77","NA","77","NA","0","NA","NA","NA","11","77","Mon Feb 17 13:59:41 2025","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","77","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-22.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","q","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","853","NA","59560","32914","NA","NA","NA","972","853","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","22","even","635474","NA","NA","1392577","1394083","2367156","NA","2368663","NA","1393080","2367659","NA","NA","711001","NA","1435057","1398086","2372668","NA","651440","1402142","NA","1401583","2376184","NA","NA","3714","NA","1440105","NA","3717","646393","NA","1394587","NA","2369168","2367656","NA","2369164","NA","2369663","NA","646398","634501","1439251","NA","NA","1402079","NA","NA","NA","NA","NA","1402081","2376681","NA","2376679","NA","NA","NA","NA","NA","1399585","2376167","1267075","2366942","NA","NA","NA","1395086","2369668","NA","2364662","NA","NA","NA","NA","NA","1392573","2366942","Extended template","0","0","0","yes","1024","DELAY"
"7","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","78","NA","78","NA","11","78","NA","NA","0","0","0","11","78","0","0","0","0","11","78","NA","NA","0","NA","0","NA","0","2","NA","11","NA","78","78","NA","78","NA","78","NA","2","0","0","NA","NA","11","NA","NA","NA","NA","NA","11","78","NA","78","NA","NA","NA","NA","NA","11","78","0","78","NA","NA","NA","11","78","NA","78","NA","0","NA","NA","NA","11","78","Mon Feb 17 13:59:41 2025","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","78","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-22.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","q","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","853","NA","59560","32914","NA","NA","NA","972","853","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","22","even","635474","NA","NA","1392577","1394083","2379182","NA","2380688","NA","1393080","2379685","NA","NA","711001","NA","1435057","1398086","2384692","NA","651440","1402142","NA","1401583","2388201","NA","NA","3714","NA","1440105","NA","3717","646393","NA","1394587","NA","2381192","2379682","NA","2381188","NA","2381687","NA","646398","634501","1439251","NA","NA","1402079","NA","NA","NA","NA","NA","1402081","2388698","NA","2388696","NA","NA","NA","NA","NA","1399585","2388191","1267075","2378968","NA","NA","NA","1395086","2381691","NA","2376686","NA","NA","NA","NA","NA","1392573","2378968","Extended template","0","0","0","yes","1024","OPERA"
"5","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","79","NA","79","NA","11","79","NA","NA","0","0","0","11","79","0","0","0","0","11","79","NA","NA","0","NA","0","NA","0","2","NA","11","NA","79","79","NA","79","NA","79","NA","2","0","0","NA","NA","11","NA","NA","NA","NA","NA","11","79","NA","79","NA","NA","NA","NA","NA","11","79","0","79","NA","NA","NA","11","79","NA","79","NA","0","NA","NA","NA","11","79","Mon Feb 17 13:59:41 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","79","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-22.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","q","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","853","NA","59560","32914","NA","NA","NA","972","853","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","22","even","635474","NA","NA","1392577","1394083","2391195","NA","2392702","NA","1393080","2391698","NA","NA","711001","NA","1435057","1398086","2396706","NA","651440","1402142","NA","1401583","2400203","NA","NA","3714","NA","1440105","NA","3717","646393","NA","1394587","NA","2393206","2391695","NA","2393202","NA","2393701","NA","646398","634501","1439251","NA","NA","1402079","NA","NA","NA","NA","NA","1402081","2400701","NA","2400699","NA","NA","NA","NA","NA","1399585","2397205","1267075","2390980","NA","NA","NA","1395086","2393705","NA","2388702","NA","NA","NA","NA","NA","1392573","2390980","Extended template","0","0","0","yes","1024","IMPACT"
"8","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","80","NA","80","NA","11","80","NA","NA","0","0","0","11","80","0","0","0","0","11","80","NA","NA","0","NA","0","NA","0","2","NA","11","NA","80","80","NA","80","NA","80","NA","2","0","0","NA","NA","11","NA","NA","NA","NA","NA","11","80","NA","80","NA","NA","NA","NA","NA","11","80","0","80","NA","NA","NA","11","80","NA","80","NA","0","NA","NA","NA","11","80","Mon Feb 17 13:59:41 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","80","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-22.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","q","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","853","NA","59560","32914","NA","NA","NA","972","853","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","22","even","635474","NA","NA","1392577","1394083","2403207","NA","2404715","NA","1393080","2403710","NA","NA","711001","NA","1435057","1398086","2408719","NA","651440","1402142","NA","1401583","2412217","NA","NA","3714","NA","1440105","NA","3717","646393","NA","1394587","NA","2405219","2403707","NA","2405215","NA","2405714","NA","646398","634501","1439251","NA","NA","1402079","NA","NA","NA","NA","NA","1402081","2412714","NA","2412712","NA","NA","NA","NA","NA","1399585","2409218","1267075","2402992","NA","NA","NA","1395086","2405719","NA","2400705","NA","NA","NA","NA","NA","1392573","2402992","Extended template","0","0","0","yes","1024","QUEEN"
"4","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","81","NA","81","NA","11","81","NA","NA","0","0","0","11","81","0","0","0","0","11","81","NA","NA","0","NA","0","NA","0","2","NA","11","NA","81","81","NA","81","NA","81","NA","2","0","0","NA","NA","11","NA","NA","NA","NA","NA","11","81","NA","81","NA","NA","NA","NA","NA","11","81","0","81","NA","NA","NA","11","81","NA","81","NA","0","NA","NA","NA","11","81","Mon Feb 17 13:59:41 2025","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","81","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-22.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","q","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","853","NA","59560","32914","NA","NA","NA","972","853","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","22","even","635474","NA","NA","1392577","1394083","2415217","NA","2416724","NA","1393080","2415720","NA","NA","711001","NA","1435057","1398086","2420729","NA","651440","1402142","NA","1401583","2424234","NA","NA","3714","NA","1440105","NA","3717","646393","NA","1394587","NA","2417229","2415717","NA","2417225","NA","2417724","NA","646398","634501","1439251","NA","NA","1402079","NA","NA","NA","NA","NA","1402081","2424731","NA","2424729","NA","NA","NA","NA","NA","1399585","2424228","1267075","2415002","NA","NA","NA","1395086","2417728","NA","2412719","NA","NA","NA","NA","NA","1392573","2415002","Extended template","0","0","0","yes","1024","VENT"
"8","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","82","NA","82","NA","11","82","NA","NA","0","0","0","11","82","0","0","0","0","11","82","NA","NA","0","NA","0","NA","0","2","NA","11","NA","82","82","NA","82","NA","82","NA","2","0","0","NA","NA","11","NA","NA","NA","NA","NA","11","82","NA","82","NA","NA","NA","NA","NA","11","82","0","82","NA","NA","NA","11","82","NA","82","NA","0","NA","NA","NA","11","82","Mon Feb 17 13:59:41 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","82","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-22.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","q","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","853","NA","59560","32914","NA","NA","NA","972","853","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","22","even","635474","NA","NA","1392577","1394083","2427232","NA","2428739","NA","1393080","2427735","NA","NA","711001","NA","1435057","1398086","2432743","NA","651440","1402142","NA","1401583","2436240","NA","NA","3714","NA","1440105","NA","3717","646393","NA","1394587","NA","2429243","2427732","NA","2429239","NA","2429738","NA","646398","634501","1439251","NA","NA","1402079","NA","NA","NA","NA","NA","1402081","2436738","NA","2436736","NA","NA","NA","NA","NA","1399585","2433242","1267075","2427017","NA","NA","NA","1395086","2429742","NA","2424735","NA","NA","NA","NA","NA","1392573","2427017","Extended template","0","0","0","yes","1024","YARD"
"6","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","83","NA","83","NA","11","83","NA","NA","0","0","0","11","83","0","0","0","0","11","83","NA","NA","0","NA","0","NA","0","2","NA","11","NA","83","83","NA","83","NA","83","NA","2","0","0","NA","NA","11","NA","NA","NA","NA","NA","11","83","NA","83","NA","NA","NA","NA","NA","11","83","0","83","NA","NA","NA","11","83","NA","83","NA","0","NA","NA","NA","11","83","Mon Feb 17 13:59:41 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_CC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","83","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-22.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","q","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","853","NA","59560","32914","NA","NA","NA","972","853","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","22","even","635474","NA","NA","1392577","1394083","2439237","NA","2440745","NA","1393080","2439741","NA","NA","711001","NA","1435057","1398086","2444749","NA","651440","1402142","NA","1401583","2448247","NA","NA","3714","NA","1440105","NA","3717","646393","NA","1394587","NA","2441249","2439738","NA","2441245","NA","2441744","NA","646398","634501","1439251","NA","NA","1402079","NA","NA","NA","NA","NA","1402081","2448744","NA","2448742","NA","NA","NA","NA","NA","1399585","2446248","1267075","2439022","NA","NA","NA","1395086","2441749","NA","2436743","NA","NA","NA","NA","NA","1392573","2439022","Extended template","0","0","0","yes","1024","LEMON"
