"List_Number","SOA","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_end_of_familiarization","correct_instructions","correct_keyboard_response","correct_new_keyboard_response","count_Familiarization","count_Test_loop","count_about_this_template","count_blank_screen","count_blank_screen_1","count_blank_screen_1_1","count_blank_screen_1_1_1","count_blank_screen_2","count_blink_screen","count_blink_screen_1_1_1","count_blink_screen_1_2","count_blink_screen_2_1","count_block_loop","count_calibrate","count_calibrate_1","count_delay","count_delay_1","count_end_of_experiment","count_end_of_familiarization","count_end_of_practice","count_end_of_study","count_end_of_trial","count_end_of_trial_1","count_equal_instruction","count_ex_instruction","count_experiment","count_experimental_loop","count_experimental_loop_1","count_experimenter","count_eyetracking_init","count_familiarization_sequence","count_feedback","count_fixation_NT","count_fixation_NT_1","count_fixation_NT_2","count_inline_blink","count_inline_blink_1","count_inline_calibrate","count_inline_fixation","count_inline_fixation_1","count_inline_stimulus","count_inline_stimulus_1","count_instruction_cue","count_instructions","count_key_press","count_keyboard_response","count_log_end_of_trial","count_log_study","count_log_test","count_logger","count_loop","count_new_inline_script","count_new_keyboard_response","count_new_logger","count_new_logger_1","count_new_logger_1_1","count_new_loop","count_new_sketchpad","count_new_sketchpad_1","count_new_sketchpad_2","count_new_sketchpad_3","count_new_sketchpad_7","count_plus_instruction","count_post_cue","count_post_cue_1","count_practice_loop","count_record_study","count_record_study_1","count_reset_feedback","count_sketchpad","count_stimuli","count_stimuli_1","count_stimulus_study","count_stop_study","count_stop_test","count_test_instructions","count_test_log","count_test_sequence","count_trial_sequence","count_trial_sequence_1","count_trial_sequence_1_1","datetime","description","disable_garbage_collection","e_SO","empty_column","eq_sq","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","instruction","keyboard_backend","live_row","live_row_Familiarization","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_end_of_experiment","response_end_of_familiarization","response_end_of_practice","response_end_of_study","response_experimenter","response_feedback","response_instructions","response_key_press","response_keyboard_response","response_new_keyboard_response","response_new_sketchpad","response_new_sketchpad_1","response_new_sketchpad_3","response_test_instructions","response_time","response_time_end_of_experiment","response_time_end_of_familiarization","response_time_end_of_practice","response_time_end_of_study","response_time_experimenter","response_time_feedback","response_time_instructions","response_time_key_press","response_time_keyboard_response","response_time_new_keyboard_response","response_time_new_sketchpad","response_time_new_sketchpad_1","response_time_new_sketchpad_3","response_time_test_instructions","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_Familiarization","time_Test_loop","time_about_this_template","time_blank_screen","time_blank_screen_1","time_blank_screen_1_1","time_blank_screen_1_1_1","time_blank_screen_2","time_blink_screen","time_blink_screen_1_1_1","time_blink_screen_1_2","time_blink_screen_2_1","time_block_loop","time_calibrate","time_calibrate_1","time_delay","time_delay_1","time_end_of_experiment","time_end_of_familiarization","time_end_of_practice","time_end_of_study","time_end_of_trial","time_end_of_trial_1","time_equal_instruction","time_ex_instruction","time_experiment","time_experimental_loop","time_experimental_loop_1","time_experimenter","time_eyetracking_init","time_familiarization_sequence","time_feedback","time_fixation_NT","time_fixation_NT_1","time_fixation_NT_2","time_inline_blink","time_inline_blink_1","time_inline_calibrate","time_inline_fixation","time_inline_fixation_1","time_inline_stimulus","time_inline_stimulus_1","time_instruction_cue","time_instructions","time_key_press","time_keyboard_response","time_log_end_of_trial","time_log_study","time_log_test","time_logger","time_loop","time_new_inline_script","time_new_keyboard_response","time_new_logger","time_new_logger_1","time_new_logger_1_1","time_new_loop","time_new_sketchpad","time_new_sketchpad_1","time_new_sketchpad_2","time_new_sketchpad_3","time_new_sketchpad_7","time_plus_instruction","time_post_cue","time_post_cue_1","time_practice_loop","time_record_study","time_record_study_1","time_reset_feedback","time_sketchpad","time_stimuli","time_stimuli_1","time_stimulus_study","time_stop_study","time_stop_test","time_test_instructions","time_test_log","time_test_sequence","time_trial_sequence","time_trial_sequence_1","time_trial_sequence_1_1","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word"
"3","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","30","NA","NA","30","11","NA","30","NA","NA","0","0","11","30","0","0","0","0","11","30","NA","NA","0","NA","0","NA","0","2","NA","11","NA","30","30","NA","0","30","NA","30","NA","2","0","0","NA","11","30","NA","NA","NA","NA","NA","NA","11","30","NA","NA","NA","NA","NA","11","NA","11","30","0","30","NA","NA","NA","11","30","NA","30","NA","0","NA","NA","NA","11","30","Mon Mar 31 12:28:19 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_BB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","30","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-29.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","space","q","NA","NA","NA","space","q","NA","NA","NA","NA","NA","NA","18622","NA","52153","83658","NA","NA","NA","1142","18622","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","29","odd","1312018","NA","NA","1507725","2169831","NA","NA","2171337","1508228","NA","2170334","NA","NA","1380122","1600947","1513233","2175340","NA","1327968","1517288","NA","1516730","2178838","NA","NA","3202","NA","1807299","NA","3205","1322921","NA","1509735","NA","2171841","2170331","NA","NA","2171837","NA","2172336","NA","1322926","1310875","1788676","NA","1517226","2179333","NA","NA","NA","NA","NA","NA","1517228","2179335","NA","NA","NA","NA","NA","1509231","NA","1514732","2175839","1382181","2169614","NA","NA","NA","1510234","2172340","NA","2167326","NA","NA","NA","NA","NA","1507721","2169613","Extended template","0","0","0","yes","1024","JAIL"
"2","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","31","NA","NA","31","11","NA","31","NA","NA","0","0","11","31","0","0","0","0","11","31","NA","NA","0","NA","0","NA","0","2","NA","11","NA","31","31","NA","0","31","NA","31","NA","2","0","0","NA","11","31","NA","NA","NA","NA","NA","NA","11","31","NA","NA","NA","NA","NA","11","NA","11","31","0","31","NA","NA","NA","11","31","NA","31","NA","0","NA","NA","NA","11","31","Mon Mar 31 12:28:19 2025","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_BB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","31","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-29.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","space","q","NA","NA","NA","space","q","NA","NA","NA","NA","NA","NA","18622","NA","52153","83658","NA","NA","NA","1142","18622","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","29","odd","1312018","NA","NA","1507725","2181839","NA","NA","2183345","1508228","NA","2182342","NA","NA","1380122","1600947","1513233","2187348","NA","1327968","1517288","NA","1516730","2190858","NA","NA","3202","NA","1807299","NA","3205","1322921","NA","1509735","NA","2183849","2182339","NA","NA","2183845","NA","2184344","NA","1322926","1310875","1788676","NA","1517226","2191353","NA","NA","NA","NA","NA","NA","1517228","2191355","NA","NA","NA","NA","NA","1509231","NA","1514732","2190847","1382181","2181623","NA","NA","NA","1510234","2184348","NA","2179340","NA","NA","NA","NA","NA","1507721","2181623","Extended template","0","0","0","yes","1024","RAKE"
"2","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","32","NA","NA","32","11","NA","32","NA","NA","0","0","11","32","0","0","0","0","11","32","NA","NA","0","NA","0","NA","0","2","NA","11","NA","32","32","NA","0","32","NA","32","NA","2","0","0","NA","11","32","NA","NA","NA","NA","NA","NA","11","32","NA","NA","NA","NA","NA","11","NA","11","32","0","32","NA","NA","NA","11","32","NA","32","NA","0","NA","NA","NA","11","32","Mon Mar 31 12:28:19 2025","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_BB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","32","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-29.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","space","q","NA","NA","NA","space","q","NA","NA","NA","NA","NA","NA","18622","NA","52153","83658","NA","NA","NA","1142","18622","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","29","odd","1312018","NA","NA","1507725","2193863","NA","NA","2195369","1508228","NA","2194366","NA","NA","1380122","1600947","1513233","2199372","NA","1327968","1517288","NA","1516730","2202876","NA","NA","3202","NA","1807299","NA","3205","1322921","NA","1509735","NA","2195873","2194363","NA","NA","2195869","NA","2196368","NA","1322926","1310875","1788676","NA","1517226","2203371","NA","NA","NA","NA","NA","NA","1517228","2203373","NA","NA","NA","NA","NA","1509231","NA","1514732","2202871","1382181","2193645","NA","NA","NA","1510234","2196372","NA","2191359","NA","NA","NA","NA","NA","1507721","2193644","Extended template","0","0","0","yes","1024","DECADE"
"9","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","33","NA","NA","33","11","NA","33","NA","NA","0","0","11","33","0","0","0","0","11","33","NA","NA","0","NA","0","NA","0","2","NA","11","NA","33","33","NA","0","33","NA","33","NA","2","0","0","NA","11","33","NA","NA","NA","NA","NA","NA","11","33","NA","NA","NA","NA","NA","11","NA","11","33","0","33","NA","NA","NA","11","33","NA","33","NA","0","NA","NA","NA","11","33","Mon Mar 31 12:28:19 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_BB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","33","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-29.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","space","q","NA","NA","NA","space","q","NA","NA","NA","NA","NA","NA","18622","NA","52153","83658","NA","NA","NA","1142","18622","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","29","odd","1312018","NA","NA","1507725","2205888","NA","NA","2207394","1508228","NA","2206391","NA","NA","1380122","1600947","1513233","2211398","NA","1327968","1517288","NA","1516730","2214896","NA","NA","3202","NA","1807299","NA","3205","1322921","NA","1509735","NA","2207899","2206388","NA","NA","2207895","NA","2208394","NA","1322926","1310875","1788676","NA","1517226","2215391","NA","NA","NA","NA","NA","NA","1517228","2215393","NA","NA","NA","NA","NA","1509231","NA","1514732","2211897","1382181","2205670","NA","NA","NA","1510234","2208398","NA","2203377","NA","NA","NA","NA","NA","1507721","2205670","Extended template","0","0","0","yes","1024","JUNGLE"
"2","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","34","NA","NA","34","11","NA","34","NA","NA","0","0","11","34","0","0","0","0","11","34","NA","NA","0","NA","0","NA","0","2","NA","11","NA","34","34","NA","0","34","NA","34","NA","2","0","0","NA","11","34","NA","NA","NA","NA","NA","NA","11","34","NA","NA","NA","NA","NA","11","NA","11","34","0","34","NA","NA","NA","11","34","NA","34","NA","0","NA","NA","NA","11","34","Mon Mar 31 12:28:19 2025","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_BB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","34","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-29.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","space","q","NA","NA","NA","space","q","NA","NA","NA","NA","NA","NA","18622","NA","52153","83658","NA","NA","NA","1142","18622","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","29","odd","1312018","NA","NA","1507725","2217904","NA","NA","2219411","1508228","NA","2218407","NA","NA","1380122","1600947","1513233","2223414","NA","1327968","1517288","NA","1516730","2226925","NA","NA","3202","NA","1807299","NA","3205","1322921","NA","1509735","NA","2219915","2218404","NA","NA","2219911","NA","2220410","NA","1322926","1310875","1788676","NA","1517226","2227420","NA","NA","NA","NA","NA","NA","1517228","2227422","NA","NA","NA","NA","NA","1509231","NA","1514732","2226913","1382181","2217686","NA","NA","NA","1510234","2220414","NA","2215398","NA","NA","NA","NA","NA","1507721","2217686","Extended template","0","0","0","yes","1024","ZERO"
"3","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","35","NA","NA","35","11","NA","35","NA","NA","0","0","11","35","0","0","0","0","11","35","NA","NA","0","NA","0","NA","0","2","NA","11","NA","35","35","NA","0","35","NA","35","NA","2","0","0","NA","11","35","NA","NA","NA","NA","NA","NA","11","35","NA","NA","NA","NA","NA","11","NA","11","35","0","35","NA","NA","NA","11","35","NA","35","NA","0","NA","NA","NA","11","35","Mon Mar 31 12:28:19 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_BB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","35","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-29.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","space","q","NA","NA","NA","space","q","NA","NA","NA","NA","NA","NA","18622","NA","52153","83658","NA","NA","NA","1142","18622","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","29","odd","1312018","NA","NA","1507725","2229925","NA","NA","2231431","1508228","NA","2230428","NA","NA","1380122","1600947","1513233","2235434","NA","1327968","1517288","NA","1516730","2238932","NA","NA","3202","NA","1807299","NA","3205","1322921","NA","1509735","NA","2231935","2230425","NA","NA","2231931","NA","2232430","NA","1322926","1310875","1788676","NA","1517226","2239427","NA","NA","NA","NA","NA","NA","1517228","2239429","NA","NA","NA","NA","NA","1509231","NA","1514732","2235933","1382181","2229707","NA","NA","NA","1510234","2232434","NA","2227427","NA","NA","NA","NA","NA","1507721","2229707","Extended template","0","0","0","yes","1024","CAREER"
"1","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","36","NA","NA","36","11","NA","36","NA","NA","0","0","11","36","0","0","0","0","11","36","NA","NA","0","NA","0","NA","0","2","NA","11","NA","36","36","NA","0","36","NA","36","NA","2","0","0","NA","11","36","NA","NA","NA","NA","NA","NA","11","36","NA","NA","NA","NA","NA","11","NA","11","36","0","36","NA","NA","NA","11","36","NA","36","NA","0","NA","NA","NA","11","36","Mon Mar 31 12:28:19 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_BB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","36","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-29.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","space","q","NA","NA","NA","space","q","NA","NA","NA","NA","NA","NA","18622","NA","52153","83658","NA","NA","NA","1142","18622","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","29","odd","1312018","NA","NA","1507725","2241940","NA","NA","2243447","1508228","NA","2242443","NA","NA","1380122","1600947","1513233","2247450","NA","1327968","1517288","NA","1516730","2250947","NA","NA","3202","NA","1807299","NA","3205","1322921","NA","1509735","NA","2243951","2242440","NA","NA","2243947","NA","2244446","NA","1322926","1310875","1788676","NA","1517226","2251443","NA","NA","NA","NA","NA","NA","1517228","2251445","NA","NA","NA","NA","NA","1509231","NA","1514732","2248949","1382181","2241724","NA","NA","NA","1510234","2244450","NA","2239434","NA","NA","NA","NA","NA","1507721","2241724","Extended template","0","0","0","yes","1024","WINDOW"
"1","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","37","NA","NA","37","11","NA","37","NA","NA","0","0","11","37","0","0","0","0","11","37","NA","NA","0","NA","0","NA","0","2","NA","11","NA","37","37","NA","0","37","NA","37","NA","2","0","0","NA","11","37","NA","NA","NA","NA","NA","NA","11","37","NA","NA","NA","NA","NA","11","NA","11","37","0","37","NA","NA","NA","11","37","NA","37","NA","0","NA","NA","NA","11","37","Mon Mar 31 12:28:19 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_BB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","37","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-29.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","space","q","NA","NA","NA","space","q","NA","NA","NA","NA","NA","NA","18622","NA","52153","83658","NA","NA","NA","1142","18622","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","29","odd","1312018","NA","NA","1507725","2253951","NA","NA","2255457","1508228","NA","2254454","NA","NA","1380122","1600947","1513233","2259460","NA","1327968","1517288","NA","1516730","2262958","NA","NA","3202","NA","1807299","NA","3205","1322921","NA","1509735","NA","2255961","2254451","NA","NA","2255957","NA","2256456","NA","1322926","1310875","1788676","NA","1517226","2263453","NA","NA","NA","NA","NA","NA","1517228","2263455","NA","NA","NA","NA","NA","1509231","NA","1514732","2260959","1382181","2253734","NA","NA","NA","1510234","2256461","NA","2251449","NA","NA","NA","NA","NA","1507721","2253733","Extended template","0","0","0","yes","1024","LAWN"
"8","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","38","NA","NA","38","11","NA","38","NA","NA","0","0","11","38","0","0","0","0","11","38","NA","NA","0","NA","0","NA","0","2","NA","11","NA","38","38","NA","0","38","NA","38","NA","2","0","0","NA","11","38","NA","NA","NA","NA","NA","NA","11","38","NA","NA","NA","NA","NA","11","NA","11","38","0","38","NA","NA","NA","11","38","NA","38","NA","0","NA","NA","NA","11","38","Mon Mar 31 12:28:19 2025","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_BB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","38","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-29.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","space","q","NA","NA","NA","space","q","NA","NA","NA","NA","NA","NA","18622","NA","52153","83658","NA","NA","NA","1142","18622","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","29","odd","1312018","NA","NA","1507725","2265965","NA","NA","2267471","1508228","NA","2266468","NA","NA","1380122","1600947","1513233","2271474","NA","1327968","1517288","NA","1516730","2274992","NA","NA","3202","NA","1807299","NA","3205","1322921","NA","1509735","NA","2267975","2266465","NA","NA","2267971","NA","2268470","NA","1322926","1310875","1788676","NA","1517226","2275487","NA","NA","NA","NA","NA","NA","1517228","2275489","NA","NA","NA","NA","NA","1509231","NA","1514732","2274973","1382181","2265748","NA","NA","NA","1510234","2268475","NA","2263459","NA","NA","NA","NA","NA","1507721","2265748","Extended template","0","0","0","yes","1024","GANG"
"7","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","39","NA","NA","39","11","NA","39","NA","NA","0","0","11","39","0","0","0","0","11","39","NA","NA","0","NA","0","NA","0","2","NA","11","NA","39","39","NA","0","39","NA","39","NA","2","0","0","NA","11","39","NA","NA","NA","NA","NA","NA","11","39","NA","NA","NA","NA","NA","11","NA","11","39","0","39","NA","NA","NA","11","39","NA","39","NA","0","NA","NA","NA","11","39","Mon Mar 31 12:28:19 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_BB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","39","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-29.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","space","q","NA","NA","NA","space","q","NA","NA","NA","NA","NA","NA","18622","NA","52153","83658","NA","NA","NA","1142","18622","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","29","odd","1312018","NA","NA","1507725","2277997","NA","NA","2279504","1508228","NA","2278500","NA","NA","1380122","1600947","1513233","2283507","NA","1327968","1517288","NA","1516730","2287005","NA","NA","3202","NA","1807299","NA","3205","1322921","NA","1509735","NA","2280008","2278497","NA","NA","2280004","NA","2280503","NA","1322926","1310875","1788676","NA","1517226","2287500","NA","NA","NA","NA","NA","NA","1517228","2287502","NA","NA","NA","NA","NA","1509231","NA","1514732","2285006","1382181","2277780","NA","NA","NA","1510234","2280507","NA","2275494","NA","NA","NA","NA","NA","1507721","2277779","Extended template","0","0","0","yes","1024","LEASE"
"3","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","40","NA","NA","40","11","NA","40","NA","NA","0","0","11","40","0","0","0","0","11","40","NA","NA","0","NA","0","NA","0","2","NA","11","NA","40","40","NA","0","40","NA","40","NA","2","0","0","NA","11","40","NA","NA","NA","NA","NA","NA","11","40","NA","NA","NA","NA","NA","11","NA","11","40","0","40","NA","NA","NA","11","40","NA","40","NA","0","NA","NA","NA","11","40","Mon Mar 31 12:28:19 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_BB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","40","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-29.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","space","q","NA","NA","NA","space","q","NA","NA","NA","NA","NA","NA","18622","NA","52153","83658","NA","NA","NA","1142","18622","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","29","odd","1312018","NA","NA","1507725","2290012","NA","NA","2291518","1508228","NA","2290515","NA","NA","1380122","1600947","1513233","2295521","NA","1327968","1517288","NA","1516730","2299019","NA","NA","3202","NA","1807299","NA","3205","1322921","NA","1509735","NA","2292022","2290512","NA","NA","2292018","NA","2292517","NA","1322926","1310875","1788676","NA","1517226","2299514","NA","NA","NA","NA","NA","NA","1517228","2299516","NA","NA","NA","NA","NA","1509231","NA","1514732","2296020","1382181","2289796","NA","NA","NA","1510234","2292522","NA","2287506","NA","NA","NA","NA","NA","1507721","2289796","Extended template","0","0","0","yes","1024","VEHICLE"
"9","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","41","NA","NA","41","11","NA","41","NA","NA","0","0","11","41","0","0","0","0","11","41","NA","NA","0","NA","0","NA","0","2","NA","11","NA","41","41","NA","0","41","NA","41","NA","2","0","0","NA","11","41","NA","NA","NA","NA","NA","NA","11","41","NA","NA","NA","NA","NA","11","NA","11","41","0","41","NA","NA","NA","11","41","NA","41","NA","0","NA","NA","NA","11","41","Mon Mar 31 12:28:19 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_BB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","41","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-29.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","space","q","NA","NA","NA","space","q","NA","NA","NA","NA","NA","NA","18622","NA","52153","83658","NA","NA","NA","1142","18622","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","29","odd","1312018","NA","NA","1507725","2302025","NA","NA","2303531","1508228","NA","2302528","NA","NA","1380122","1600947","1513233","2307533","NA","1327968","1517288","NA","1516730","2311031","NA","NA","3202","NA","1807299","NA","3205","1322921","NA","1509735","NA","2304035","2302525","NA","NA","2304031","NA","2304530","NA","1322926","1310875","1788676","NA","1517226","2311526","NA","NA","NA","NA","NA","NA","1517228","2311528","NA","NA","NA","NA","NA","1509231","NA","1514732","2308032","1382181","2301810","NA","NA","NA","1510234","2304534","NA","2299521","NA","NA","NA","NA","NA","1507721","2301809","Extended template","0","0","0","yes","1024","ELITE"
"1","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","42","NA","NA","42","11","NA","42","NA","NA","0","0","11","42","0","0","0","0","11","42","NA","NA","0","NA","0","NA","0","2","NA","11","NA","42","42","NA","0","42","NA","42","NA","2","0","0","NA","11","42","NA","NA","NA","NA","NA","NA","11","42","NA","NA","NA","NA","NA","11","NA","11","42","0","42","NA","NA","NA","11","42","NA","42","NA","0","NA","NA","NA","11","42","Mon Mar 31 12:28:19 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_BB.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","42","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-29.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","q","NA","space","q","NA","NA","NA","space","q","NA","NA","NA","NA","NA","NA","18622","NA","52153","83658","NA","NA","NA","1142","18622","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","29","odd","1312018","NA","NA","1507725","2314034","NA","NA","2315540","1508228","NA","2314537","NA","NA","1380122","1600947","1513233","2319543","NA","1327968","1517288","NA","1516730","2323041","NA","NA","3202","NA","1807299","NA","3205","1322921","NA","1509735","NA","2316044","2314534","NA","NA","2316040","NA","2316539","NA","1322926","1310875","1788676","NA","1517226","2323536","NA","NA","NA","NA","NA","NA","1517228","2323538","NA","NA","NA","NA","NA","1509231","NA","1514732","2321042","1382181","2313817","NA","NA","NA","1510234","2316543","NA","2311532","NA","NA","NA","NA","NA","1507721","2313817","Extended template","0","0","0","yes","1024","VERSE"
