"List_Number","SOA","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_end_of_familiarization","correct_instructions","correct_keyboard_response","correct_new_keyboard_response","count_Familiarization","count_Test_loop","count_about_this_template","count_blank_screen","count_blank_screen_1","count_blank_screen_2","count_blank_screen_2_1","count_blank_screen_4","count_blink_screen","count_blink_screen_3","count_blink_screen_3_1","count_block_loop","count_calibrate","count_calibrate_1","count_calibrate_2","count_delay","count_delay_1","count_end_of_experiment","count_end_of_familiarization","count_end_of_practice","count_end_of_study","count_end_of_trial","count_end_of_trial_1","count_equal_instruction","count_ex_instruction","count_experiment","count_experimental_loop","count_experimental_loop_1","count_experimenter","count_eytracking_init","count_familiarization_sequence","count_feedback","count_fixation_NT","count_fixation_NT_1","count_fixation_NT_2","count_inline_blink","count_inline_blink_1","count_inline_fixation","count_inline_fixation_1","count_inline_stimulus","count_inline_stimulus_1","count_instruction_cue","count_instructions","count_key_press","count_keyboard_response","count_log_end_of_trial","count_logger","count_loop","count_new_inline_script","count_new_keyboard_response","count_new_logger","count_new_logger_1","count_new_logger_1_1","count_new_loop","count_new_pygaze_log","count_new_pygaze_log_1","count_new_pygaze_start_recording","count_new_sketchpad","count_new_sketchpad_1","count_new_sketchpad_2","count_new_sketchpad_3","count_new_sketchpad_4","count_plus_instruction","count_post_cue","count_post_cue_1","count_practice_loop","count_record_study","count_reset_feedback","count_sketchpad","count_stimuli","count_stimuli_1","count_stop_study","count_stop_test","count_test_instructions","count_test_log","count_test_sequence","count_trial_sequence","count_trial_sequence_1","count_trial_sequence_1_1","datetime","description","disable_garbage_collection","e_SO","empty_column","eq_sq","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","instruction","keyboard_backend","live_row","live_row_Familiarization","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_end_of_experiment","response_end_of_familiarization","response_end_of_practice","response_end_of_study","response_experimenter","response_feedback","response_instructions","response_key_press","response_keyboard_response","response_new_keyboard_response","response_new_sketchpad","response_new_sketchpad_1","response_new_sketchpad_3","response_test_instructions","response_time","response_time_end_of_experiment","response_time_end_of_familiarization","response_time_end_of_practice","response_time_end_of_study","response_time_experimenter","response_time_feedback","response_time_instructions","response_time_key_press","response_time_keyboard_response","response_time_new_keyboard_response","response_time_new_sketchpad","response_time_new_sketchpad_1","response_time_new_sketchpad_3","response_time_test_instructions","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_Familiarization","time_Test_loop","time_about_this_template","time_blank_screen","time_blank_screen_1","time_blank_screen_2","time_blank_screen_2_1","time_blank_screen_4","time_blink_screen","time_blink_screen_3","time_blink_screen_3_1","time_block_loop","time_calibrate","time_calibrate_1","time_calibrate_2","time_delay","time_delay_1","time_end_of_experiment","time_end_of_familiarization","time_end_of_practice","time_end_of_study","time_end_of_trial","time_end_of_trial_1","time_equal_instruction","time_ex_instruction","time_experiment","time_experimental_loop","time_experimental_loop_1","time_experimenter","time_eytracking_init","time_familiarization_sequence","time_feedback","time_fixation_NT","time_fixation_NT_1","time_fixation_NT_2","time_inline_blink","time_inline_blink_1","time_inline_fixation","time_inline_fixation_1","time_inline_stimulus","time_inline_stimulus_1","time_instruction_cue","time_instructions","time_key_press","time_keyboard_response","time_log_end_of_trial","time_logger","time_loop","time_new_inline_script","time_new_keyboard_response","time_new_logger","time_new_logger_1","time_new_logger_1_1","time_new_loop","time_new_pygaze_log","time_new_pygaze_log_1","time_new_pygaze_start_recording","time_new_sketchpad","time_new_sketchpad_1","time_new_sketchpad_2","time_new_sketchpad_3","time_new_sketchpad_4","time_plus_instruction","time_post_cue","time_post_cue_1","time_practice_loop","time_record_study","time_reset_feedback","time_sketchpad","time_stimuli","time_stimuli_1","time_stop_study","time_stop_test","time_test_instructions","time_test_log","time_test_sequence","time_trial_sequence","time_trial_sequence_1","time_trial_sequence_1_1","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word"
"1","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","56","NA","56","11","56","NA","NA","0","0","0","11","56","0","0","0","0","11","56","NA","NA","0","NA","0","NA","0","2","NA","11","NA","56","56","NA","56","NA","56","NA","2","0","0","NA","11","NA","NA","NA","NA","NA","11","56","NA","56","NA","NA","NA","NA","NA","NA","NA","NA","11","56","0","56","NA","NA","11","56","56","NA","0","NA","NA","NA","11","56","Tue Jan 28 14:09:06 2025","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_BC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","56","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-18.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","775","NA","2394","6656","NA","NA","NA","611","775","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","18","even","10309","NA","NA","464940","466448","1159537","NA","1161045","465444","1160041","NA","NA","28613","NA","481164","470450","1165050","NA","26218","474507","NA","473950","1168563","NA","NA","4170","NA","483989","NA","4189","21170","NA","466952","NA","1161550","1160037","NA","1161545","NA","1162045","NA","21176","9697","483213","NA","474445","NA","NA","NA","NA","NA","474447","1169060","NA","1169058","NA","NA","NA","NA","NA","NA","NA","NA","471950","1168550","340236","1159323","NA","NA","467451","1162050","1157031","NA","NA","NA","NA","NA","464936","1159323","Extended template","0","0","0","yes","1024","JOURNAL"
"7","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","57","NA","57","11","57","NA","NA","0","0","0","11","57","0","0","0","0","11","57","NA","NA","0","NA","0","NA","0","2","NA","11","NA","57","57","NA","57","NA","57","NA","2","0","0","NA","11","NA","NA","NA","NA","NA","11","57","NA","57","NA","NA","NA","NA","NA","NA","NA","NA","11","57","0","57","NA","NA","11","57","57","NA","0","NA","NA","NA","11","57","Tue Jan 28 14:09:06 2025","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_BC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","57","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-18.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","775","NA","2394","6656","NA","NA","NA","611","775","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","18","even","10309","NA","NA","464940","466448","1171569","NA","1173077","465444","1172073","NA","NA","28613","NA","481164","470450","1177082","NA","26218","474507","NA","473950","1180597","NA","NA","4170","NA","483989","NA","4189","21170","NA","466952","NA","1173582","1172069","NA","1173577","NA","1174077","NA","21176","9697","483213","NA","474445","NA","NA","NA","NA","NA","474447","1181094","NA","1181092","NA","NA","NA","NA","NA","NA","NA","NA","471950","1180582","340236","1171356","NA","NA","467451","1174082","1169064","NA","NA","NA","NA","NA","464936","1171356","Extended template","0","0","0","yes","1024","JUSTICE"
"2","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","58","NA","58","11","58","NA","NA","0","0","0","11","58","0","0","0","0","11","58","NA","NA","0","NA","0","NA","0","2","NA","11","NA","58","58","NA","58","NA","58","NA","2","0","0","NA","11","NA","NA","NA","NA","NA","11","58","NA","58","NA","NA","NA","NA","NA","NA","NA","NA","11","58","0","58","NA","NA","11","58","58","NA","0","NA","NA","NA","11","58","Tue Jan 28 14:09:06 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_BC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","58","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-18.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","775","NA","2394","6656","NA","NA","NA","611","775","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","18","even","10309","NA","NA","464940","466448","1183604","NA","1185112","465444","1184108","NA","NA","28613","NA","481164","470450","1189117","NA","26218","474507","NA","473950","1192616","NA","NA","4170","NA","483989","NA","4189","21170","NA","466952","NA","1185617","1184104","NA","1185612","NA","1186112","NA","21176","9697","483213","NA","474445","NA","NA","NA","NA","NA","474447","1193113","NA","1193111","NA","NA","NA","NA","NA","NA","NA","NA","471950","1189617","340236","1183389","NA","NA","467451","1186117","1181099","NA","NA","NA","NA","NA","464936","1183389","Extended template","0","0","0","yes","1024","EQUAL"
"9","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","59","NA","59","11","59","NA","NA","0","0","0","11","59","0","0","0","0","11","59","NA","NA","0","NA","0","NA","0","2","NA","11","NA","59","59","NA","59","NA","59","NA","2","0","0","NA","11","NA","NA","NA","NA","NA","11","59","NA","59","NA","NA","NA","NA","NA","NA","NA","NA","11","59","0","59","NA","NA","11","59","59","NA","0","NA","NA","NA","11","59","Tue Jan 28 14:09:06 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_BC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","59","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-18.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","775","NA","2394","6656","NA","NA","NA","611","775","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","18","even","10309","NA","NA","464940","466448","1195629","NA","1197137","465444","1196133","NA","NA","28613","NA","481164","470450","1201142","NA","26218","474507","NA","473950","1204641","NA","NA","4170","NA","483989","NA","4189","21170","NA","466952","NA","1197642","1196129","NA","1197637","NA","1198137","NA","21176","9697","483213","NA","474445","NA","NA","NA","NA","NA","474447","1205138","NA","1205136","NA","NA","NA","NA","NA","NA","NA","NA","471950","1202642","340236","1195415","NA","NA","467451","1198142","1193117","NA","NA","NA","NA","NA","464936","1195414","Extended template","0","0","0","yes","1024","ELITE"
"8","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","60","NA","60","11","60","NA","NA","0","0","0","11","60","0","0","0","0","11","60","NA","NA","0","NA","0","NA","0","2","NA","11","NA","60","60","NA","60","NA","60","NA","2","0","0","NA","11","NA","NA","NA","NA","NA","11","60","NA","60","NA","NA","NA","NA","NA","NA","NA","NA","11","60","0","60","NA","NA","11","60","60","NA","0","NA","NA","NA","11","60","Tue Jan 28 14:09:06 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_BC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","60","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-18.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","775","NA","2394","6656","NA","NA","NA","611","775","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","18","even","10309","NA","NA","464940","466448","1207652","NA","1209160","465444","1208156","NA","NA","28613","NA","481164","470450","1213165","NA","26218","474507","NA","473950","1216664","NA","NA","4170","NA","483989","NA","4189","21170","NA","466952","NA","1209665","1208152","NA","1209660","NA","1210160","NA","21176","9697","483213","NA","474445","NA","NA","NA","NA","NA","474447","1217161","NA","1217159","NA","NA","NA","NA","NA","NA","NA","NA","471950","1213664","340236","1207439","NA","NA","467451","1210165","1205143","NA","NA","NA","NA","NA","464936","1207438","Extended template","0","0","0","yes","1024","FRINGE"
"1","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","61","NA","61","11","61","NA","NA","0","0","0","11","61","0","0","0","0","11","61","NA","NA","0","NA","0","NA","0","2","NA","11","NA","61","61","NA","61","NA","61","NA","2","0","0","NA","11","NA","NA","NA","NA","NA","11","61","NA","61","NA","NA","NA","NA","NA","NA","NA","NA","11","61","0","61","NA","NA","11","61","61","NA","0","NA","NA","NA","11","61","Tue Jan 28 14:09:06 2025","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_BC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","61","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-18.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","775","NA","2394","6656","NA","NA","NA","611","775","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","18","even","10309","NA","NA","464940","466448","1219671","NA","1221179","465444","1220175","NA","NA","28613","NA","481164","470450","1225184","NA","26218","474507","NA","473950","1228697","NA","NA","4170","NA","483989","NA","4189","21170","NA","466952","NA","1221684","1220171","NA","1221679","NA","1222179","NA","21176","9697","483213","NA","474445","NA","NA","NA","NA","NA","474447","1229194","NA","1229192","NA","NA","NA","NA","NA","NA","NA","NA","471950","1228684","340236","1219458","NA","NA","467451","1222184","1217166","NA","NA","NA","NA","NA","464936","1219457","Extended template","0","0","0","yes","1024","LAWN"
"3","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","62","NA","62","11","62","NA","NA","0","0","0","11","62","0","0","0","0","11","62","NA","NA","0","NA","0","NA","0","2","NA","11","NA","62","62","NA","62","NA","62","NA","2","0","0","NA","11","NA","NA","NA","NA","NA","11","62","NA","62","NA","NA","NA","NA","NA","NA","NA","NA","11","62","0","62","NA","NA","11","62","62","NA","0","NA","NA","NA","11","62","Tue Jan 28 14:09:06 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_BC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","62","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-18.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","775","NA","2394","6656","NA","NA","NA","611","775","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","18","even","10309","NA","NA","464940","466448","1231707","NA","1233215","465444","1232211","NA","NA","28613","NA","481164","470450","1237220","NA","26218","474507","NA","473950","1240719","NA","NA","4170","NA","483989","NA","4189","21170","NA","466952","NA","1233720","1232207","NA","1233715","NA","1234215","NA","21176","9697","483213","NA","474445","NA","NA","NA","NA","NA","474447","1241216","NA","1241214","NA","NA","NA","NA","NA","NA","NA","NA","471950","1238719","340236","1231493","NA","NA","467451","1234220","1229198","NA","NA","NA","NA","NA","464936","1231493","Extended template","0","0","0","yes","1024","HAIL"
"1","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","63","NA","63","11","63","NA","NA","0","0","0","11","63","0","0","0","0","11","63","NA","NA","0","NA","0","NA","0","2","NA","11","NA","63","63","NA","63","NA","63","NA","2","0","0","NA","11","NA","NA","NA","NA","NA","11","63","NA","63","NA","NA","NA","NA","NA","NA","NA","NA","11","63","0","63","NA","NA","11","63","63","NA","0","NA","NA","NA","11","63","Tue Jan 28 14:09:06 2025","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_BC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","63","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-18.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","775","NA","2394","6656","NA","NA","NA","611","775","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","18","even","10309","NA","NA","464940","466448","1243729","NA","1245237","465444","1244233","NA","NA","28613","NA","481164","470450","1249244","NA","26218","474507","NA","473950","1252748","NA","NA","4170","NA","483989","NA","4189","21170","NA","466952","NA","1245742","1244229","NA","1245737","NA","1246237","NA","21176","9697","483213","NA","474445","NA","NA","NA","NA","NA","474447","1253245","NA","1253243","NA","NA","NA","NA","NA","NA","NA","NA","471950","1252744","340236","1243516","NA","NA","467451","1246243","1241221","NA","NA","NA","NA","NA","464936","1243515","Extended template","0","0","0","yes","1024","GOSSIP"
"7","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","64","NA","64","11","64","NA","NA","0","0","0","11","64","0","0","0","0","11","64","NA","NA","0","NA","0","NA","0","2","NA","11","NA","64","64","NA","64","NA","64","NA","2","0","0","NA","11","NA","NA","NA","NA","NA","11","64","NA","64","NA","NA","NA","NA","NA","NA","NA","NA","11","64","0","64","NA","NA","11","64","64","NA","0","NA","NA","NA","11","64","Tue Jan 28 14:09:06 2025","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_BC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","64","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-18.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","775","NA","2394","6656","NA","NA","NA","611","775","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","18","even","10309","NA","NA","464940","466448","1255756","NA","1257264","465444","1256260","NA","NA","28613","NA","481164","470450","1261269","NA","26218","474507","NA","473950","1264780","NA","NA","4170","NA","483989","NA","4189","21170","NA","466952","NA","1257769","1256256","NA","1257764","NA","1258264","NA","21176","9697","483213","NA","474445","NA","NA","NA","NA","NA","474447","1265277","NA","1265275","NA","NA","NA","NA","NA","NA","NA","NA","471950","1264769","340236","1255544","NA","NA","467451","1258269","1253249","NA","NA","NA","NA","NA","464936","1255544","Extended template","0","0","0","yes","1024","DEAR"
"8","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","65","NA","65","11","65","NA","NA","0","0","0","11","65","0","0","0","0","11","65","NA","NA","0","NA","0","NA","0","2","NA","11","NA","65","65","NA","65","NA","65","NA","2","0","0","NA","11","NA","NA","NA","NA","NA","11","65","NA","65","NA","NA","NA","NA","NA","NA","NA","NA","11","65","0","65","NA","NA","11","65","65","NA","0","NA","NA","NA","11","65","Tue Jan 28 14:09:06 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_BC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","65","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-18.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","775","NA","2394","6656","NA","NA","NA","611","775","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","18","even","10309","NA","NA","464940","466448","1267790","NA","1269298","465444","1268294","NA","NA","28613","NA","481164","470450","1273303","NA","26218","474507","NA","473950","1276802","NA","NA","4170","NA","483989","NA","4189","21170","NA","466952","NA","1269803","1268290","NA","1269798","NA","1270298","NA","21176","9697","483213","NA","474445","NA","NA","NA","NA","NA","474447","1277299","NA","1277297","NA","NA","NA","NA","NA","NA","NA","NA","471950","1273802","340236","1267576","NA","NA","467451","1270303","1265282","NA","NA","NA","NA","NA","464936","1267576","Extended template","0","0","0","yes","1024","UPPER"
"3","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","66","NA","66","11","66","NA","NA","0","0","0","11","66","0","0","0","0","11","66","NA","NA","0","NA","0","NA","0","2","NA","11","NA","66","66","NA","66","NA","66","NA","2","0","0","NA","11","NA","NA","NA","NA","NA","11","66","NA","66","NA","NA","NA","NA","NA","NA","NA","NA","11","66","0","66","NA","NA","11","66","66","NA","0","NA","NA","NA","11","66","Tue Jan 28 14:09:06 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_BC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","66","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-18.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","775","NA","2394","6656","NA","NA","NA","611","775","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","18","even","10309","NA","NA","464940","466448","1279810","NA","1281319","465444","1280315","NA","NA","28613","NA","481164","470450","1285324","NA","26218","474507","NA","473950","1288823","NA","NA","4170","NA","483989","NA","4189","21170","NA","466952","NA","1281824","1280311","NA","1281819","NA","1282319","NA","21176","9697","483213","NA","474445","NA","NA","NA","NA","NA","474447","1289320","NA","1289318","NA","NA","NA","NA","NA","NA","NA","NA","471950","1286824","340236","1279596","NA","NA","467451","1282324","1277303","NA","NA","NA","NA","NA","464936","1279596","Extended template","0","0","0","yes","1024","ACADEMY"
"7","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","67","NA","67","11","67","NA","NA","0","0","0","11","67","0","0","0","0","11","67","NA","NA","0","NA","0","NA","0","2","NA","11","NA","67","67","NA","67","NA","67","NA","2","0","0","NA","11","NA","NA","NA","NA","NA","11","67","NA","67","NA","NA","NA","NA","NA","NA","NA","NA","11","67","0","67","NA","NA","11","67","67","NA","0","NA","NA","NA","11","67","Tue Jan 28 14:09:06 2025","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_BC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","67","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-18.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","775","NA","2394","6656","NA","NA","NA","611","775","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","18","even","10309","NA","NA","464940","466448","1291827","NA","1293336","465444","1292332","NA","NA","28613","NA","481164","470450","1297341","NA","26218","474507","NA","473950","1300847","NA","NA","4170","NA","483989","NA","4189","21170","NA","466952","NA","1293841","1292328","NA","1293836","NA","1294336","NA","21176","9697","483213","NA","474445","NA","NA","NA","NA","NA","474447","1301344","NA","1301342","NA","NA","NA","NA","NA","NA","NA","NA","471950","1300841","340236","1291613","NA","NA","467451","1294341","1289324","NA","NA","NA","NA","NA","464936","1291613","Extended template","0","0","0","yes","1024","ACID"
"8","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","68","NA","68","11","68","NA","NA","0","0","0","11","68","0","0","0","0","11","68","NA","NA","0","NA","0","NA","0","2","NA","11","NA","68","68","NA","68","NA","68","NA","2","0","0","NA","11","NA","NA","NA","NA","NA","11","68","NA","68","NA","NA","NA","NA","NA","NA","NA","NA","11","68","0","68","NA","NA","11","68","68","NA","0","NA","NA","NA","11","68","Tue Jan 28 14:09:06 2025","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_BC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","68","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-18.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","775","NA","2394","6656","NA","NA","NA","611","775","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","18","even","10309","NA","NA","464940","466448","1303853","NA","1305361","465444","1304357","NA","NA","28613","NA","481164","470450","1309366","NA","26218","474507","NA","473950","1312865","NA","NA","4170","NA","483989","NA","4189","21170","NA","466952","NA","1305866","1304353","NA","1305861","NA","1306361","NA","21176","9697","483213","NA","474445","NA","NA","NA","NA","NA","474447","1313362","NA","1313360","NA","NA","NA","NA","NA","NA","NA","NA","471950","1309866","340236","1303639","NA","NA","467451","1306366","1301349","NA","NA","NA","NA","NA","464936","1303639","Extended template","0","0","0","yes","1024","KNIGHT"
"3","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","11","11","69","NA","69","11","69","NA","NA","0","0","0","11","69","0","0","0","0","11","69","NA","NA","0","NA","0","NA","0","2","NA","11","NA","69","69","NA","69","NA","69","NA","2","0","0","NA","11","NA","NA","NA","NA","NA","11","69","NA","69","NA","NA","NA","NA","NA","NA","NA","NA","11","69","0","69","NA","NA","11","69","69","NA","0","NA","NA","NA","11","69","Tue Jan 28 14:09:06 2025","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_BC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","69","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-18.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","space","NA","NA","NA","space","space","NA","NA","NA","NA","NA","NA","775","NA","2394","6656","NA","NA","NA","611","775","NA","NA","NA","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","18","even","10309","NA","NA","464940","466448","1315876","NA","1317384","465444","1316380","NA","NA","28613","NA","481164","470450","1321389","NA","26218","474507","NA","473950","1324888","NA","NA","4170","NA","483989","NA","4189","21170","NA","466952","NA","1317889","1316376","NA","1317884","NA","1318384","NA","21176","9697","483213","NA","474445","NA","NA","NA","NA","NA","474447","1325385","NA","1325383","NA","NA","NA","NA","NA","NA","NA","NA","471950","1322889","340236","1315662","NA","NA","467451","1318389","1313366","NA","NA","NA","NA","NA","464936","1315661","Extended template","0","0","0","yes","1024","RADICAL"
