"List_Number","SOA","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_end_of_familiarization","correct_instructions","correct_keyboard_response","correct_new_keyboard_response","count_Familiarization","count_Inline_Fixation","count_Test_loop","count_about_this_template","count_blank_screen","count_blank_screen_1","count_blank_screen_2","count_blank_screen_3","count_blank_screen_4","count_blank_screen_5","count_blink_screen","count_blink_screen_1","count_blink_screen_2","count_block_loop","count_calibrate","count_calibrate_2","count_calibrate_3","count_delay","count_delay_1","count_end_of_experiment","count_end_of_familiarization","count_end_of_practice","count_end_of_study","count_end_of_trial","count_end_of_trial_1","count_equal_instruction","count_ex_instruction","count_experiment","count_experimental_loop","count_experimental_loop_1","count_experimenter","count_eyetracking_init","count_familiarization_sequence","count_feedback","count_fixation_NT","count_fixation_NT_1","count_fixation_NT_2","count_inlin_blink","count_inline_blink","count_inline_blink_1","count_inline_fixation_1","count_inline_stimulus","count_inline_stimulus_1","count_instruction_cue","count_instructions","count_keyboard_response","count_log_end_of_practice","count_log_end_of_test","count_log_end_of_trial","count_logger","count_loop","count_new_inline_script","count_new_keyboard_response","count_new_logger","count_new_logger_1","count_new_logger_1_1","count_new_loop","count_new_pygaze_start_recording","count_new_sketchpad","count_new_sketchpad_1","count_new_sketchpad_2","count_new_sketchpad_3","count_new_sketchpad_6","count_plus_instruction","count_post_cue","count_post_cue_1","count_practice_loop","count_press_key","count_record_study","count_reset_feedback","count_sketchpad","count_stimuli","count_stimuli_1","count_stimulus_test","count_stop_study","count_stop_test","count_test_instructions","count_test_log","count_test_sequence","count_trial_sequence","count_trial_sequence_1","count_trial_sequence_1_1","datetime","description","disable_garbage_collection","e_SO","empty_column","eq_sq","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","instruction","keyboard_backend","live_row","live_row_Familiarization","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_end_of_experiment","response_end_of_familiarization","response_end_of_practice","response_end_of_study","response_experimenter","response_feedback","response_instructions","response_keyboard_response","response_new_keyboard_response","response_new_sketchpad","response_new_sketchpad_1","response_new_sketchpad_3","response_new_sketchpad_6","response_press_key","response_test_instructions","response_time","response_time_end_of_experiment","response_time_end_of_familiarization","response_time_end_of_practice","response_time_end_of_study","response_time_experimenter","response_time_feedback","response_time_instructions","response_time_keyboard_response","response_time_new_keyboard_response","response_time_new_sketchpad","response_time_new_sketchpad_1","response_time_new_sketchpad_3","response_time_new_sketchpad_6","response_time_press_key","response_time_test_instructions","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_Familiarization","time_Inline_Fixation","time_Test_loop","time_about_this_template","time_blank_screen","time_blank_screen_1","time_blank_screen_2","time_blank_screen_3","time_blank_screen_4","time_blank_screen_5","time_blink_screen","time_blink_screen_1","time_blink_screen_2","time_block_loop","time_calibrate","time_calibrate_2","time_calibrate_3","time_delay","time_delay_1","time_end_of_experiment","time_end_of_familiarization","time_end_of_practice","time_end_of_study","time_end_of_trial","time_end_of_trial_1","time_equal_instruction","time_ex_instruction","time_experiment","time_experimental_loop","time_experimental_loop_1","time_experimenter","time_eyetracking_init","time_familiarization_sequence","time_feedback","time_fixation_NT","time_fixation_NT_1","time_fixation_NT_2","time_inlin_blink","time_inline_blink","time_inline_blink_1","time_inline_fixation_1","time_inline_stimulus","time_inline_stimulus_1","time_instruction_cue","time_instructions","time_keyboard_response","time_log_end_of_practice","time_log_end_of_test","time_log_end_of_trial","time_logger","time_loop","time_new_inline_script","time_new_keyboard_response","time_new_logger","time_new_logger_1","time_new_logger_1_1","time_new_loop","time_new_pygaze_start_recording","time_new_sketchpad","time_new_sketchpad_1","time_new_sketchpad_2","time_new_sketchpad_3","time_new_sketchpad_6","time_plus_instruction","time_post_cue","time_post_cue_1","time_practice_loop","time_press_key","time_record_study","time_reset_feedback","time_sketchpad","time_stimuli","time_stimuli_1","time_stimulus_test","time_stop_study","time_stop_test","time_test_instructions","time_test_log","time_test_sequence","time_trial_sequence","time_trial_sequence_1","time_trial_sequence_1_1","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word"
"2","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","104","0","NA","11","11","104","104","NA","NA","11","104","NA","NA","0","0","0","11","104","0","0","0","0","11","104","NA","NA","0","NA","0","NA","0","2","NA","11","NA","104","NA","104","NA","NA","104","NA","2","0","NA","11","NA","104","NA","NA","NA","NA","NA","11","104","NA","NA","NA","NA","NA","NA","NA","NA","11","104","0","0","104","NA","NA","11","104","NA","104","NA","0","NA","NA","NA","11","104","Tue Nov 19 17:01:47 2024","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","104","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-5.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","c","NA","NA","NA","q","NA","NA","NA","NA","NA","NA","space","NA","4273","NA","53861","33248","NA","NA","NA","1339","NA","NA","NA","NA","NA","NA","4273","NA","2","legacy","1024","2","48000","-16","experiment","5","odd","627832","2421256","NA","NA","1030094","1031601","2419248","2420756","NA","NA","1030598","2419752","NA","NA","697624","1072912","NA","1035606","2424761","NA","643762","1039663","NA","1039105","2428260","NA","NA","4157","NA","1167816","NA","4160","638713","NA","1032107","NA","2421261","NA","2419748","NA","NA","2421756","NA","638718","626492","NA","1039600","NA","2428755","NA","NA","NA","NA","NA","1039602","2428757","NA","NA","NA","NA","NA","NA","NA","NA","1036106","2425261","904289","1163542","2419031","NA","NA","1032606","2421761","NA","2416752","NA","NA","NA","NA","NA","1030090","2419031","Extended template","0","0","0","yes","1024","GLOBE"
"2","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","105","0","NA","11","11","105","105","NA","NA","11","105","NA","NA","0","0","0","11","105","0","0","0","0","11","105","NA","NA","0","NA","0","NA","0","2","NA","11","NA","105","NA","105","NA","NA","105","NA","2","0","NA","11","NA","105","NA","NA","NA","NA","NA","11","105","NA","NA","NA","NA","NA","NA","NA","NA","11","105","0","0","105","NA","NA","11","105","NA","105","NA","0","NA","NA","NA","11","105","Tue Nov 19 17:01:47 2024","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","105","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-5.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","c","NA","NA","NA","q","NA","NA","NA","NA","NA","NA","space","NA","4273","NA","53861","33248","NA","NA","NA","1339","NA","NA","NA","NA","NA","NA","4273","NA","2","legacy","1024","2","48000","-16","experiment","5","odd","627832","2433264","NA","NA","1030094","1031601","2431256","2432764","NA","NA","1030598","2431760","NA","NA","697624","1072912","NA","1035606","2436769","NA","643762","1039663","NA","1039105","2440268","NA","NA","4157","NA","1167816","NA","4160","638713","NA","1032107","NA","2433269","NA","2431756","NA","NA","2433764","NA","638718","626492","NA","1039600","NA","2440763","NA","NA","NA","NA","NA","1039602","2440765","NA","NA","NA","NA","NA","NA","NA","NA","1036106","2437268","904289","1163542","2431040","NA","NA","1032606","2433769","NA","2428762","NA","NA","NA","NA","NA","1030090","2431040","Extended template","0","0","0","yes","1024","GIANT"
"6","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","106","0","NA","11","11","106","106","NA","NA","11","106","NA","NA","0","0","0","11","106","0","0","0","0","11","106","NA","NA","0","NA","0","NA","0","2","NA","11","NA","106","NA","106","NA","NA","106","NA","2","0","NA","11","NA","106","NA","NA","NA","NA","NA","11","106","NA","NA","NA","NA","NA","NA","NA","NA","11","106","0","0","106","NA","NA","11","106","NA","106","NA","0","NA","NA","NA","11","106","Tue Nov 19 17:01:47 2024","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","106","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-5.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","c","NA","NA","NA","q","NA","NA","NA","NA","NA","NA","space","NA","4273","NA","53861","33248","NA","NA","NA","1339","NA","NA","NA","NA","NA","NA","4273","NA","2","legacy","1024","2","48000","-16","experiment","5","odd","627832","2445273","NA","NA","1030094","1031601","2443265","2444773","NA","NA","1030598","2443769","NA","NA","697624","1072912","NA","1035606","2448778","NA","643762","1039663","NA","1039105","2452277","NA","NA","4157","NA","1167816","NA","4160","638713","NA","1032107","NA","2445278","NA","2443765","NA","NA","2445773","NA","638718","626492","NA","1039600","NA","2452772","NA","NA","NA","NA","NA","1039602","2452774","NA","NA","NA","NA","NA","NA","NA","NA","1036106","2450278","904289","1163542","2443050","NA","NA","1032606","2445778","NA","2440770","NA","NA","NA","NA","NA","1030090","2443049","Extended template","0","0","0","yes","1024","KNOCK"
"4","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","107","0","NA","11","11","107","107","NA","NA","11","107","NA","NA","0","0","0","11","107","0","0","0","0","11","107","NA","NA","0","NA","0","NA","0","2","NA","11","NA","107","NA","107","NA","NA","107","NA","2","0","NA","11","NA","107","NA","NA","NA","NA","NA","11","107","NA","NA","NA","NA","NA","NA","NA","NA","11","107","0","0","107","NA","NA","11","107","NA","107","NA","0","NA","NA","NA","11","107","Tue Nov 19 17:01:47 2024","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","107","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-5.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","c","NA","NA","NA","q","NA","NA","NA","NA","NA","NA","space","NA","4273","NA","53861","33248","NA","NA","NA","1339","NA","NA","NA","NA","NA","NA","4273","NA","2","legacy","1024","2","48000","-16","experiment","5","odd","627832","2457282","NA","NA","1030094","1031601","2455274","2456782","NA","NA","1030598","2455778","NA","NA","697624","1072912","NA","1035606","2460787","NA","643762","1039663","NA","1039105","2464292","NA","NA","4157","NA","1167816","NA","4160","638713","NA","1032107","NA","2457287","NA","2455774","NA","NA","2457782","NA","638718","626492","NA","1039600","NA","2464787","NA","NA","NA","NA","NA","1039602","2464789","NA","NA","NA","NA","NA","NA","NA","NA","1036106","2464287","904289","1163542","2455057","NA","NA","1032606","2457787","NA","2452778","NA","NA","NA","NA","NA","1030090","2455057","Extended template","0","0","0","yes","1024","QUARTER"
"5","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","108","0","NA","11","11","108","108","NA","NA","11","108","NA","NA","0","0","0","11","108","0","0","0","0","11","108","NA","NA","0","NA","0","NA","0","2","NA","11","NA","108","NA","108","NA","NA","108","NA","2","0","NA","11","NA","108","NA","NA","NA","NA","NA","11","108","NA","NA","NA","NA","NA","NA","NA","NA","11","108","0","0","108","NA","NA","11","108","NA","108","NA","0","NA","NA","NA","11","108","Tue Nov 19 17:01:47 2024","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","108","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-5.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","c","NA","NA","NA","q","NA","NA","NA","NA","NA","NA","space","NA","4273","NA","53861","33248","NA","NA","NA","1339","NA","NA","NA","NA","NA","NA","4273","NA","2","legacy","1024","2","48000","-16","experiment","5","odd","627832","2469293","NA","NA","1030094","1031601","2467285","2468793","NA","NA","1030598","2467789","NA","NA","697624","1072912","NA","1035606","2472798","NA","643762","1039663","NA","1039105","2476297","NA","NA","4157","NA","1167816","NA","4160","638713","NA","1032107","NA","2469298","NA","2467785","NA","NA","2469793","NA","638718","626492","NA","1039600","NA","2476792","NA","NA","NA","NA","NA","1039602","2476794","NA","NA","NA","NA","NA","NA","NA","NA","1036106","2473298","904289","1163542","2467071","NA","NA","1032606","2469798","NA","2464794","NA","NA","NA","NA","NA","1030090","2467071","Extended template","0","0","0","yes","1024","LABEL"
"1","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","109","0","NA","11","11","109","109","NA","NA","11","109","NA","NA","0","0","0","11","109","0","0","0","0","11","109","NA","NA","0","NA","0","NA","0","2","NA","11","NA","109","NA","109","NA","NA","109","NA","2","0","NA","11","NA","109","NA","NA","NA","NA","NA","11","109","NA","NA","NA","NA","NA","NA","NA","NA","11","109","0","0","109","NA","NA","11","109","NA","109","NA","0","NA","NA","NA","11","109","Tue Nov 19 17:01:47 2024","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","109","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-5.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","c","NA","NA","NA","q","NA","NA","NA","NA","NA","NA","space","NA","4273","NA","53861","33248","NA","NA","NA","1339","NA","NA","NA","NA","NA","NA","4273","NA","2","legacy","1024","2","48000","-16","experiment","5","odd","627832","2481299","NA","NA","1030094","1031601","2479291","2480799","NA","NA","1030598","2479795","NA","NA","697624","1072912","NA","1035606","2484804","NA","643762","1039663","NA","1039105","2488309","NA","NA","4157","NA","1167816","NA","4160","638713","NA","1032107","NA","2481304","NA","2479791","NA","NA","2481799","NA","638718","626492","NA","1039600","NA","2488804","NA","NA","NA","NA","NA","1039602","2488806","NA","NA","NA","NA","NA","NA","NA","NA","1036106","2488304","904289","1163542","2479076","NA","NA","1032606","2481804","NA","2476798","NA","NA","NA","NA","NA","1030090","2479076","Extended template","0","0","0","yes","1024","INCOME"
"6","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","110","0","NA","11","11","110","110","NA","NA","11","110","NA","NA","0","0","0","11","110","0","0","0","0","11","110","NA","NA","0","NA","0","NA","0","2","NA","11","NA","110","NA","110","NA","NA","110","NA","2","0","NA","11","NA","110","NA","NA","NA","NA","NA","11","110","NA","NA","NA","NA","NA","NA","NA","NA","11","110","0","0","110","NA","NA","11","110","NA","110","NA","0","NA","NA","NA","11","110","Tue Nov 19 17:01:47 2024","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","110","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-5.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","c","NA","NA","NA","q","NA","NA","NA","NA","NA","NA","space","NA","4273","NA","53861","33248","NA","NA","NA","1339","NA","NA","NA","NA","NA","NA","4273","NA","2","legacy","1024","2","48000","-16","experiment","5","odd","627832","2493316","NA","NA","1030094","1031601","2491308","2492816","NA","NA","1030598","2491812","NA","NA","697624","1072912","NA","1035606","2496821","NA","643762","1039663","NA","1039105","2500320","NA","NA","4157","NA","1167816","NA","4160","638713","NA","1032107","NA","2493321","NA","2491808","NA","NA","2493816","NA","638718","626492","NA","1039600","NA","2500815","NA","NA","NA","NA","NA","1039602","2500817","NA","NA","NA","NA","NA","NA","NA","NA","1036106","2498320","904289","1163542","2491092","NA","NA","1032606","2493821","NA","2488811","NA","NA","NA","NA","NA","1030090","2491092","Extended template","0","0","0","yes","1024","HANDLE"
"3","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","111","0","NA","11","11","111","111","NA","NA","11","111","NA","NA","0","0","0","11","111","0","0","0","0","11","111","NA","NA","0","NA","0","NA","0","2","NA","11","NA","111","NA","111","NA","NA","111","NA","2","0","NA","11","NA","111","NA","NA","NA","NA","NA","11","111","NA","NA","NA","NA","NA","NA","NA","NA","11","111","0","0","111","NA","NA","11","111","NA","111","NA","0","NA","NA","NA","11","111","Tue Nov 19 17:01:47 2024","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","111","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-5.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","c","NA","NA","NA","q","NA","NA","NA","NA","NA","NA","space","NA","4273","NA","53861","33248","NA","NA","NA","1339","NA","NA","NA","NA","NA","NA","4273","NA","2","legacy","1024","2","48000","-16","experiment","5","odd","627832","2505325","NA","NA","1030094","1031601","2503317","2504825","NA","NA","1030598","2503821","NA","NA","697624","1072912","NA","1035606","2508830","NA","643762","1039663","NA","1039105","2512329","NA","NA","4157","NA","1167816","NA","4160","638713","NA","1032107","NA","2505330","NA","2503817","NA","NA","2505825","NA","638718","626492","NA","1039600","NA","2512824","NA","NA","NA","NA","NA","1039602","2512826","NA","NA","NA","NA","NA","NA","NA","NA","1036106","2510330","904289","1163542","2503102","NA","NA","1032606","2505830","NA","2500822","NA","NA","NA","NA","NA","1030090","2503102","Extended template","0","0","0","yes","1024","RABBIT"
"6","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Exes","uniform","undefined","undefined","undefined","NA","NA","0","112","0","NA","11","11","112","112","NA","NA","11","112","NA","NA","0","0","0","11","112","0","0","0","0","11","112","NA","NA","0","NA","0","NA","0","2","NA","11","NA","112","NA","112","NA","NA","112","NA","2","0","NA","11","NA","112","NA","NA","NA","NA","NA","11","112","NA","NA","NA","NA","NA","NA","NA","NA","11","112","0","0","112","NA","NA","11","112","NA","112","NA","0","NA","NA","NA","11","112","Tue Nov 19 17:01:47 2024","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","112","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-5.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","c","NA","NA","NA","q","NA","NA","NA","NA","NA","NA","space","NA","4273","NA","53861","33248","NA","NA","NA","1339","NA","NA","NA","NA","NA","NA","4273","NA","2","legacy","1024","2","48000","-16","experiment","5","odd","627832","2517330","NA","NA","1030094","1031601","2515322","2516830","NA","NA","1030598","2515826","NA","NA","697624","1072912","NA","1035606","2520835","NA","643762","1039663","NA","1039105","2524334","NA","NA","4157","NA","1167816","NA","4160","638713","NA","1032107","NA","2517335","NA","2515822","NA","NA","2517830","NA","638718","626492","NA","1039600","NA","2524829","NA","NA","NA","NA","NA","1039602","2524831","NA","NA","NA","NA","NA","NA","NA","NA","1036106","2522334","904289","1163542","2515107","NA","NA","1032606","2517835","NA","2512831","NA","NA","NA","NA","NA","1030090","2515107","Extended template","0","0","0","yes","1024","UPSET"
"2","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","113","0","NA","11","11","113","113","NA","NA","11","113","NA","NA","0","0","0","11","113","0","0","0","0","11","113","NA","NA","0","NA","0","NA","0","2","NA","11","NA","113","NA","113","NA","NA","113","NA","2","0","NA","11","NA","113","NA","NA","NA","NA","NA","11","113","NA","NA","NA","NA","NA","NA","NA","NA","11","113","0","0","113","NA","NA","11","113","NA","113","NA","0","NA","NA","NA","11","113","Tue Nov 19 17:01:47 2024","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","113","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-5.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","c","NA","NA","NA","q","NA","NA","NA","NA","NA","NA","space","NA","4273","NA","53861","33248","NA","NA","NA","1339","NA","NA","NA","NA","NA","NA","4273","NA","2","legacy","1024","2","48000","-16","experiment","5","odd","627832","2529336","NA","NA","1030094","1031601","2527328","2528836","NA","NA","1030598","2527832","NA","NA","697624","1072912","NA","1035606","2532841","NA","643762","1039663","NA","1039105","2536340","NA","NA","4157","NA","1167816","NA","4160","638713","NA","1032107","NA","2529341","NA","2527828","NA","NA","2529836","NA","638718","626492","NA","1039600","NA","2536835","NA","NA","NA","NA","NA","1039602","2536837","NA","NA","NA","NA","NA","NA","NA","NA","1036106","2533340","904289","1163542","2527113","NA","NA","1032606","2529841","NA","2524836","NA","NA","NA","NA","NA","1030090","2527113","Extended template","0","0","0","yes","1024","ADDITION"
"3","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","114","0","NA","11","11","114","114","NA","NA","11","114","NA","NA","0","0","0","11","114","0","0","0","0","11","114","NA","NA","0","NA","0","NA","0","2","NA","11","NA","114","NA","114","NA","NA","114","NA","2","0","NA","11","NA","114","NA","NA","NA","NA","NA","11","114","NA","NA","NA","NA","NA","NA","NA","NA","11","114","0","0","114","NA","NA","11","114","NA","114","NA","0","NA","NA","NA","11","114","Tue Nov 19 17:01:47 2024","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","114","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-5.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","c","NA","NA","NA","q","NA","NA","NA","NA","NA","NA","space","NA","4273","NA","53861","33248","NA","NA","NA","1339","NA","NA","NA","NA","NA","NA","4273","NA","2","legacy","1024","2","48000","-16","experiment","5","odd","627832","2541347","NA","NA","1030094","1031601","2539339","2540847","NA","NA","1030598","2539843","NA","NA","697624","1072912","NA","1035606","2544852","NA","643762","1039663","NA","1039105","2548351","NA","NA","4157","NA","1167816","NA","4160","638713","NA","1032107","NA","2541352","NA","2539839","NA","NA","2541847","NA","638718","626492","NA","1039600","NA","2548846","NA","NA","NA","NA","NA","1039602","2548848","NA","NA","NA","NA","NA","NA","NA","NA","1036106","2546352","904289","1163542","2539123","NA","NA","1032606","2541852","NA","2536842","NA","NA","NA","NA","NA","1030090","2539123","Extended template","0","0","0","yes","1024","DETAIL"
"3","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","115","0","NA","11","11","115","115","NA","NA","11","115","NA","NA","0","0","0","11","115","0","0","0","0","11","115","NA","NA","0","NA","0","NA","0","2","NA","11","NA","115","NA","115","NA","NA","115","NA","2","0","NA","11","NA","115","NA","NA","NA","NA","NA","11","115","NA","NA","NA","NA","NA","NA","NA","NA","11","115","0","0","115","NA","NA","11","115","NA","115","NA","0","NA","NA","NA","11","115","Tue Nov 19 17:01:47 2024","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","115","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-5.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","c","NA","NA","NA","q","NA","NA","NA","NA","NA","NA","space","NA","4273","NA","53861","33248","NA","NA","NA","1339","NA","NA","NA","NA","NA","NA","4273","NA","2","legacy","1024","2","48000","-16","experiment","5","odd","627832","2553354","NA","NA","1030094","1031601","2551346","2552854","NA","NA","1030598","2551850","NA","NA","697624","1072912","NA","1035606","2556859","NA","643762","1039663","NA","1039105","2560358","NA","NA","4157","NA","1167816","NA","4160","638713","NA","1032107","NA","2553359","NA","2551846","NA","NA","2553854","NA","638718","626492","NA","1039600","NA","2560853","NA","NA","NA","NA","NA","1039602","2560855","NA","NA","NA","NA","NA","NA","NA","NA","1036106","2558359","904289","1163542","2551131","NA","NA","1032606","2553859","NA","2548852","NA","NA","NA","NA","NA","1030090","2551131","Extended template","0","0","0","yes","1024","GEAR"
"2","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","116","0","NA","11","11","116","116","NA","NA","11","116","NA","NA","0","0","0","11","116","0","0","0","0","11","116","NA","NA","0","NA","0","NA","0","2","NA","11","NA","116","NA","116","NA","NA","116","NA","2","0","NA","11","NA","116","NA","NA","NA","NA","NA","11","116","NA","NA","NA","NA","NA","NA","NA","NA","11","116","0","0","116","NA","NA","11","116","NA","116","NA","0","NA","NA","NA","11","116","Tue Nov 19 17:01:47 2024","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_AC.osexp","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","116","2","11","/Users/eyelink/Desktop/Siyue_ProdPupil_Fall24/data/subject-5.csv","xpyriment","Kafkaesque Koffka","3.2.8","0","space","NA","q","c","NA","NA","NA","q","NA","NA","NA","NA","NA","NA","space","NA","4273","NA","53861","33248","NA","NA","NA","1339","NA","NA","NA","NA","NA","NA","4273","NA","2","legacy","1024","2","48000","-16","experiment","5","odd","627832","2565364","NA","NA","1030094","1031601","2563356","2564864","NA","NA","1030598","2563860","NA","NA","697624","1072912","NA","1035606","2568869","NA","643762","1039663","NA","1039105","2572368","NA","NA","4157","NA","1167816","NA","4160","638713","NA","1032107","NA","2565369","NA","2563856","NA","NA","2565864","NA","638718","626492","NA","1039600","NA","2572863","NA","NA","NA","NA","NA","1039602","2572865","NA","NA","NA","NA","NA","NA","NA","NA","1036106","2569369","904289","1163542","2563141","NA","NA","1032606","2565869","NA","2560860","NA","NA","NA","NA","NA","1030090","2563140","Extended template","0","0","0","yes","1024","QUOTE"
