"List_Number","SOA","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_end_of_familiarization","correct_instructions","correct_keyboard_response","correct_new_keyboard_response","count_Familiarization","count_Test_loop","count_about_this_template","count_block_loop","count_delay","count_end_of_experiment","count_end_of_familiarization","count_end_of_practice","count_end_of_study","count_end_of_trial","count_equal_instruction","count_ex_instruction","count_experiment","count_experimental_loop","count_experimenter","count_familiarization_sequence","count_feedback","count_fixation_NT","count_fixation_NT_1","count_instruction_cue","count_instructions","count_keyboard_response","count_logger","count_loop","count_new_inline_script","count_new_keyboard_response","count_new_logger","count_new_logger_1","count_new_loop","count_new_sketchpad","count_new_sketchpad_1","count_new_sketchpad_2","count_new_sketchpad_3","count_new_sketchpad_4","count_new_sketchpad_5","count_plus_instruction","count_post_cue","count_practice_loop","count_reset_feedback","count_sketchpad","count_stimuli","count_test_instructions","count_test_log","count_test_sequence","count_trial_sequence","count_trial_sequence_1","cue","datetime","description","disable_garbage_collection","e_SO","empty_column","eq_sq","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","instruction","keyboard_backend","live_row","live_row_Familiarization","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_end_of_experiment","response_end_of_familiarization","response_end_of_practice","response_end_of_study","response_experimenter","response_feedback","response_instructions","response_keyboard_response","response_new_keyboard_response","response_new_sketchpad","response_new_sketchpad_1","response_new_sketchpad_3","response_new_sketchpad_5","response_test_instructions","response_time","response_time_end_of_experiment","response_time_end_of_familiarization","response_time_end_of_practice","response_time_end_of_study","response_time_experimenter","response_time_feedback","response_time_instructions","response_time_keyboard_response","response_time_new_keyboard_response","response_time_new_sketchpad","response_time_new_sketchpad_1","response_time_new_sketchpad_3","response_time_new_sketchpad_5","response_time_test_instructions","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_Familiarization","time_Test_loop","time_about_this_template","time_block_loop","time_delay","time_end_of_experiment","time_end_of_familiarization","time_end_of_practice","time_end_of_study","time_end_of_trial","time_equal_instruction","time_ex_instruction","time_experiment","time_experimental_loop","time_experimenter","time_familiarization_sequence","time_feedback","time_fixation_NT","time_fixation_NT_1","time_instruction_cue","time_instructions","time_keyboard_response","time_logger","time_loop","time_new_inline_script","time_new_keyboard_response","time_new_logger","time_new_logger_1","time_new_loop","time_new_sketchpad","time_new_sketchpad_1","time_new_sketchpad_2","time_new_sketchpad_3","time_new_sketchpad_4","time_new_sketchpad_5","time_plus_instruction","time_post_cue","time_practice_loop","time_reset_feedback","time_sketchpad","time_stimuli","time_test_instructions","time_test_log","time_test_sequence","time_trial_sequence","time_trial_sequence_1","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","word"
"4","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","NA","104","0","0","0","0","104","NA","NA","0","0","NA","2","NA","104","NA","2","0","NA","NA","NA","NA","NA","NA","104","NA","NA","NA","NA","NA","NA","0","NA","104","0","NA","NA","104","0","NA","NA","NA","104","Exes","Tue Feb 26 14:04:11 2019","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_AC.osexp","/Users/researcher/Desktop/Experiments/Prod_SOA","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","92","2","11","/Users/researcher/Desktop/Experiments/Prod_SOA/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","space","NA","26256","NA","30561","5837","NA","NA","NA","145669","NA","NA","NA","NA","NA","26256","NA","2","legacy","1024","2","48000","-16","experiment","2","even","149980","NA","NA","NA","1145982","NA","165920","300412","NA","1149500","NA","NA","4287","332515","NA","160873","NA","1142472","NA","160887","4300","NA","NA","NA","NA","NA","NA","1149995","NA","NA","NA","NA","NA","NA","306257","NA","1149486","196483","NA","NA","1142977","NA","NA","NA","NA","1142461","Extended template","0","0","0","yes","1024","NEST"
"2","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","NA","105","0","0","0","0","105","NA","NA","0","0","NA","2","NA","105","NA","2","0","NA","NA","NA","NA","NA","NA","105","NA","NA","NA","NA","NA","NA","0","NA","105","0","NA","NA","105","0","NA","NA","NA","105","Plus","Tue Feb 26 14:04:11 2019","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_AC.osexp","/Users/researcher/Desktop/Experiments/Prod_SOA","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","93","2","11","/Users/researcher/Desktop/Experiments/Prod_SOA/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","space","NA","26256","NA","30561","5837","NA","NA","NA","145669","NA","NA","NA","NA","NA","26256","NA","2","legacy","1024","2","48000","-16","experiment","2","even","149980","NA","NA","NA","1154773","NA","165920","300412","NA","1158277","NA","NA","4287","332515","NA","160873","NA","1151263","NA","160887","4300","NA","NA","NA","NA","NA","NA","1158772","NA","NA","NA","NA","NA","NA","306257","NA","1155278","196483","NA","NA","1151767","NA","NA","NA","NA","1151252","Extended template","0","0","0","yes","1024","ABILITY"
"1","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","NA","106","0","0","0","0","106","NA","NA","0","0","NA","2","NA","106","NA","2","0","NA","NA","NA","NA","NA","NA","106","NA","NA","NA","NA","NA","NA","0","NA","106","0","NA","NA","106","0","NA","NA","NA","106","Plus","Tue Feb 26 14:04:11 2019","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_AC.osexp","/Users/researcher/Desktop/Experiments/Prod_SOA","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","94","2","11","/Users/researcher/Desktop/Experiments/Prod_SOA/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","space","NA","26256","NA","30561","5837","NA","NA","NA","145669","NA","NA","NA","NA","NA","26256","NA","2","legacy","1024","2","48000","-16","experiment","2","even","149980","NA","NA","NA","1163556","NA","165920","300412","NA","1167067","NA","NA","4287","332515","NA","160873","NA","1160046","NA","160887","4300","NA","NA","NA","NA","NA","NA","1167562","NA","NA","NA","NA","NA","NA","306257","NA","1167060","196483","NA","NA","1160551","NA","NA","NA","NA","1160036","Extended template","0","0","0","yes","1024","QUICK"
"5","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","NA","107","0","0","0","0","107","NA","NA","0","0","NA","2","NA","107","NA","2","0","NA","NA","NA","NA","NA","NA","107","NA","NA","NA","NA","NA","NA","0","NA","107","0","NA","NA","107","0","NA","NA","NA","107","Exes","Tue Feb 26 14:04:11 2019","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_AC.osexp","/Users/researcher/Desktop/Experiments/Prod_SOA","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","95","2","11","/Users/researcher/Desktop/Experiments/Prod_SOA/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","space","NA","26256","NA","30561","5837","NA","NA","NA","145669","NA","NA","NA","NA","NA","26256","NA","2","legacy","1024","2","48000","-16","experiment","2","even","149980","NA","NA","NA","1172355","NA","165920","300412","NA","1175859","NA","NA","4287","332515","NA","160873","NA","1168845","NA","160887","4300","NA","NA","NA","NA","NA","NA","1176354","NA","NA","NA","NA","NA","NA","306257","NA","1172860","196483","NA","NA","1169350","NA","NA","NA","NA","1168835","Extended template","0","0","0","yes","1024","GRADIENT"
"4","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","NA","108","0","0","0","0","108","NA","NA","0","0","NA","2","NA","108","NA","2","0","NA","NA","NA","NA","NA","NA","108","NA","NA","NA","NA","NA","NA","0","NA","108","0","NA","NA","108","0","NA","NA","NA","108","Exes","Tue Feb 26 14:04:11 2019","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_AC.osexp","/Users/researcher/Desktop/Experiments/Prod_SOA","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","96","2","11","/Users/researcher/Desktop/Experiments/Prod_SOA/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","space","NA","26256","NA","30561","5837","NA","NA","NA","145669","NA","NA","NA","NA","NA","26256","NA","2","legacy","1024","2","48000","-16","experiment","2","even","149980","NA","NA","NA","1181312","NA","165920","300412","NA","1184833","NA","NA","4287","332515","NA","160873","NA","1177803","NA","160887","4300","NA","NA","NA","NA","NA","NA","1185328","NA","NA","NA","NA","NA","NA","306257","NA","1184817","196483","NA","NA","1178308","NA","NA","NA","NA","1177793","Extended template","0","0","0","yes","1024","ITEM"
"2","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","NA","109","0","0","0","0","109","NA","NA","0","0","NA","2","NA","109","NA","2","0","NA","NA","NA","NA","NA","NA","109","NA","NA","NA","NA","NA","NA","0","NA","109","0","NA","NA","109","0","NA","NA","NA","109","Plus","Tue Feb 26 14:04:11 2019","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_AC.osexp","/Users/researcher/Desktop/Experiments/Prod_SOA","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","97","2","11","/Users/researcher/Desktop/Experiments/Prod_SOA/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","space","NA","26256","NA","30561","5837","NA","NA","NA","145669","NA","NA","NA","NA","NA","26256","NA","2","legacy","1024","2","48000","-16","experiment","2","even","149980","NA","NA","NA","1190106","NA","165920","300412","NA","1193610","NA","NA","4287","332515","NA","160873","NA","1186596","NA","160887","4300","NA","NA","NA","NA","NA","NA","1194105","NA","NA","NA","NA","NA","NA","306257","NA","1190610","196483","NA","NA","1187101","NA","NA","NA","NA","1186586","Extended template","0","0","0","yes","1024","ONION"
"3","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","NA","110","0","0","0","0","110","NA","NA","0","0","NA","2","NA","110","NA","2","0","NA","NA","NA","NA","NA","NA","110","NA","NA","NA","NA","NA","NA","0","NA","110","0","NA","NA","110","0","NA","NA","NA","110","Plus","Tue Feb 26 14:04:11 2019","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_AC.osexp","/Users/researcher/Desktop/Experiments/Prod_SOA","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","98","2","11","/Users/researcher/Desktop/Experiments/Prod_SOA/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","space","NA","26256","NA","30561","5837","NA","NA","NA","145669","NA","NA","NA","NA","NA","26256","NA","2","legacy","1024","2","48000","-16","experiment","2","even","149980","NA","NA","NA","1198884","NA","165920","300412","NA","1202388","NA","NA","4287","332515","NA","160873","NA","1195374","NA","160887","4300","NA","NA","NA","NA","NA","NA","1202883","NA","NA","NA","NA","NA","NA","306257","NA","1200389","196483","NA","NA","1195879","NA","NA","NA","NA","1195364","Extended template","0","0","0","yes","1024","PAPER"
"4","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","NA","111","0","0","0","0","111","NA","NA","0","0","NA","2","NA","111","NA","2","0","NA","NA","NA","NA","NA","NA","111","NA","NA","NA","NA","NA","NA","0","NA","111","0","NA","NA","111","0","NA","NA","NA","111","Exes","Tue Feb 26 14:04:11 2019","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_AC.osexp","/Users/researcher/Desktop/Experiments/Prod_SOA","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","99","2","11","/Users/researcher/Desktop/Experiments/Prod_SOA/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","space","NA","26256","NA","30561","5837","NA","NA","NA","145669","NA","NA","NA","NA","NA","26256","NA","2","legacy","1024","2","48000","-16","experiment","2","even","149980","NA","NA","NA","1207660","NA","165920","300412","NA","1211183","NA","NA","4287","332515","NA","160873","NA","1204150","NA","160887","4300","NA","NA","NA","NA","NA","NA","1211679","NA","NA","NA","NA","NA","NA","306257","NA","1211165","196483","NA","NA","1204655","NA","NA","NA","NA","1204140","Extended template","0","0","0","yes","1024","DEAN"
"1","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","NA","112","0","0","0","0","112","NA","NA","0","0","NA","2","NA","112","NA","2","0","NA","NA","NA","NA","NA","NA","112","NA","NA","NA","NA","NA","NA","0","NA","112","0","NA","NA","112","0","NA","NA","NA","112","Plus","Tue Feb 26 14:04:11 2019","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_AC.osexp","/Users/researcher/Desktop/Experiments/Prod_SOA","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","100","2","11","/Users/researcher/Desktop/Experiments/Prod_SOA/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","space","NA","26256","NA","30561","5837","NA","NA","NA","145669","NA","NA","NA","NA","NA","26256","NA","2","legacy","1024","2","48000","-16","experiment","2","even","149980","NA","NA","NA","1216459","NA","165920","300412","NA","1219983","NA","NA","4287","332515","NA","160873","NA","1212949","NA","160887","4300","NA","NA","NA","NA","NA","NA","1220479","NA","NA","NA","NA","NA","NA","306257","NA","1219964","196483","NA","NA","1213454","NA","NA","NA","NA","1212939","Extended template","0","0","0","yes","1024","LAWN"
"5","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","NA","113","0","0","0","0","113","NA","NA","0","0","NA","2","NA","113","NA","2","0","NA","NA","NA","NA","NA","NA","113","NA","NA","NA","NA","NA","NA","0","NA","113","0","NA","NA","113","0","NA","NA","NA","113","Exes","Tue Feb 26 14:04:11 2019","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_AC.osexp","/Users/researcher/Desktop/Experiments/Prod_SOA","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","101","2","11","/Users/researcher/Desktop/Experiments/Prod_SOA/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","space","NA","26256","NA","30561","5837","NA","NA","NA","145669","NA","NA","NA","NA","NA","26256","NA","2","legacy","1024","2","48000","-16","experiment","2","even","149980","NA","NA","NA","1225256","NA","165920","300412","NA","1228760","NA","NA","4287","332515","NA","160873","NA","1221746","NA","160887","4300","NA","NA","NA","NA","NA","NA","1229255","NA","NA","NA","NA","NA","NA","306257","NA","1225760","196483","NA","NA","1222251","NA","NA","NA","NA","1221736","Extended template","0","0","0","yes","1024","ANIMAL"
"6","1495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","NA","114","0","0","0","0","114","NA","NA","0","0","NA","2","NA","114","NA","2","0","NA","NA","NA","NA","NA","NA","114","NA","NA","NA","NA","NA","NA","0","NA","114","0","NA","NA","114","0","NA","NA","NA","114","Exes","Tue Feb 26 14:04:11 2019","A template containing a practice and an experimental phase","yes","1995","NA","equals","Prod_SOA_AC.osexp","/Users/researcher/Desktop/Experiments/Prod_SOA","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","102","2","11","/Users/researcher/Desktop/Experiments/Prod_SOA/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","space","NA","26256","NA","30561","5837","NA","NA","NA","145669","NA","NA","NA","NA","NA","26256","NA","2","legacy","1024","2","48000","-16","experiment","2","even","149980","NA","NA","NA","1234036","NA","165920","300412","NA","1237540","NA","NA","4287","332515","NA","160873","NA","1230524","NA","160887","4300","NA","NA","NA","NA","NA","NA","1238035","NA","NA","NA","NA","NA","NA","306257","NA","1235541","196483","NA","NA","1231030","NA","NA","NA","NA","1230514","Extended template","0","0","0","yes","1024","UPSET"
"1","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","NA","115","0","0","0","0","115","NA","NA","0","0","NA","2","NA","115","NA","2","0","NA","NA","NA","NA","NA","NA","115","NA","NA","NA","NA","NA","NA","0","NA","115","0","NA","NA","115","0","NA","NA","NA","115","Plus","Tue Feb 26 14:04:11 2019","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_AC.osexp","/Users/researcher/Desktop/Experiments/Prod_SOA","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","103","2","11","/Users/researcher/Desktop/Experiments/Prod_SOA/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","space","NA","26256","NA","30561","5837","NA","NA","NA","145669","NA","NA","NA","NA","NA","26256","NA","2","legacy","1024","2","48000","-16","experiment","2","even","149980","NA","NA","NA","1242814","NA","165920","300412","NA","1246333","NA","NA","4287","332515","NA","160873","NA","1239305","NA","160887","4300","NA","NA","NA","NA","NA","NA","1246828","NA","NA","NA","NA","NA","NA","306257","NA","1246320","196483","NA","NA","1239810","NA","NA","NA","NA","1239295","Extended template","0","0","0","yes","1024","FRAME"
"2","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","NA","116","0","0","0","0","116","NA","NA","0","0","NA","2","NA","116","NA","2","0","NA","NA","NA","NA","NA","NA","116","NA","NA","NA","NA","NA","NA","0","NA","116","0","NA","NA","116","0","NA","NA","NA","116","Plus","Tue Feb 26 14:04:11 2019","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_AC.osexp","/Users/researcher/Desktop/Experiments/Prod_SOA","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","104","2","11","/Users/researcher/Desktop/Experiments/Prod_SOA/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","space","NA","26256","NA","30561","5837","NA","NA","NA","145669","NA","NA","NA","NA","NA","26256","NA","2","legacy","1024","2","48000","-16","experiment","2","even","149980","NA","NA","NA","1251606","NA","165920","300412","NA","1255110","NA","NA","4287","332515","NA","160873","NA","1248096","NA","160887","4300","NA","NA","NA","NA","NA","NA","1255605","NA","NA","NA","NA","NA","NA","306257","NA","1252110","196483","NA","NA","1248601","NA","NA","NA","NA","1248086","Extended template","0","0","0","yes","1024","DECADE"
"5","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","NA","117","0","0","0","0","117","NA","NA","0","0","NA","2","NA","117","NA","2","0","NA","NA","NA","NA","NA","NA","117","NA","NA","NA","NA","NA","NA","0","NA","117","0","NA","NA","117","0","NA","NA","NA","117","Exes","Tue Feb 26 14:04:11 2019","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_AC.osexp","/Users/researcher/Desktop/Experiments/Prod_SOA","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","105","2","11","/Users/researcher/Desktop/Experiments/Prod_SOA/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","space","NA","26256","NA","30561","5837","NA","NA","NA","145669","NA","NA","NA","NA","NA","26256","NA","2","legacy","1024","2","48000","-16","experiment","2","even","149980","NA","NA","NA","1260383","NA","165920","300412","NA","1263887","NA","NA","4287","332515","NA","160873","NA","1256873","NA","160887","4300","NA","NA","NA","NA","NA","NA","1264382","NA","NA","NA","NA","NA","NA","306257","NA","1260888","196483","NA","NA","1257378","NA","NA","NA","NA","1256862","Extended template","0","0","0","yes","1024","OPPONENT"
"4","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","NA","118","0","0","0","0","118","NA","NA","0","0","NA","2","NA","118","NA","2","0","NA","NA","NA","NA","NA","NA","118","NA","NA","NA","NA","NA","NA","0","NA","118","0","NA","NA","118","0","NA","NA","NA","118","Exes","Tue Feb 26 14:04:11 2019","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_AC.osexp","/Users/researcher/Desktop/Experiments/Prod_SOA","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","106","2","11","/Users/researcher/Desktop/Experiments/Prod_SOA/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","space","NA","26256","NA","30561","5837","NA","NA","NA","145669","NA","NA","NA","NA","NA","26256","NA","2","legacy","1024","2","48000","-16","experiment","2","even","149980","NA","NA","NA","1269160","NA","165920","300412","NA","1272683","NA","NA","4287","332515","NA","160873","NA","1265650","NA","160887","4300","NA","NA","NA","NA","NA","NA","1273179","NA","NA","NA","NA","NA","NA","306257","NA","1272665","196483","NA","NA","1266155","NA","NA","NA","NA","1265640","Extended template","0","0","0","yes","1024","LENGTH"
"4","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","NA","119","0","0","0","0","119","NA","NA","0","0","NA","2","NA","119","NA","2","0","NA","NA","NA","NA","NA","NA","119","NA","NA","NA","NA","NA","NA","0","NA","119","0","NA","NA","119","0","NA","NA","NA","119","Exes","Tue Feb 26 14:04:11 2019","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_AC.osexp","/Users/researcher/Desktop/Experiments/Prod_SOA","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","107","2","11","/Users/researcher/Desktop/Experiments/Prod_SOA/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","space","NA","26256","NA","30561","5837","NA","NA","NA","145669","NA","NA","NA","NA","NA","26256","NA","2","legacy","1024","2","48000","-16","experiment","2","even","149980","NA","NA","NA","1277957","NA","165920","300412","NA","1281467","NA","NA","4287","332515","NA","160873","NA","1274447","NA","160887","4300","NA","NA","NA","NA","NA","NA","1281962","NA","NA","NA","NA","NA","NA","306257","NA","1281462","196483","NA","NA","1274952","NA","NA","NA","NA","1274437","Extended template","0","0","0","yes","1024","VENT"
"5","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","NA","120","0","0","0","0","120","NA","NA","0","0","NA","2","NA","120","NA","2","0","NA","NA","NA","NA","NA","NA","120","NA","NA","NA","NA","NA","NA","0","NA","120","0","NA","NA","120","0","NA","NA","NA","120","Exes","Tue Feb 26 14:04:11 2019","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_AC.osexp","/Users/researcher/Desktop/Experiments/Prod_SOA","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","108","2","11","/Users/researcher/Desktop/Experiments/Prod_SOA/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","space","NA","26256","NA","30561","5837","NA","NA","NA","145669","NA","NA","NA","NA","NA","26256","NA","2","legacy","1024","2","48000","-16","experiment","2","even","149980","NA","NA","NA","1286743","NA","165920","300412","NA","1290247","NA","NA","4287","332515","NA","160873","NA","1283233","NA","160887","4300","NA","NA","NA","NA","NA","NA","1290742","NA","NA","NA","NA","NA","NA","306257","NA","1287248","196483","NA","NA","1283738","NA","NA","NA","NA","1283223","Extended template","0","0","0","yes","1024","DEFEAT"
"5","495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","NA","121","0","0","0","0","121","NA","NA","0","0","NA","2","NA","121","NA","2","0","NA","NA","NA","NA","NA","NA","121","NA","NA","NA","NA","NA","NA","0","NA","121","0","NA","NA","121","0","NA","NA","NA","121","Exes","Tue Feb 26 14:04:11 2019","A template containing a practice and an experimental phase","yes","2995","NA","equals","Prod_SOA_AC.osexp","/Users/researcher/Desktop/Experiments/Prod_SOA","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","109","2","11","/Users/researcher/Desktop/Experiments/Prod_SOA/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","space","NA","26256","NA","30561","5837","NA","NA","NA","145669","NA","NA","NA","NA","NA","26256","NA","2","legacy","1024","2","48000","-16","experiment","2","even","149980","NA","NA","NA","1295518","NA","165920","300412","NA","1299022","NA","NA","4287","332515","NA","160873","NA","1292008","NA","160887","4300","NA","NA","NA","NA","NA","NA","1299517","NA","NA","NA","NA","NA","NA","306257","NA","1296023","196483","NA","NA","1292513","NA","NA","NA","NA","1291998","Extended template","0","0","0","yes","1024","MORAL"
"4","3495","undefined","undefined","undefined","undefined","#808080","yes","xpyriment","legacy","legacy","0","Plus","uniform","undefined","undefined","undefined","NA","NA","0","0","NA","NA","122","0","0","0","0","122","NA","NA","0","0","NA","2","NA","122","NA","2","0","NA","NA","NA","NA","NA","NA","122","NA","NA","NA","NA","NA","NA","0","NA","122","0","NA","NA","122","0","NA","NA","NA","122","Exes","Tue Feb 26 14:04:11 2019","A template containing a practice and an experimental phase","yes","0","NA","Square","Prod_SOA_AC.osexp","/Users/researcher/Desktop/Experiments/Prod_SOA","no","Courier","no","18","no","#0d0c0d","no","yes","768","iequals","legacy","110","2","11","/Users/researcher/Desktop/Experiments/Prod_SOA/PS002.csv","xpyriment","Kafkaesque Koffka","3.2.5","0","space","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","space","NA","26256","NA","30561","5837","NA","NA","NA","145669","NA","NA","NA","NA","NA","26256","NA","2","legacy","1024","2","48000","-16","experiment","2","even","149980","NA","NA","NA","1304295","NA","165920","300412","NA","1307817","NA","NA","4287","332515","NA","160873","NA","1300785","NA","160887","4300","NA","NA","NA","NA","NA","NA","1308312","NA","NA","NA","NA","NA","NA","306257","NA","1307800","196483","NA","NA","1301290","NA","NA","NA","NA","1300774","Extended template","0","0","0","yes","1024","KISS"
